apagar,campeao,dham,res_apagar,res_campeao,regra
D:\MÍDIA\2016\2016-06\2016-06-05 [7a242795].jpg,D:\MÍDIA\2016\2016-06\2016-06-05 11.53.08 [484447c5].jpg,2,1052x780,4208x3120,R1_derivada
D:\MÍDIA\0000 SEM DATA\Sem ano\2016-06-13 [128f1ba9].jpg,D:\MÍDIA\2016\2016-06\2016-06-13 09.55.26 [9a82c629].jpg,1,1280x720,5312x2988,R1_derivada
D:\MÍDIA\2016\2016-06\2016-06-19 [d5ce2048].jpg,D:\MÍDIA\2016\2016-06\2016-06-18 14.46.59 [50891c4b].jpg,1,1052x780,4208x3120,R1_derivada
D:\MÍDIA\2016\2016-06\2016-06-19 [ed46abc4].jpg,D:\MÍDIA\2016\2016-06\2016-06-18 14.46.50 [f14ec3a6].jpg,1,1052x780,4208x3120,R1_derivada
D:\MÍDIA\2016\2016-07\2016-07-16 [c066ecf6].jpg,D:\MÍDIA\2016\2016-07\2016-07-16 16.20.21 [ac82a7b1].jpg,1,1280x959,2592x1944,R1_derivada
D:\MÍDIA\2016\2016-08\2016-08-29 [edd425f2].jpg,D:\MÍDIA\2015\2015-02\2015-02-03 16.58.59 [c93a077a].jpg,1,1600x1200,4000x3000,R1_derivada
D:\MÍDIA\2016\2016-08\2016-08-29 [107c09ba].jpg,D:\MÍDIA\2015\2015-02\2015-02-03 17.39.20 [e2b660fa].jpg,1,1600x1200,4000x3000,R1_derivada
D:\MÍDIA\2016\2016-08\2016-08-30 [34e739ee].jpg,D:\MÍDIA\2015\2015-02\2015-02-03 17.18.46 [2d255783].jpg,1,1600x1200,4000x3000,R1_derivada
D:\MÍDIA\2017\2017-03\2017-03-25 13.12.32 [56b97793].jpg,D:\MÍDIA\2017\2017-03\2017-03-09 [17293d0d].jpg,1,520x293,1040x585,R1_derivada
D:\MÍDIA\2017\2017-03\2017-03-25 13.12.32 [679d758f].jpg,D:\MÍDIA\2017\2017-03\2017-03-09 [83dce172].jpg,1,293x520,585x1040,R1_derivada
D:\MÍDIA\2017\2017-05\2017-05-13 17.06.36 [479e6d3e].jpg,D:\MÍDIA\2017\2017-05\2017-05-13 [cb2242b7].jpg,1,293x520,585x1040,R1_derivada
D:\MÍDIA\2017\2017-07\2017-07-02 [03f3ef45].jpg,D:\MÍDIA\2017\2017-07\2017-07-02 14.41.28 [5c8366da].jpg,1,1280x960,4000x3000,R1_derivada
D:\MÍDIA\2017\2017-07\2017-07-02 [f8506204].jpg,D:\MÍDIA\2017\2017-07\2017-07-02 14.45.27 [9ab5f2b5].jpg,1,1280x960,4000x3000,R1_derivada
D:\MÍDIA\0000 SEM DATA\Sem ano\2018-09-08 [5d1c4a01].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2018-09-08 [ae6a42d2].jpg,1,720x1280,720x1280,R2_recompressao
D:\MÍDIA\0000 SEM DATA\Sem ano\2018-09-25 [40f33d91].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2018-09-25 [62cf4c6a].jpg,1,720x1280,720x1280,R2_recompressao
D:\MÍDIA\2018\2018-09\2018-09-25 [1953d2ad].jpg,D:\MÍDIA\2018\2018-09\2018-09-25 [9fa9b5e8].jpg,1,959x1280,959x1280,R2_recompressao
D:\MÍDIA\2018\2018-10\2018-10-06 [b5e6ac90].jpg,D:\MÍDIA\2018\2018-10\2018-10-06 [8863e11c].jpg,1,1280x959,1280x959,R2_recompressao
D:\MÍDIA\2019\2019-05\2019-05-12 15.48.56 [ea99bc63].jpg,D:\MÍDIA\2018\2018-12\2018-12-12 10.54.16 [1a2b15c5].jpg,2,1224x1224,2448x2448,R1_derivada
D:\MÍDIA\2018\2018-12\2018-12-22 [1a496c4f].jpg,D:\MÍDIA\2018\2018-12\2018-12-22 06.20.15 [3daeb153].jpg,1,1280x960,4032x3024,R1_derivada
D:\MÍDIA\2018\2018-12\2018-12-22 [580e2dd4].jpg,D:\MÍDIA\2018\2018-12\2018-12-22 [766b4569].jpg,1,1280x960,1280x960,R2_recompressao
D:\MÍDIA\2018\2018-12\2018-12-22 [c6b02cbc].jpg,D:\MÍDIA\2018\2018-12\2018-12-22 [766b4569].jpg,1,1280x960,1280x960,R2_recompressao
D:\MÍDIA\2018\2018-12\2018-12-31 [d2b48053].jpg,D:\MÍDIA\2018\2018-12\2018-12-31 22.07.26 [50ddd9fa].jpg,1,960x1280,2448x3264,R1_derivada
D:\MÍDIA\2018\2018-12\2018-12-31 [bfb328bb].jpg,D:\MÍDIA\2018\2018-12\2018-12-31 23.05.06 [8d75d8a8].jpg,1,960x1280,2448x3264,R1_derivada
D:\MÍDIA\2019\2019-01\2019-01-09 [98641d2b].jpg,D:\MÍDIA\2019\2019-01\2019-01-09 19.44.01 [0e5e0bd0].jpg,2,624x1280,1592x3264,R1_derivada
D:\MÍDIA\2019\2019-02\2019-02-02 [de8535c1].jpg,D:\MÍDIA\2019\2019-02\2019-02-01 16.15.08 [f5a85a61].jpg,2,1280x960,4032x3024,R1_derivada
D:\MÍDIA\2019\2019-02\2019-02-02 [585b805c].jpg,D:\MÍDIA\2019\2019-02\2019-02-01 16.32.17 [f58458e4].jpg,1,1280x960,4032x3024,R1_derivada
D:\MÍDIA\2019\2019-02\2019-02-02 [2f7e79bd].jpg,D:\MÍDIA\2019\2019-02\2019-02-01 16.19.41 [c60c73ba].jpg,2,1280x960,4032x3024,R1_derivada
D:\MÍDIA\2019\2019-02\2019-02-10 [10ebfc22].jpg,D:\MÍDIA\2019\2019-02\2019-02-09 19.07.25 [482347e5].jpg,1,960x1280,3024x4032,R1_derivada
D:\MÍDIA\2019\2019-03\2019-03-29 [1ebee607].jpg,D:\MÍDIA\2019\2019-03\2019-03-29 22.32.03 [8b50e470].jpg,1,1280x960,3264x2448,R1_derivada
D:\MÍDIA\2020\2020-10\2020-10 [6a5f68db].gif,D:\MÍDIA\2019\2019-03\2019-03-30 [7df23c1e].jpg,1,630x840,960x1280,R1_derivada
D:\MÍDIA\2019\2019-04\2019-04-18 [49031ba9].jpg,D:\MÍDIA\2019\2019-04\2019-04-18 14.39.19 [b4e2a76e].jpg,1,1280x960,4032x3024,R1_derivada
D:\MÍDIA\2019\2019-04\2019-04-18 [b2c0978d].jpg,D:\MÍDIA\2019\2019-04\2019-04-18 14.39.42 [68923c07].jpg,1,1280x960,4032x3024,R1_derivada
D:\MÍDIA\2019\2019-04\2019-04-18 [3638161e].jpg,D:\MÍDIA\2019\2019-04\2019-04-18 14.40.43 [05a99115].jpg,1,1280x960,4032x3024,R1_derivada
D:\MÍDIA\2019\2019-04\2019-04-18 [0c49e4d6].jpg,D:\MÍDIA\2019\2019-04\2019-04-18 14.40.45 [42f6c031].jpg,1,1280x960,4032x3024,R1_derivada
D:\MÍDIA\2019\2019-04\2019-04-19 [d19a367e].jpg,D:\MÍDIA\2019\2019-04\2019-04-19 16.08.59 [e20e95d4].jpg,1,1280x960,4032x3024,R1_derivada
D:\MÍDIA\2019\2019-04\2019-04-19 [35e36825].jpg,D:\MÍDIA\2019\2019-04\2019-04-19 16.15.07 [b84d0afc].jpg,1,1280x960,4032x3024,R1_derivada
D:\MÍDIA\2019\2019-04\2019-04-19 [6b84f2e3].jpg,D:\MÍDIA\2019\2019-04\2019-04-19 16.15.13 [ca54f01d].jpg,1,1280x960,4032x3024,R1_derivada
D:\MÍDIA\2019\2019-05\2019-05-04 [fdb5adf7].jpg,D:\MÍDIA\2019\2019-05\2019-05-04 17.58.51 [bcbcab2c].jpg,1,1280x960,4032x3024,R1_derivada
D:\MÍDIA\2019\2019-06\2019-06-16 [1952c5a3].jpg,D:\MÍDIA\2019\2019-06\2019-06-16 [84952e49].jpg,1,960x1280,960x1280,R2_recompressao
D:\MÍDIA\0000 SEM DATA\Documentos\2019-07-19 [b3276170].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2019-07-19 16.40.07 [149f9ee7].jpg,1,1280x960,3264x2448,R1_derivada
D:\MÍDIA\2019\2019-07\2019-07-20 [1862a6dd].jpg,D:\MÍDIA\2019\2019-07\2019-07-20 06.45.44 [c425473c].jpg,2,1280x960,4032x3024,R1_derivada
D:\MÍDIA\2019\2019-07\2019-07-20 [2e076555].jpg,D:\MÍDIA\2019\2019-07\2019-07-19 21.25.37 [d6fac7c6].jpg,1,768x1024,1980x2640,R1_derivada
D:\MÍDIA\2019\2019-07\2019-07-26 [2aa49349].jpg,D:\MÍDIA\2019\2019-07\2019-07-26 10.07.36 [afc69e88].jpg,2,1280x960,4032x3024,R1_derivada
D:\MÍDIA\2019\2019-08\2019-08-08 [1eb8a3a1].jpg,D:\MÍDIA\2019\2019-08\2019-08-08 [f7da8e1f].jpg,1,3840x2160,3840x2160,R2_recompressao
D:\MÍDIA\0000 SEM DATA\Sem ano\2019-08-08 [6a30c25c].jpg,D:\MÍDIA\2019\2019-08\2019-08-08 [f7da8e1f].jpg,2,1280x720,3840x2160,R1_derivada
D:\MÍDIA\2019\2019-09\2019-09-01 [21756e7a].jpg,D:\MÍDIA\2019\2019-09\2019-09-01 12.36.59 [e886beea].jpg,2,1280x960,3264x2448,R1_derivada
D:\MÍDIA\2019\2019-10\2019-10-05 [3d5380f0].jpg,D:\MÍDIA\2019\2019-10\2019-10-05 14.27.51 [a30c4540].jpg,1,1280x960,3264x2448,R1_derivada
D:\MÍDIA\2019\2019-10\2019-10-24 [6520396a].jpg,D:\MÍDIA\2019\2019-10\2019-10-24 20.07.16 [4c7744b7].jpg,2,1280x960,4032x3024,R1_derivada
D:\MÍDIA\2019\2019-10\2019-10-24 [8599551f].jpg,D:\MÍDIA\2019\2019-10\2019-10-24 20.06.33 [51ea5e74].jpg,1,1280x960,4032x3024,R1_derivada
D:\MÍDIA\2019\2019-10\2019-10-24 [a0ef8d17].jpg,D:\MÍDIA\2019\2019-10\2019-10-24 21.21.47 [5a6cac6c].jpg,1,1280x960,4032x3024,R1_derivada
D:\MÍDIA\2019\2019-10\2019-10-25 [cd3dce5e].jpg,D:\MÍDIA\2019\2019-10\2019-10-25 07.13.49 [2b43ba60].jpg,1,1280x960,3264x2448,R1_derivada
D:\MÍDIA\2019\2019-10\2019-10-25 [5711be0b].jpg,D:\MÍDIA\2019\2019-10\2019-10-25 09.39.47 [c3dc5ad1].jpg,3,1280x960,3264x2448,R1_derivada
D:\MÍDIA\2019\2019-10\2019-10-25 [b5f50e9b].jpg,D:\MÍDIA\2019\2019-10\2019-10-25 11.02.08 [a52d3262].jpg,2,1280x960,4032x3024,R1_derivada
D:\MÍDIA\2019\2019-10\2019-10-27 17.57.27 [4a05d0b8].jpg,D:\MÍDIA\2019\2019-10\2019-10-28 [3fbf5f55].jpg,2,824x824,1061x1105,R1_derivada
D:\MÍDIA\2019\2019-10\2019-10-28 [218d2b98].jpg,D:\MÍDIA\2019\2019-10\2019-10-28 13.45.27 [3f6f7b9e].jpg,1,1280x960,3264x2448,R1_derivada
D:\MÍDIA\2019\2019-10\2019-10-28 [806adfa7].jpg,D:\MÍDIA\2019\2019-10\2019-10-28 13.37.28 [ebf7a1f2].jpg,1,1280x960,3264x2448,R1_derivada
D:\MÍDIA\2019\2019-10\2019-10-28 [0e2ab36c].jpg,D:\MÍDIA\2019\2019-10\2019-10-28 13.38.05 [bb952a4d].jpg,1,1280x960,3264x2448,R1_derivada
D:\MÍDIA\2019\2019-10\2019-10-28 [f75182b5].jpg,D:\MÍDIA\2019\2019-10\2019-10-28 13.38.23 [c07faac2].jpg,1,1280x960,3264x2448,R1_derivada
D:\MÍDIA\2019\2019-11\2019-11-15 [df5433a9].jpg,D:\MÍDIA\2019\2019-11\2019-11-15 [7bc9dd07].jpg,1,1280x960,1280x960,R2_recompressao
D:\MÍDIA\2019\2019-12\2019-12-27 [27123370].jpg,D:\MÍDIA\2019\2019-12\2019-12-27 19.48.54 [426b5446].jpg,2,1280x960,4032x3024,R1_derivada
D:\MÍDIA\2019\2019-12\2019-12-28 [97d5630a].jpg,D:\MÍDIA\2019\2019-12\2019-12-28 [ac77b363].jpg,1,1280x956,1280x956,R2_recompressao
D:\MÍDIA\2020\2020-01\2020-01-01 [137e06ba].jpg,D:\MÍDIA\2020\2020-01\2020-01-01 [c06547ca].jpg,1,1280x960,1280x960,R2_recompressao
D:\MÍDIA\2020\2020-01\2020-01-25 [7d361afd].jpg,D:\MÍDIA\2020\2020-01\2020-01-25 14.31.40 [6e7b5e5b].jpg,1,1280x960,4032x3024,R1_derivada
D:\MÍDIA\2020\2020-01\2020-01-25 [d78f99a0].jpg,D:\MÍDIA\2020\2020-01\2020-01-25 19.19.30 [49c94dfc].jpg,1,1280x960,3264x2448,R1_derivada
D:\MÍDIA\2020\2020-01\2020-01-28 [fa46422d].jpg,D:\MÍDIA\2020\2020-01\2020-01-28 22.16.00 [9ebb3e72].jpg,2,1280x960,3264x2448,R1_derivada
D:\MÍDIA\2020\2020-02\2020-02-23 [e1c05183].jpg,D:\MÍDIA\2020\2020-02\2020-02-23 12.46.20 [ef12ae00].jpg,2,1280x960,4032x3024,R1_derivada
D:\MÍDIA\2020\2020-02\2020-02-23 [d3fe1028].jpg,D:\MÍDIA\2020\2020-02\2020-02-23 18.06.53 [d802ce56].jpg,1,1280x960,4032x3024,R1_derivada
D:\MÍDIA\2020\2020-03\2020-03-25 [2af70e84].jpg,D:\MÍDIA\2020\2020-03\2020-03-25 07.24.38 [e105e827].jpg,1,1280x960,3264x2448,R1_derivada
D:\MÍDIA\2020\2020-04\2020-04-08 [15b2da2a].jpg,D:\MÍDIA\2020\2020-04\2020-04-08 11.37.32 [d43d2c88].jpg,1,1280x960,3264x2448,R1_derivada
D:\MÍDIA\2020\2020-05\2020-05-18 [76151190].jpg,D:\MÍDIA\2020\2020-05\2020-05-17 14.02.03 [d85590c3].jpg,1,1280x960,3264x2448,R1_derivada
D:\MÍDIA\2020\2020-05\2020-05-18 [ecef3d54].jpg,D:\MÍDIA\2020\2020-05\2020-05-17 14.00.33 [04f2c80b].jpg,1,1280x960,3264x2448,R1_derivada
D:\MÍDIA\2020\2020-09\2020-09-25 [65c0c810].jpg,D:\MÍDIA\2020\2020-09\2020-09-25 [eaa84317].jpg,1,1280x960,1280x960,R2_recompressao
D:\MÍDIA\2020\2020-09\2020-09-25 [3f8d5693].jpg,D:\MÍDIA\2020\2020-09\2020-09-25 [3a0f2c35].jpg,1,1280x960,1280x960,R2_recompressao
D:\MÍDIA\2020\2020-09\2020-09-25 [cc550663].jpg,D:\MÍDIA\2020\2020-09\2020-09-25 [71d0eb29].jpg,1,960x1280,960x1280,R2_recompressao
D:\MÍDIA\2020\2020-09\2020-09-25 [115f739b].jpg,D:\MÍDIA\2020\2020-09\2020-09-25 [292f2b58].jpg,1,960x1280,960x1280,R2_recompressao
D:\MÍDIA\2020\2020-09\2020-09-25 [0d0b9637].jpg,D:\MÍDIA\2020\2020-09\2020-09-25 [9d2e4c3f].jpg,1,960x1280,960x1280,R2_recompressao
D:\MÍDIA\2020\2020-09\2020-09-25 [1710af29].jpg,D:\MÍDIA\2020\2020-09\2020-09-25 [019d47f8].jpg,1,1280x960,1280x960,R2_recompressao
D:\MÍDIA\2020\2020-09\2020-09-26 [adee0647].jpg,D:\MÍDIA\2020\2020-09\2020-09-26 17.45.17 [1a4204a4].jpg,1,1280x960,3264x2448,R1_derivada
D:\MÍDIA\2020\2020-09\2020-09-26 [46677c58].jpg,D:\MÍDIA\2020\2020-09\2020-09-26 17.48.42 [49ae5025].jpg,1,1280x960,4032x3024,R1_derivada
D:\MÍDIA\2020\2020-09\2020-09-27 [bd95af7e].jpg,D:\MÍDIA\2020\2020-09\2020-09-27 [e23a10e6].jpg,1,1280x960,1280x960,R2_recompressao
D:\MÍDIA\2021\2021-05\2021-05-28 [f9732a62].jpg,D:\MÍDIA\2018\2018-09\2018-09-11 13.22.51 [2861f6fd].jpg,2,960x1280,2448x3264,R1_derivada
D:\MÍDIA\2021\2021-05\2021-05-28 [87957ec3].jpg,D:\MÍDIA\2018\2018-09\2018-09-22 12.57.57 [43546b9d].jpg,1,1280x960,4032x3024,R1_derivada
D:\MÍDIA\2021\2021-05\2021-05-28 [945b9c55].jpg,D:\MÍDIA\2019\2019-12\2019-12-25 20.17.32 [38fe84cb].jpg,2,1280x960,3264x2448,R1_derivada
D:\MÍDIA\2021\2021-05\2021-05-28 [de81e834].jpg,D:\MÍDIA\2021\2021-01\2021-01-19 18.04.43 [b02c9c11].jpg,1,1280x960,4032x3024,R1_derivada
D:\MÍDIA\2021\2021-05\2021-05-28 [8a439dc4].jpg,D:\MÍDIA\2015\2015-05\2015-05-06 03.12.51 [3cb55eaf].jpg,1,1052x780,4208x3120,R1_derivada
D:\MÍDIA\2021\2021-07\2021-07-29 [6c976ad7].jpg,D:\MÍDIA\2021\2021-07\2021-07-29 12.21.06 [93bb70d4].jpg,1,1600x1200,4032x3024,R1_derivada
D:\MÍDIA\2021\2021-11\2021-11-03 [7af0c00c].jpg,D:\MÍDIA\2021\2021-11\2021-11-03 14.25.49 [8b4ff80b].jpg,2,1200x1600,3024x4032,R1_derivada
D:\MÍDIA\2021\2021-11\2021-11-14 [ee6b9841].jpg,D:\MÍDIA\2021\2021-11\2021-11-06 13.24.57 [2e259c65].jpg,2,1600x1200,4032x3024,R1_derivada
D:\MÍDIA\2021\2021-11\2021-11-14 [b383d645].jpg,D:\MÍDIA\2021\2021-11\2021-11-06 13.25.31 [d783404e].jpg,2,1600x1200,4032x3024,R1_derivada
D:\MÍDIA\2021\2021-11\2021-11-14 [309efa38].jpg,D:\MÍDIA\2021\2021-11\2021-11-06 13.25.34 [6ceeec95].jpg,1,1600x1200,4032x3024,R1_derivada
D:\MÍDIA\2021\2021-11\2021-11-14 [8a61cac6].jpg,D:\MÍDIA\2021\2021-11\2021-11-06 13.25.44 [a457a96c].jpg,1,1600x1200,4032x3024,R1_derivada
D:\MÍDIA\2021\2021-11\2021-11-14 [df80ff44].jpg,D:\MÍDIA\2021\2021-11\2021-11-06 13.25.45 [d92dff22].jpg,1,1600x1200,4032x3024,R1_derivada
D:\MÍDIA\2022\2022-01\2022-01-15 [163c3d6f].jpg,D:\MÍDIA\2022\2022-01\2022-01-15 [c7121121].jpg,1,1600x1200,1600x1200,R2_recompressao
D:\MÍDIA\2022\2022-03\2022-03-31 [3da4794d].jpg,D:\MÍDIA\2019\2019-02\2019-02-09 15.31.35 [cef285f3].jpg,1,498x1024,1960x4032,R1_derivada
D:\MÍDIA\2022\2022-12\2022-12-29 [80a0b41e].jpg,D:\MÍDIA\2022\2022-12\2022-12-17 [564b4cf6].jpg,1,1024x768,1600x1200,R1_derivada
D:\MÍDIA\2023\2023-01\2023-01-07 [ac4a0737].jpg,D:\MÍDIA\2023\2023-01\2023-01-07 [8592e499].jpg,1,867x1156,867x1156,R2_recompressao
D:\MÍDIA\2023\2023-01\2023-01-07 [2230a66e].jpg,D:\MÍDIA\2023\2023-01\2023-01-07 [56baaa85].jpg,1,1600x1200,1600x1200,R2_recompressao
D:\MÍDIA\2023\2023-01\2023-01-30 [b34cbd16].jpg,D:\MÍDIA\2023\2023-01\2023-01-30 [599a85bd].jpg,1,1024x768,1024x768,R2_recompressao
D:\MÍDIA\2023\2023-11\2023-11-08 [8517dd61].jpg,D:\MÍDIA\2021\2021-11\2021-11-04 16.21.30 [269ac047].jpg,1,1600x1200,3264x2448,R1_derivada
D:\MÍDIA\2023\2023-11\2023-11-15 [5b13d33b].jpg,D:\MÍDIA\2016\2016-08\2016-08-28 12.21.46 [ee0f349c].jpg,1,843x1124,3000x4000,R1_derivada
D:\MÍDIA\2024\2024-05\2024-05-08 [80df55bc].jpg,D:\MÍDIA\2024\2024-05\2024-05-08 10.17.20 [ade1a3d9].jpg,1,1200x1600,3000x4000,R1_derivada
D:\MÍDIA\2024\2024-06\2024-06-21 [4a72c26f].jpg,D:\MÍDIA\2024\2024-06\2024-06-21 [75c47f64].jpg,1,1600x900,1600x900,R2_recompressao
D:\MÍDIA\2024\2024-08\2024-08-22 [d292ea28].jpg,D:\MÍDIA\2024\2024-08\2024-08-08 15.53.47 [834d1246].jpg,2,960x1280,3000x4000,R1_derivada
D:\MÍDIA\0000 SEM DATA\Sem ano\2018-09-21 17.36.27 [7977f16c].jpg,D:\MÍDIA\2013\2013-09\2013-09-21 22.48.31 [fd7ce34a].jpg,2,1080x1057,3120x3120,R1_derivada
D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2014\2014 [c98868aa].jpg,D:\MÍDIA\2014\2014-04\2014-04-19 18.30.27 [aa608377].jpg,1,800x600,2048x1536,R1_derivada
D:\MÍDIA\2014\2014-04\2014-04-19 [8d9dd810].jpg,D:\MÍDIA\2014\2014-04\2014-04-19 19.04.33 [71eec730].jpg,1,800x600,2048x1536,R1_derivada
D:\MÍDIA\2014\2014-04\2014-04-19 [ccc6d16e].jpg,D:\MÍDIA\2014\2014-04\2014-04-19 19.39.57 [33e1c160].jpg,1,800x600,2048x1536,R1_derivada
D:\MÍDIA\2017\2017-04\2017-04-13 [0a21ac2a].jpg,D:\MÍDIA\2015\2015-05\2015-05-21 01.05.20 [0f428084].jpg,1,1280x960,4000x3000,R1_derivada
D:\MÍDIA\2017\2017-04\2017-04-13 [3590e603].jpg,D:\MÍDIA\2015\2015-05\2015-05-19 22.09.33 [bace93bf].jpg,1,1280x960,3000x2250,R1_derivada
D:\MÍDIA\2013\2013-08\2013-08-21 08.20.44 [77f91a54].jpg,D:\MÍDIA\2013\2013-08\2013-08-20 21.34.08 [f888bd86].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-19 23.47.54 [9de58a1f].jpg,D:\MÍDIA\2013\2013-09\2013-09-07 16.35.23 [1a53af8e].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-19 23.47.54 [d564afc2].jpg,D:\MÍDIA\2013\2013-09\2013-09-07 16.35.19 [dc9cd45b].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-19 23.47.54 [cef68e28].jpg,D:\MÍDIA\2013\2013-09\2013-09-07 16.02.34 [bdd86aaf].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-26 08.56.26 [650fee96].jpg,D:\MÍDIA\2013\2013-11\2013-11-23 16.08.59 [dcdcb021].jpg,1,512x384,2048x1536,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-26 08.56.26 [83d02e8b].jpg,D:\MÍDIA\2013\2013-11\2013-11-23 16.10.13 [642babcd].jpg,1,512x384,2048x1536,R1_derivada
D:\MÍDIA\2017\2017-03\2017-03-25 13.12.48 [9c33c37c].jpg,D:\MÍDIA\2016\2016-04\2016-04-17 18.28.04 [b6f9566f].jpg,1,180x320,2988x5312,R1_derivada
D:\MÍDIA\2016\2016-07\2016-07-16 16.23.53 [467c1e82].jpg,D:\MÍDIA\2016\2016-07\2016-07-16 16.23.53 [5a40ce23].jpg,1,1944x2592,1944x2592,R2_recompressao
D:\MÍDIA\2018\2018-09\2018-09-05 [1780fe8e].jpg,D:\MÍDIA\2018\2018-09\2018-09-05 06.12.22 [5c4e5e57].jpg,1,960x1280,2448x3264,R1_derivada
D:\MÍDIA\2018\2018-12\2018-12-31 21.11.21 [c931dcd3].jpg,D:\MÍDIA\2018\2018-12\2018-12-31 21.11.21 [6f4f2743].jpg,1,1960x4032,1960x4032,R2_recompressao
D:\MÍDIA\2018\2018-12\2018-12-31 21.11.25 [bf3fb0e6].jpg,D:\MÍDIA\2018\2018-12\2018-12-31 21.11.25 [91e6648a].jpg,1,1960x4032,1960x4032,R2_recompressao
D:\MÍDIA\2019\2019-01\2019-01-01 00.09.38 [5db830ef].jpg,D:\MÍDIA\2019\2019-01\2019-01-01 00.09.38 [771cd453].jpg,1,2448x3264,2448x3264,R2_recompressao
D:\MÍDIA\2019\2019-01\2019-01-01 00.12.26 [d2fc5dd8].jpg,D:\MÍDIA\2019\2019-01\2019-01-01 00.12.26 [e7875149].jpg,1,3024x4032,3024x4032,R2_recompressao
D:\MÍDIA\2019\2019-03\2019-03-17 [52fa7f1a].jpg,D:\MÍDIA\2019\2019-03\2019-03-17 12.54.02 [49c954ad].jpg,1,622x1280,1960x4032,R1_derivada
D:\MÍDIA\2019\2019-06\2019-06-17 [5c03e1f4].jpg,D:\MÍDIA\2019\2019-06\2019-06-14 20.33.07 [08c00de7].jpg,1,622x1280,1960x4032,R1_derivada
D:\MÍDIA\2019\2019-06\2019-06-17 [7ccb4b89].jpg,D:\MÍDIA\2019\2019-06\2019-06-14 20.35.44 [12d4b705].jpg,1,622x1280,1960x4032,R1_derivada
D:\MÍDIA\2019\2019-06\2019-06-17 [0122cacd].jpg,D:\MÍDIA\2019\2019-06\2019-06-14 20.35.58 [23cf1380].jpg,1,622x1280,1960x4032,R1_derivada
D:\MÍDIA\2019\2019-06\2019-06-17 [203a8984].jpg,D:\MÍDIA\2019\2019-06\2019-06-14 20.37.34 [b311e011].jpg,1,622x1280,1960x4032,R1_derivada
D:\MÍDIA\2019\2019-06\2019-06-17 [dda9f117].jpg,D:\MÍDIA\2019\2019-06\2019-06-14 20.37.34 [b311e011].jpg,3,622x1280,1960x4032,R1_derivada
D:\MÍDIA\2019\2019-06\2019-06-17 [444ec847].jpg,D:\MÍDIA\2019\2019-06\2019-06-14 21.35.33 [eb13ed84].jpg,1,622x1280,1960x4032,R1_derivada
D:\MÍDIA\2019\2019-06\2019-06-17 [3fa4dbcb].jpg,D:\MÍDIA\2019\2019-06\2019-06-14 21.35.42 [2f12d596].jpg,2,622x1280,1960x4032,R1_derivada
D:\MÍDIA\2019\2019-06\2019-06-17 [7829b494].jpg,D:\MÍDIA\2019\2019-06\2019-06-14 21.35.48 [72db0ec5].jpg,1,622x1280,1960x4032,R1_derivada
D:\MÍDIA\2019\2019-06\2019-06-17 [88cf0d25].jpg,D:\MÍDIA\2019\2019-06\2019-06-14 21.35.53 [646a083e].jpg,1,622x1280,1960x4032,R1_derivada
D:\MÍDIA\2019\2019-06\2019-06-17 [c1c5fd18].jpg,D:\MÍDIA\2019\2019-06\2019-06-14 21.35.59 [1f1b777b].jpg,2,622x1280,1960x4032,R1_derivada
D:\MÍDIA\2019\2019-06\2019-06-17 [e77abc44].jpg,D:\MÍDIA\2019\2019-06\2019-06-14 21.36.40 [0f793ece].jpg,2,622x1280,1960x4032,R1_derivada
D:\MÍDIA\2019\2019-06\2019-06-17 [245d46c3].jpg,D:\MÍDIA\2019\2019-06\2019-06-14 21.38.02 [99d7f269].jpg,1,622x1280,1960x4032,R1_derivada
D:\MÍDIA\2019\2019-06\2019-06-17 [62ad21fe].jpg,D:\MÍDIA\2019\2019-06\2019-06-14 21.38.50 [0c1295dd].jpg,2,622x1280,1960x4032,R1_derivada
D:\MÍDIA\2019\2019-06\2019-06-17 [5e8143ac].jpg,D:\MÍDIA\2019\2019-06\2019-06-14 21.39.02 [9cc72a6e].jpg,2,622x1280,1960x4032,R1_derivada
D:\MÍDIA\2019\2019-06\2019-06-17 [cc638ccb].jpg,D:\MÍDIA\2019\2019-06\2019-06-14 21.39.19 [d632e55f].jpg,2,622x1280,1960x4032,R1_derivada
D:\MÍDIA\2019\2019-06\2019-06-17 [0b3e925b].jpg,D:\MÍDIA\2019\2019-06\2019-06-14 21.56.05 [bf349de7].jpg,1,622x1280,1960x4032,R1_derivada
D:\MÍDIA\2019\2019-06\2019-06-17 [8d508d0a].jpg,D:\MÍDIA\2019\2019-06\2019-06-14 21.58.26 [b3b306f2].jpg,1,622x1280,1960x4032,R1_derivada
