apagar,campeao,dham,res_apagar,res_campeao,regra
D:\MÍDIA\2019\2019-06\2019-06-17 [ad979dc3].jpg,D:\MÍDIA\2019\2019-06\2019-06-14 21.59.21 [3801d152].jpg,1,622x1280,1960x4032,R1_derivada
D:\MÍDIA\2019\2019-06\2019-06-17 [0256bb64].jpg,D:\MÍDIA\2019\2019-06\2019-06-15 00.28.27 [f46ba253].jpg,2,622x1280,1960x4032,R1_derivada
D:\MÍDIA\2019\2019-07\2019-07-31 [71634793].jpg,D:\MÍDIA\2019\2019-07\2019-07-31 11.04.23 [f65ecc15].jpg,2,622x1280,1960x4032,R1_derivada
D:\MÍDIA\2019\2019-07\2019-07-31 [00ae3491].jpg,D:\MÍDIA\2019\2019-07\2019-07-31 11.04.28 [b3762bbb].jpg,1,622x1280,1960x4032,R1_derivada
D:\MÍDIA\2019\2019-10\2019-10-10 [b4158c1a].jpg,D:\MÍDIA\2019\2019-07\2019-07-31 20.49.46 [51ba2d5b].jpg,1,960x1280,1980x2640,R1_derivada
D:\MÍDIA\2019\2019-08\2019-08-09 16.35.32 [810be81c].jpg,D:\MÍDIA\2019\2019-08\2019-08-09 16.35.32 [44b65076].jpg,1,1960x4032,1960x4032,R2_recompressao
D:\MÍDIA\2019\2019-10\2019-10-06 [4b3b1c1e].jpg,D:\MÍDIA\2019\2019-10\2019-10-05 23.15.17 [ccb02096].jpg,1,622x1280,1960x4032,R1_derivada
D:\MÍDIA\2019\2019-10\2019-10-06 [41d9a533].jpg,D:\MÍDIA\2019\2019-10\2019-10-05 23.15.19 [890dcfa0].jpg,2,622x1280,1960x4032,R1_derivada
D:\MÍDIA\2019\2019-10\2019-10-06 [a4861d20].jpg,D:\MÍDIA\2019\2019-10\2019-10-05 23.15.27 [4f9938c9].jpg,1,960x1280,1980x2640,R1_derivada
D:\MÍDIA\0000 SEM DATA\Sem ano\2019-10-24 [47130096].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2019-10-24 18.19.30 [cc36b076].jpg,1,960x1280,1980x2640,R1_derivada
D:\MÍDIA\2019\2019-11\2019-11-15 [fdbcff6e].jpg,D:\MÍDIA\2019\2019-11\2019-11-14 15.19.26 [c18ecf65].jpg,1,960x1280,1980x2640,R1_derivada
D:\MÍDIA\2019\2019-11\2019-11-15 [43b28b15].jpg,D:\MÍDIA\2019\2019-11\2019-11-14 16.17.39 [f94179b7].jpg,1,960x1280,1980x2640,R1_derivada
D:\MÍDIA\2019\2019-11\2019-11-15 [a280eebf].jpg,D:\MÍDIA\2019\2019-11\2019-11-15 15.24.07 [1ba295da].jpg,2,622x1280,1960x4032,R1_derivada
D:\MÍDIA\2019\2019-11\2019-11-15 [9c9a248f].jpg,D:\MÍDIA\2019\2019-11\2019-11-15 15.24.11 [35d8e120].jpg,1,622x1280,1960x4032,R1_derivada
D:\MÍDIA\2019\2019-11\2019-11-15 [c92ebd53].jpg,D:\MÍDIA\2019\2019-11\2019-11-15 15.24.14 [17a4f1cb].jpg,1,622x1280,1960x4032,R1_derivada
D:\MÍDIA\2019\2019-12\2019-12-23 [4b5d4d14].jpg,D:\MÍDIA\2019\2019-12\2019-12-22 21.05.59 [bb3945f1].jpg,1,622x1280,1960x4032,R1_derivada
D:\MÍDIA\2019\2019-12\2019-12-23 [900c9f9a].jpg,D:\MÍDIA\2019\2019-12\2019-12-22 21.06.37 [e4b37ca4].jpg,1,960x1280,1980x2640,R1_derivada
D:\MÍDIA\2024\2024-07\2024-07-31 [7a8cf976].jpg,D:\MÍDIA\2019\2019-12\2019-12-22 21.07.39 [f2c54a7f].jpg,1,622x1280,1960x4032,R1_derivada
D:\MÍDIA\2019\2019-12\2019-12-23 [27162dc4].jpg,D:\MÍDIA\2019\2019-12\2019-12-22 21.38.00 [ca706322].jpg,3,622x1280,1960x4032,R1_derivada
D:\MÍDIA\2019\2019-12\2019-12-29 [ea03f577].jpg,D:\MÍDIA\2019\2019-12\2019-12-28 16.38.18 [ce263647].jpg,1,622x1280,1960x4032,R1_derivada
D:\MÍDIA\2019\2019-12\2019-12-29 [681ddc35].jpg,D:\MÍDIA\2019\2019-12\2019-12-28 16.45.50 [085348b5].jpg,1,622x1280,1960x4032,R1_derivada
D:\MÍDIA\2019\2019-12\2019-12-29 [2faf6b63].jpg,D:\MÍDIA\2019\2019-12\2019-12-28 20.03.08 [815101b7].jpg,2,622x1280,1960x4032,R1_derivada
D:\MÍDIA\2019\2019-12\2019-12-29 [ed823331].jpg,D:\MÍDIA\2019\2019-12\2019-12-28 20.03.12 [bf3f9f5a].jpg,2,622x1280,1960x4032,R1_derivada
D:\MÍDIA\2019\2019-12\2019-12-29 [c30c16e2].jpg,D:\MÍDIA\2019\2019-12\2019-12-28 21.19.21 [80b0bc03].jpg,1,622x1280,1960x4032,R1_derivada
D:\MÍDIA\2019\2019-12\2019-12-29 [ac7717c0].jpg,D:\MÍDIA\2019\2019-12\2019-12-29 11.19.12 [1cb37a8a].jpg,2,622x1280,1960x4032,R1_derivada
D:\MÍDIA\2019\2019-12\2019-12-29 [137bae9d].jpg,D:\MÍDIA\2019\2019-12\2019-12-29 14.58.54 [01ab2490].jpg,1,960x1280,1980x2640,R1_derivada
D:\MÍDIA\2019\2019-12\2019-12-29 [1970778c].jpg,D:\MÍDIA\2019\2019-12\2019-12-29 15.32.27 [1d21eed1].jpg,1,622x1280,1960x4032,R1_derivada
D:\MÍDIA\2019\2019-12\2019-12-29 [4726d014].jpg,D:\MÍDIA\2019\2019-12\2019-12-29 15.33.01 [94b8d8be].jpg,2,960x1280,1980x2640,R1_derivada
D:\MÍDIA\2019\2019-12\2019-12-29 [a2644f50].jpg,D:\MÍDIA\2019\2019-12\2019-12-29 15.37.51 [4c1c9d66].jpg,2,622x1280,1960x4032,R1_derivada
D:\MÍDIA\2019\2019-12\2019-12-29 [605af290].jpg,D:\MÍDIA\2019\2019-12\2019-12-29 15.42.47 [c5a0d181].jpg,2,622x1280,1960x4032,R1_derivada
D:\MÍDIA\2019\2019-12\2019-12-29 [8edf17aa].jpg,D:\MÍDIA\2019\2019-12\2019-12-29 15.49.12 [da328cc5].jpg,1,622x1280,1960x4032,R1_derivada
D:\MÍDIA\2022\2022-04\2022-04-29 14.14.50 [20f82aa8].jpg,D:\MÍDIA\2022\2022-04\2022-04-29 14.14.50 [c427c0ed].jpg,1,2208x2944,2208x2944,R2_recompressao
D:\MÍDIA\2022\2022-04\2022-04-30 16.05.32 [24df279d].jpg,D:\MÍDIA\2022\2022-04\2022-04-30 16.05.32 [0d26b391].jpg,1,3000x4000,3000x4000,R2_recompressao
D:\MÍDIA\2022\2022-04\2022-04-30 17.00.21 [e7326952].jpg,D:\MÍDIA\2022\2022-04\2022-04-30 17.00.21 [e83c53ef].jpg,1,3000x4000,3000x4000,R2_recompressao
D:\MÍDIA\2022\2022-04\2022-04-30 20.57.49 [943bf8ca].jpg,D:\MÍDIA\2022\2022-04\2022-04-30 20.57.49 [fd349163].jpg,1,2208x2944,2208x2944,R2_recompressao
D:\MÍDIA\2015\2015-09\2015-09-14 17.50.30 [a7e244eb].jpg,D:\MÍDIA\2014\2014-07\2014-07-27 17.37.23 [afc999dc].jpg,1,960x712,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-09\2015-09-13 19.49.34 [2d60132d].jpg,D:\MÍDIA\2015\2015-09\2015-09-13 16.49.34 [f47eb7a3].jpg,1,712x960,1186x1599,R1_derivada
D:\MÍDIA\2024\2024-01\2024-01-03 09.57.48 [65ac1152].jpg,D:\MÍDIA\2024\2024-01\2024-01-03 09.57.48 [d0d1071a].jpg,1,3000x4000,3000x4000,R2_recompressao
D:\MÍDIA\2024\2024-07\2024-07-20 13.29.49 [d3fdcf5c].jpg,D:\MÍDIA\2024\2024-07\2024-07-20 13.29.49 [559e3d25].jpg,1,3000x4000,3000x4000,R2_recompressao
D:\MÍDIA\2006\2006-11\2006-11-02 20.55.14 [33884c31].jpg,D:\MÍDIA\2006\2006-11\2006-11-02 20.55.14 [74f946de].jpg,1,336x448,1536x2048,R1_derivada
D:\MÍDIA\0000 SEM DATA\Sem ano\2014 [bdddb386].jpg,D:\MÍDIA\2014\2014-04\2014-04-19 18.30.18 [e80d5689].jpg,1,800x600,2048x1536,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-07 12.07.50 [663ad4db].jpg,D:\MÍDIA\2013\2013-11\2013-11-07 13.07.49 [6b472132].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-09 16.05.08 [2adef987].jpg,D:\MÍDIA\2013\2013-11\2013-11-09 17.05.07 [944973de].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-11 09.36.03 [cdabf62f].jpg,D:\MÍDIA\2013\2013-11\2013-11-11 10.36.01 [da846def].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-11 15.18.39 [ebb83c8a].jpg,D:\MÍDIA\2013\2013-11\2013-11-11 16.18.39 [81f97152].jpg,1,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-23 15.21.14 [a849a852].jpg,D:\MÍDIA\2013\2013-11\2013-11-23 16.21.12 [0333045f].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-26 13.47.15 [c9b315c7].jpg,D:\MÍDIA\2013\2013-11\2013-11-26 14.47.14 [2d6b1cc3].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-26 13.49.52 [7ea0948f].jpg,D:\MÍDIA\2013\2013-11\2013-11-26 14.49.51 [aec15e73].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-19 10.33.33 [c9a2b7f8].jpg,D:\MÍDIA\2013\2013-12\2013-12-19 11.33.32 [b20141f2].jpg,1,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-19 10.35.01 [a7de6f8e].jpg,D:\MÍDIA\2013\2013-12\2013-12-19 11.34.59 [4479ffa7].jpg,1,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-19 11.57.06 [bf8959d0].jpg,D:\MÍDIA\2013\2013-12\2013-12-19 12.57.04 [a129afdd].jpg,2,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-19 14.01.19 [af860a5e].jpg,D:\MÍDIA\2013\2013-12\2013-12-19 15.01.18 [5e320f5a].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-19 14.01.43 [5637e13f].jpg,D:\MÍDIA\2013\2013-12\2013-12-19 15.01.42 [dea5cb85].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-19 16.28.31 [62341075].jpg,D:\MÍDIA\2013\2013-12\2013-12-19 17.28.31 [70ddea5a].jpg,1,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-19 17.55.56 [4e4d9217].jpg,D:\MÍDIA\2013\2013-12\2013-12-19 18.55.56 [3b24c4fc].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-20 17.53.48 [ff549a4d].jpg,D:\MÍDIA\2013\2013-12\2013-12-20 18.53.47 [876a197b].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-22 11.14.34 [c6e8555e].jpg,D:\MÍDIA\2013\2013-12\2013-12-22 11.14.33 [01a434b4].jpg,2,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-22 11.19.01 [0ca4253e].jpg,D:\MÍDIA\2013\2013-12\2013-12-22 11.19.00 [bfba5ccd].jpg,1,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-04\2015-04-29 18.42.54 [748ccc84].jpg,D:\MÍDIA\2015\2015-04\2015-04-29 17.42.28 [b4e245d5].jpg,1,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-22 11.32.24 [bedad3d3].jpg,D:\MÍDIA\2013\2013-12\2013-12-22 11.32.23 [fdde6a45].jpg,2,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-04\2015-04-30 08.20.12 [326a0e81].jpg,D:\MÍDIA\2015\2015-04\2015-04-29 17.48.06 [f818057b].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-04\2015-04-30 08.20.12 [e6db4379].jpg,D:\MÍDIA\2015\2015-04\2015-04-29 17.48.06 [f818057b].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-02 16.02.13 [517a1cbc].jpg,D:\MÍDIA\2015\2015-05\2015-05-02 15.01.29 [fa02ae4a].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-22 14.52.23 [9f6169d1].jpg,D:\MÍDIA\2013\2013-12\2013-12-22 14.52.22 [b66f09de].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-22 14.54.24 [da00c6e3].jpg,D:\MÍDIA\2013\2013-12\2013-12-22 14.54.22 [24e85772].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-22 14.55.37 [bda9f808].jpg,D:\MÍDIA\2013\2013-12\2013-12-22 14.55.35 [5d91dbeb].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-22 14.56.14 [85f595e2].jpg,D:\MÍDIA\2013\2013-12\2013-12-22 14.56.12 [741c1cf0].jpg,2,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-22 15.07.14 [1072264d].jpg,D:\MÍDIA\2013\2013-12\2013-12-22 15.07.13 [4190de09].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-24 17.56.01 [0d9549f4].jpg,D:\MÍDIA\2013\2013-12\2013-12-24 18.55.59 [903f9007].jpg,2,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-24 17.56.09 [8d18b151].jpg,D:\MÍDIA\2013\2013-12\2013-12-24 18.56.07 [b73965e5].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-03 21.15.35 [947061d8].jpg,D:\MÍDIA\2015\2015-05\2015-05-03 19.46.17 [ec71595d].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-04 17.34.37 [e1928b5c].jpg,D:\MÍDIA\2015\2015-05\2015-05-03 19.46.17 [ec71595d].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-25 11.24.42 [dfaf321c].jpg,D:\MÍDIA\2013\2013-12\2013-12-25 12.24.41 [b32b6645].jpg,2,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-25 11.24.58 [6d0887bb].jpg,D:\MÍDIA\2013\2013-12\2013-12-25 12.24.57 [9911cefa].jpg,1,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-25 11.45.20 [a1b8a0d0].jpg,D:\MÍDIA\2013\2013-12\2013-12-25 12.45.18 [8afbd059].jpg,2,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-25 12.10.01 [fc7a3bfd].jpg,D:\MÍDIA\2013\2013-12\2013-12-25 13.10.00 [71ccb61a].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-25 12.36.22 [e246e5b4].jpg,D:\MÍDIA\2013\2013-12\2013-12-25 13.36.20 [1c9b4621].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-25 12.37.26 [c0f0ba83].jpg,D:\MÍDIA\2013\2013-12\2013-12-25 13.37.24 [3f0938fb].jpg,2,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 16.08.39 [74e9e10c].jpg,D:\MÍDIA\2015\2015-05\2015-05-06 21.18.09 [ba94ad7e].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-06 21.41.27 [fb65a8ce].jpg,D:\MÍDIA\2015\2015-05\2015-05-06 21.37.45 [4ebf4d4d].jpg,2,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-25 12.43.21 [decbf2c3].jpg,D:\MÍDIA\2013\2013-12\2013-12-25 13.43.20 [15bb1e6d].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 16.08.31 [ce4bc163].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 14.44.59 [6b95e902].jpg,1,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-25 13.01.18 [e6b5f4a7].jpg,D:\MÍDIA\2013\2013-12\2013-12-25 14.01.16 [af60c307].jpg,2,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 10.43.09 [65824958].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 16.46.59 [24d85311].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 16.47.31 [eb965f60].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 16.46.59 [24d85311].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-25 16.48.48 [2f0c7e5e].jpg,D:\MÍDIA\2013\2013-12\2013-12-25 17.48.47 [9117be4b].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 17.16.40 [33cba458].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 16.47.53 [95f25fcf].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 17.16.37 [aa0cb684].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 16.49.02 [0649948e].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 17.16.33 [10b04fef].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 16.53.10 [64240252].jpg,2,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 17.16.32 [1b2a33ee].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 16.55.38 [24279e96].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 07.11.27 [867ccfbc].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.30.48 [c04f5e0f].jpg,1,384x512,3120x4208,R1_derivada
D:\MÍDIA\2016\2016-01\2016-01-21 18.41.29 [1aeaf3a7].jpg,D:\MÍDIA\2016\2016-01\2016-01-21 19.40.56 [4fa904ab].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2021\2021-09\2021-09-21 [4d8b2094].jpg,D:\MÍDIA\2015\2015-06\2015-06-01 21.49.35 [3061eaa6].jpg,1,1599x1186,4208x3120,R1_derivada
D:\MÍDIA\0000 SEM DATA\Sem ano\2021-09-03 08.19.46 [1cb65fcd].jpg,D:\MÍDIA\2015\2015-08\2015-08-28 20.32.01 [38480ae1].jpg,0,1080x815,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-12\2015-12-09 19.37.22 [90858a12].jpg,D:\MÍDIA\2015\2015-12\2015-12-01 17.56.06 [d688b422].jpg,2,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-12\2015-12-25 06.54.50 [74c043e5].jpg,D:\MÍDIA\2015\2015-12\2015-12-24 23.01.46 [f0214187].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-12\2015-12-27 08.20.34 [79513cde].jpg,D:\MÍDIA\2015\2015-12\2015-12-26 19.14.41 [50a1168a].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-12\2015-12-27 08.20.33 [32551e74].jpg,D:\MÍDIA\2015\2015-12\2015-12-26 19.14.44 [48822619].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-12\2015-12-27 08.20.29 [0b482c4e].jpg,D:\MÍDIA\2015\2015-12\2015-12-26 19.18.31 [3ad45376].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-12\2015-12-27 21.08.17 [62dd3921].jpg,D:\MÍDIA\2015\2015-12\2015-12-27 22.08.08 [0f1e338d].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2016\2016-01\2016-01-06 16.15.44 [8d354951].jpg,D:\MÍDIA\2016\2016-01\2016-01-01 15.37.04 [b1e29389].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2016\2016-01\2016-01-01 14.40.35 [70953290].jpg,D:\MÍDIA\2016\2016-01\2016-01-01 15.38.05 [d6236685].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2016\2016-01\2016-01-06 16.15.43 [72db7b63].jpg,D:\MÍDIA\2016\2016-01\2016-01-01 15.40.52 [e26d114a].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2016\2016-01\2016-01-06 16.15.43 [b9344946].jpg,D:\MÍDIA\2016\2016-01\2016-01-01 15.42.31 [1cdf17ea].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2016\2016-01\2016-01-16 12.29.00 [ce965210].jpg,D:\MÍDIA\2016\2016-01\2016-01-16 13.28.30 [f92f5a84].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\0000 SEM DATA\Sem ano\2018-11-05 17.13.02 [13805d60].jpg,D:\MÍDIA\2012\2012-11\2012-11-03 14.32.20 [dc127929].jpg,1,960x720,3072x2304,R1_derivada
D:\MÍDIA\2018\2018-11\2018-11-05 17.13.58 [ca0c849c].jpg,D:\MÍDIA\2012\2012-11\2012-11-03 14.44.38 [fc24f4a4].jpg,1,960x720,3072x2304,R1_derivada
D:\MÍDIA\0000 SEM DATA\Sem ano\2020-02-10 19.23.01 [99b0a52d].jpg,D:\MÍDIA\2012\2012-12\2012-12-24 20.59.20 [ba8a1529].jpg,2,1080x829,3072x2304,R1_derivada
D:\MÍDIA\2008\2008-04\2008-04-20 13.43.15 [5f1469a2].jpg,D:\MÍDIA\2008\2008-04\2008-04-20 13.43.15 [79c370b0].jpg,1,336x448,1536x2048,R1_derivada
D:\MÍDIA\2022\2022-05\2022-05-28 20.07.33 [0d22abca].jpg,D:\MÍDIA\2022\2022-05\2022-05-28 20.07.33 [b5fad529].jpg,1,4000x3000,4000x3000,R2_recompressao
D:\MÍDIA\2018\2018-12\2018-12-16 00.38.50 [84eb147c].jpg,D:\MÍDIA\2018\2018-12\2018-12-15 22.38.50 [ddb176cc].jpg,1,1133x2000,1836x3264,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-22 15.50.31 [cd5f4505].jpg,D:\MÍDIA\2013\2013-12\2013-12-22 15.50.31 [8577d7c7].jpg,1,3000x4000,3000x4000,R2_recompressao
D:\MÍDIA\2023\2023-12\2023-12-01 [5c2d0473].jpg,D:\MÍDIA\2023\2023-12\2023-12-01 [4f26d8dc].jpg,1,1600x900,1600x900,R2_recompressao
D:\MÍDIA\2023\2023-04\2023-04-08 [80f3230f].jpg,D:\MÍDIA\2023\2023-04\2023-04-08 [ddcdd48f].jpg,1,1280x960,1280x960,R2_recompressao
D:\MÍDIA\2023\2023-04\2023-04-08 [5b02a208].jpg,D:\MÍDIA\2023\2023-04\2023-04-08 [ddcdd48f].jpg,1,1280x960,1280x960,R2_recompressao
D:\MÍDIA\2023\2023-08\2023-08-01 [a3bebc88].jpg,D:\MÍDIA\2023\2023-08\2023-08-02 [68e5ead6].jpg,1,768x1024,1200x1600,R1_derivada
D:\MÍDIA\0000 SEM DATA\Sem ano\10 [4195d1c6].png,D:\MÍDIA\2023\2023-12\2023-12-27 [1072163b].jpg,1,751x752,1080x1080,R1_derivada
D:\MÍDIA\2017\2017-03\2017-03-25 13.12.49 [2d5d4d39].jpg,D:\MÍDIA\2016\2016-04\2016-04-17 17.53.36 [9fbfc2d4].jpg,1,320x180,5312x2988,R1_derivada
D:\MÍDIA\2016\2016-04\2016-04-18 [3e08f5c2].jpg,D:\MÍDIA\2016\2016-04\2016-04-17 17.56.28 [b6361c3a].jpg,1,959x1280,1944x2592,R1_derivada
D:\MÍDIA\2015\2015-10\2015-10-08 14.21.33 [08d5fa0c].jpg,D:\MÍDIA\2015\2015-10\2015-10-08 11.21.33 [86d1ef8a].jpg,1,960x540,3771x2121,R1_derivada
D:\MÍDIA\0000 SEM DATA\Sem ano\2016 [c2a3fb67].jpg,D:\MÍDIA\2016\2016-05\2016-05-01 16.58.49 [9db7d06d].jpg,1,1280x720,5312x2988,R1_derivada
D:\MÍDIA\0000 SEM DATA\Sem ano\1154 [df25b6e3].jpg,D:\MÍDIA\2015\2015-10\2015-10-18 10.53.36 [35676d33].jpg,2,1599x1186,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-10\2015-10-18 16.29.34 [709911d8].jpg,D:\MÍDIA\2015\2015-10\2015-10-18 14.29.34 [6d2872f0].jpg,1,720x960,1944x2592,R1_derivada
D:\MÍDIA\0000 SEM DATA\Sem ano\2016-05-25 [2d434f61].jpg,D:\MÍDIA\2016\2016-05\2016-05-25 15.09.45 [edd91b7d].jpg,2,720x1280,1836x3264,R1_derivada
D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2016\2016 [91ccf235].jpg,D:\MÍDIA\2015\2015-01\2015-01-30 03.01.35 [e3091929].jpg,0,1440x1066,4000x3000,R1_derivada
D:\MÍDIA\0000 SEM DATA\Sem ano\20274 [da2366e0].jpg,D:\MÍDIA\2015\2015-01\2015-01-30 03.01.35 [e3091929].jpg,3,1280x960,4000x3000,R1_derivada
D:\MÍDIA\0000 SEM DATA\Sem ano\19421 [80711a4a].jpg,D:\MÍDIA\2015\2015-01\2015-01-30 03.01.35 [e3091929].jpg,2,160x120,4000x3000,R1_derivada
D:\MÍDIA\0000 SEM DATA\Sem ano\19423 [2b2e15a3].jpg,D:\MÍDIA\2015\2015-01\2015-01-30 03.02.37 [ed171d46].jpg,1,160x120,4000x3000,R1_derivada
D:\MÍDIA\2016\2016-10\2016-10-03 [31e94c99].jpg,D:\MÍDIA\2015\2015-01\2015-01-30 03.02.29 [f2ce02f6].jpg,1,1600x1200,4000x3000,R1_derivada
D:\MÍDIA\0000 SEM DATA\Sem ano\19425 [3e09fe07].jpg,D:\MÍDIA\2015\2015-01\2015-01-30 03.02.29 [f2ce02f6].jpg,1,160x120,4000x3000,R1_derivada
D:\MÍDIA\2015\2015-11\2015-11-15 16.00.47 [b93fd6f1].jpg,D:\MÍDIA\2015\2015-11\2015-11-15 16.00.47 [3374c47e].jpg,1,1944x2592,1944x2592,R2_recompressao
D:\MÍDIA\2017\2017-03\2017-03-25 13.12.48 [dfe83e97].jpg,D:\MÍDIA\2016\2016-04\2016-04-17 17.55.58 [e781e5dd].jpg,1,320x180,5312x2988,R1_derivada
D:\MÍDIA\2021\2021-02\2021-02-26 08.16.52 [25123c89].jpg,D:\MÍDIA\2016\2016-06\2016-06-12 15.46.27 [3ea7555e].jpg,3,4032x2268,5312x2988,R1_derivada
D:\MÍDIA\2019\2019-08\2019-08-09 15.20.56 [4eaed5fe].jpg,D:\MÍDIA\2016\2016-06\2016-06-12 15.46.27 [3ea7555e].jpg,1,4032x1960,5312x2988,R1_derivada
D:\MÍDIA\2021\2021-11\2021-11-06 16.45.39 [1f85dcac].jpg,D:\MÍDIA\2016\2016-06\2016-06-12 15.46.27 [3ea7555e].jpg,2,4032x1960,5312x2988,R1_derivada
