manter_a,manter_b,dham,res_a,res_b,motivo
D:\MÍDIA\2024\2024-11\2024-11-30 14.31.22 [f323c883].jpg,D:\MÍDIA\2024\2024-11\2024-11-30 14.31.23 [055721ce].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-11\2024-11-30 14.32.02 [0a34f11b].jpg,D:\MÍDIA\2024\2024-11\2024-11-30 14.32.01 [2bb62b99].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-11\2024-11-30 14.39.36 [19bb1ddf].jpg,D:\MÍDIA\2024\2024-11\2024-11-30 14.39.35 [96a394da].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-12\2024-12-03 16.55.04 [21935b60].jpg,D:\MÍDIA\2024\2024-12\2024-12-03 16.55.05 [bb758021].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-12\2024-12-14 23.48.18 [97032a75].jpg,D:\MÍDIA\2024\2024-12\2024-12-14 23.48.20 [f9a060ea].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-12\2024-12-14 23.58.08 [d63b71d8].jpg,D:\MÍDIA\2024\2024-12\2024-12-14 23.58.09 [8e547dd4].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-12\2024-12-15 00.12.43 [1460dfbd].jpg,D:\MÍDIA\2024\2024-12\2024-12-15 00.12.47 [66f34664].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-12\2024-12-24 09.17.01 [3f97eb9d].jpg,D:\MÍDIA\2024\2024-12\2024-12-24 09.16.58 [bc676512].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-12\2024-12-24 14.51.37 [f16a5a4f].jpg,D:\MÍDIA\2024\2024-12\2024-12-24 14.51.36 [f84a3b81].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-12\2024-12-24 21.12.20 [26c2cdc8].jpg,D:\MÍDIA\2024\2024-12\2024-12-24 21.12.21 [d2264e79].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-12\2024-12-24 21.12.54 [75bb9586].jpg,D:\MÍDIA\2024\2024-12\2024-12-24 21.12.52 [909e3e72].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-12\2024-12-24 21.12.55 [a3f2b7a6].jpg,D:\MÍDIA\2024\2024-12\2024-12-24 21.12.52 [909e3e72].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-12\2024-12-25 19.46.44 [90c92ae5].jpg,D:\MÍDIA\2024\2024-12\2024-12-25 19.46.42 [622d2c28].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-12\2024-12-25 19.47.59 [23d0c87b].jpg,D:\MÍDIA\2024\2024-12\2024-12-25 19.47.57 [d6297a68].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-12\2024-12-25 19.56.13 [d71af8ee].jpg,D:\MÍDIA\2024\2024-12\2024-12-25 19.56.14 [c166c3c2].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-12\2024-12-26 13.56.23 [1e8130e6].jpg,D:\MÍDIA\2024\2024-12\2024-12-26 13.56.25 [7d00bc0d].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-12\2024-12-27 14.44.23 [2f7d895d].jpg,D:\MÍDIA\2024\2024-12\2024-12-27 14.44.25 [f1b0e918].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-12\2024-12-27 15.56.10 [7e3551ac].jpg,D:\MÍDIA\2024\2024-12\2024-12-27 15.55.02 [b2425628].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-12\2024-12-27 15.55.59 [80c2afe6].jpg,D:\MÍDIA\2024\2024-12\2024-12-27 15.55.02 [b2425628].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-12\2024-12-27 15.56.56 [a03eef9d].jpg,D:\MÍDIA\2024\2024-12\2024-12-27 15.56.58 [309feb6b].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-11\2024-11-30 14.56.12 [34ae6ad6].jpg,D:\MÍDIA\2024\2024-11\2024-11-30 14.56.08 [54a8d109].jpg,2,1600x1200,1600x1200,rajada/incerto
D:\MÍDIA\2024\2024-12\2024-12-29 16.15.30 [64bc98af].jpg,D:\MÍDIA\2024\2024-12\2024-12-29 16.15.31 [e746b42c].jpg,2,1600x1200,1600x1200,rajada/incerto
D:\MÍDIA\2024\2024-12\2024-12-29 20.18.29 [ea2cc01f].jpg,D:\MÍDIA\2024\2024-12\2024-12-29 20.18.28 [99677c03].jpg,1,1600x1200,1600x1200,rajada/incerto
D:\MÍDIA\2025\2025-02\2025-02-10 18.28.28 [ccc9e068].jpg,D:\MÍDIA\2025\2025-02\2025-02-10 18.28.25 [b1e67099].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-17 15.14.44 [fca0d44e].jpg,D:\MÍDIA\2025\2025-04\2025-04-17 15.14.45 [432e7bf2].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-19 16.40.42 [999ae696].jpg,D:\MÍDIA\2025\2025-04\2025-04-19 16.40.43 [eb03947f].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-19 16.40.50 [863c5e3a].jpg,D:\MÍDIA\2025\2025-04\2025-04-19 16.40.51 [33d7946c].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-19 16.40.54 [7d6e8f00].jpg,D:\MÍDIA\2025\2025-04\2025-04-19 16.40.54 [c4286681].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-19 16.43.05 [9885dcb1].jpg,D:\MÍDIA\2025\2025-04\2025-04-19 16.43.10 [f92121d3].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-19 16.43.07 [55e61302].jpg,D:\MÍDIA\2025\2025-04\2025-04-19 16.43.10 [f92121d3].jpg,3,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-19 16.43.20 [1ad1ece4].jpg,D:\MÍDIA\2025\2025-04\2025-04-19 16.43.21 [9c782be0].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-19 16.50.34 [0177d2ec].jpg,D:\MÍDIA\2025\2025-04\2025-04-19 16.50.33 [de9e3bb9].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-19 16.50.37 [5eb1ef73].jpg,D:\MÍDIA\2025\2025-04\2025-04-19 16.50.39 [0c66f3d3].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-20 10.10.57 [16db2a3a].jpg,D:\MÍDIA\2025\2025-04\2025-04-20 10.10.56 [a52b15f0].jpg,3,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-20 10.10.51 [e46d9198].jpg,D:\MÍDIA\2025\2025-04\2025-04-20 10.10.56 [a52b15f0].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-20 10.22.06 [b4ec7af7].jpg,D:\MÍDIA\2025\2025-04\2025-04-20 10.22.01 [0d322ce5].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-20 10.22.00 [f2ac979f].jpg,D:\MÍDIA\2025\2025-04\2025-04-20 10.22.01 [0d322ce5].jpg,4,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-20 10.32.31 [c5ff388d].jpg,D:\MÍDIA\2025\2025-04\2025-04-20 10.32.29 [848d11ff].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-20 14.57.43 [0b0a55f4].jpg,D:\MÍDIA\2025\2025-04\2025-04-20 14.57.44 [a952959a].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-20 15.30.57 [6a10a5fe].jpg,D:\MÍDIA\2025\2025-04\2025-04-20 15.30.58 [85268933].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-22 13.57.48 [46944559].jpg,D:\MÍDIA\2025\2025-04\2025-04-22 13.57.49 [76d37a9b].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-22 14.19.12 [98ef84d4].jpg,D:\MÍDIA\2025\2025-04\2025-04-22 14.19.13 [108b082f].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-22 15.32.09 [475eded3].jpg,D:\MÍDIA\2025\2025-04\2025-04-22 15.32.09 [85a76404].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-22 15.32.15 [41eb93de].jpg,D:\MÍDIA\2025\2025-04\2025-04-22 15.32.13 [3d580125].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-22 16.10.15 [f5c1082b].jpg,D:\MÍDIA\2025\2025-04\2025-04-22 16.10.14 [ebe84a76].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-22 17.41.22 [e7d4ec2a].jpg,D:\MÍDIA\2025\2025-04\2025-04-22 17.41.21 [88495303].jpg,3,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-22 17.41.21 [794c8ca9].jpg,D:\MÍDIA\2025\2025-04\2025-04-22 17.41.21 [88495303].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-22 17.41.30 [f9229452].jpg,D:\MÍDIA\2025\2025-04\2025-04-22 17.41.31 [32e113a3].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-23 09.34.01 [300b1993].jpg,D:\MÍDIA\2025\2025-04\2025-04-23 09.33.57 [7b68511f].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-23 09.34.00 [98c790d3].jpg,D:\MÍDIA\2025\2025-04\2025-04-23 09.33.57 [7b68511f].jpg,3,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-23 09.34.51 [16c9bbe2].jpg,D:\MÍDIA\2025\2025-04\2025-04-23 09.34.53 [51105caf].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-24 09.22.55 [7681c68c].jpg,D:\MÍDIA\2025\2025-04\2025-04-24 09.22.56 [1beff1e7].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-24 09.54.06 [7749c418].jpg,D:\MÍDIA\2025\2025-04\2025-04-24 09.54.05 [eb6d6e4c].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-24 09.54.12 [f31fdeec].jpg,D:\MÍDIA\2025\2025-04\2025-04-24 09.54.13 [3659acdc].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-24 10.11.30 [dd835e03].jpg,D:\MÍDIA\2025\2025-04\2025-04-24 10.11.29 [25210527].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-24 14.24.16 [6b4ba6e4].jpg,D:\MÍDIA\2025\2025-04\2025-04-24 14.24.18 [ca73c7c9].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-24 14.42.35 [d5fa93dc].jpg,D:\MÍDIA\2025\2025-04\2025-04-24 14.42.37 [abce4fa6].jpg,3,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-24 14.42.36 [dc07694f].jpg,D:\MÍDIA\2025\2025-04\2025-04-24 14.42.37 [abce4fa6].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-24 14.58.12 [c3f6afde].jpg,D:\MÍDIA\2025\2025-04\2025-04-24 14.58.06 [e5aeb848].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-24 15.19.39 [a5e2d634].jpg,D:\MÍDIA\2025\2025-04\2025-04-24 15.19.42 [fe29675f].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-25 10.53.54 [a026a9b1].jpg,D:\MÍDIA\2025\2025-04\2025-04-25 10.53.51 [9e29d63e].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-25 10.58.28 [ce4f4d42].jpg,D:\MÍDIA\2025\2025-04\2025-04-25 10.58.26 [ebdc5992].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-25 11.46.32 [821001f3].jpg,D:\MÍDIA\2025\2025-04\2025-04-25 11.46.34 [787e92f3].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-25 12.04.33 [0643bcdc].jpg,D:\MÍDIA\2025\2025-04\2025-04-25 12.04.33 [658eaa5a].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-25 12.40.15 [6176216b].jpg,D:\MÍDIA\2025\2025-04\2025-04-25 12.40.17 [eb040f1d].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-26 10.33.14 [9f90dcd0].jpg,D:\MÍDIA\2025\2025-04\2025-04-26 10.33.15 [034b5f33].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-26 10.35.25 [6b116166].jpg,D:\MÍDIA\2025\2025-04\2025-04-26 10.35.26 [626c8926].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-26 10.35.32 [821037a6].jpg,D:\MÍDIA\2025\2025-04\2025-04-26 10.35.31 [876f9e63].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-26 10.35.34 [79184af2].jpg,D:\MÍDIA\2025\2025-04\2025-04-26 10.35.35 [39881aa2].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-26 11.53.25 [d3f12fc2].jpg,D:\MÍDIA\2025\2025-04\2025-04-26 11.53.27 [5c852e41].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-26 11.55.08 [e0f052e6].jpg,D:\MÍDIA\2025\2025-04\2025-04-26 11.55.07 [ff4fdb01].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-26 12.00.06 [d983228f].jpg,D:\MÍDIA\2025\2025-04\2025-04-26 12.00.07 [51d6fda4].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-26 12.00.36 [5cc5828e].jpg,D:\MÍDIA\2025\2025-04\2025-04-26 12.00.37 [76fa71d6].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-26 12.01.15 [c70f0280].jpg,D:\MÍDIA\2025\2025-04\2025-04-26 12.01.14 [5a65a32c].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-26 12.02.33 [30ef2143].jpg,D:\MÍDIA\2025\2025-04\2025-04-26 12.02.34 [c6cca217].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-26 12.02.32 [6e241e15].jpg,D:\MÍDIA\2025\2025-04\2025-04-26 12.02.34 [c6cca217].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-26 12.02.41 [b2e933f5].jpg,D:\MÍDIA\2025\2025-04\2025-04-26 12.02.42 [a16e4bfa].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-26 12.07.57 [0c4b57f0].jpg,D:\MÍDIA\2025\2025-04\2025-04-26 12.08.00 [848275bc].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-26 12.33.37 [82c60354].jpg,D:\MÍDIA\2025\2025-04\2025-04-26 12.33.36 [821d906f].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-26 12.33.42 [799ca17a].jpg,D:\MÍDIA\2025\2025-04\2025-04-26 12.33.42 [b8bcac1f].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-26 12.33.40 [474188b2].jpg,D:\MÍDIA\2025\2025-04\2025-04-26 12.33.42 [b8bcac1f].jpg,3,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-26 12.33.40 [955cfc31].jpg,D:\MÍDIA\2025\2025-04\2025-04-26 12.33.42 [b8bcac1f].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-26 12.33.41 [a3060551].jpg,D:\MÍDIA\2025\2025-04\2025-04-26 12.33.41 [45a9d0b4].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-26 12.33.57 [e9011b64].jpg,D:\MÍDIA\2025\2025-04\2025-04-26 12.33.57 [ff76f073].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-26 12.33.58 [97fa7f7a].jpg,D:\MÍDIA\2025\2025-04\2025-04-26 12.33.58 [3c80ca73].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-26 12.33.57 [6ae1bb05].jpg,D:\MÍDIA\2025\2025-04\2025-04-26 12.33.58 [3c80ca73].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-26 12.33.59 [2142be3e].jpg,D:\MÍDIA\2025\2025-04\2025-04-26 12.33.58 [7afbadda].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-26 12.57.34 [0ea47b1b].jpg,D:\MÍDIA\2025\2025-04\2025-04-26 12.57.33 [e435e9e2].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-26 13.09.01 [3766eb9b].jpg,D:\MÍDIA\2025\2025-04\2025-04-26 13.09.02 [42088d77].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-04\2025-04-26 13.08.58 [24d197c0].jpg,D:\MÍDIA\2025\2025-04\2025-04-26 13.09.02 [42088d77].jpg,4,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-06\2025-06-01 19.36.22 [ad1fc00f].jpg,D:\MÍDIA\2025\2025-06\2025-06-01 19.36.24 [e656aaec].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-07\2025-07-02 19.00.47 [5cb36659].jpg,D:\MÍDIA\2025\2025-07\2025-07-02 19.00.53 [d74594ac].jpg,3,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-07\2025-07-02 19.00.40 [d281a0b8].jpg,D:\MÍDIA\2025\2025-07\2025-07-02 19.00.53 [d74594ac].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-07\2025-07-02 23.02.52 [6f14cc68].jpg,D:\MÍDIA\2025\2025-07\2025-07-02 23.02.51 [da409749].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-07\2025-07-02 23.03.10 [9c073078].jpg,D:\MÍDIA\2025\2025-07\2025-07-02 23.03.11 [6cb1bb36].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-07\2025-07-02 23.03.09 [0702754e].jpg,D:\MÍDIA\2025\2025-07\2025-07-02 23.03.11 [6cb1bb36].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-07\2025-07-02 23.03.05 [d3084161].jpg,D:\MÍDIA\2025\2025-07\2025-07-02 23.03.11 [6cb1bb36].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-07\2025-07-02 23.23.04 [96c5439b].jpg,D:\MÍDIA\2025\2025-07\2025-07-02 23.23.05 [11227ea7].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-07\2025-07-02 23.23.55 [b3cce11c].jpg,D:\MÍDIA\2025\2025-07\2025-07-02 23.23.56 [0d56d726].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-07\2025-07-02 23.24.46 [3c734171].jpg,D:\MÍDIA\2025\2025-07\2025-07-02 23.24.44 [3581ca07].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-07\2025-07-04 12.21.43 [dfa4af2c].jpg,D:\MÍDIA\2025\2025-07\2025-07-04 12.21.44 [8bbe6e3f].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-07\2025-07-04 12.21.47 [3996e9b3].jpg,D:\MÍDIA\2025\2025-07\2025-07-04 12.21.44 [8bbe6e3f].jpg,4,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-07\2025-07-04 12.21.48 [95acbfb7].jpg,D:\MÍDIA\2025\2025-07\2025-07-04 12.21.44 [8bbe6e3f].jpg,3,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-07\2025-07-04 23.01.08 [38355cb6].jpg,D:\MÍDIA\2025\2025-07\2025-07-04 23.01.07 [09016045].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-07\2025-07-05 23.21.57 [b8206b86].jpg,D:\MÍDIA\2025\2025-07\2025-07-05 23.22.01 [ebeb9971].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-07\2025-07-05 23.21.54 [b4cd2d38].jpg,D:\MÍDIA\2025\2025-07\2025-07-05 23.22.01 [ebeb9971].jpg,4,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-07\2025-07-05 23.21.55 [430093a2].jpg,D:\MÍDIA\2025\2025-07\2025-07-05 23.22.01 [ebeb9971].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-07\2025-07-05 23.38.19 [cb9fb690].jpg,D:\MÍDIA\2025\2025-07\2025-07-05 23.38.17 [f957a654].jpg,3,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-07\2025-07-05 23.38.18 [a53cdc8a].jpg,D:\MÍDIA\2025\2025-07\2025-07-05 23.38.17 [f957a654].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-07\2025-07-26 16.40.48 [7df0be64].jpg,D:\MÍDIA\2025\2025-07\2025-07-26 16.40.53 [d114cc56].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-07\2025-07-26 16.40.46 [d60f7a7b].jpg,D:\MÍDIA\2025\2025-07\2025-07-26 16.40.53 [d114cc56].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-09\2025-09-06 13.30.39 [c75ae1fc].jpg,D:\MÍDIA\2025\2025-09\2025-09-06 13.30.40 [759a0c99].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-09\2025-09-06 13.30.50 [13704f41].jpg,D:\MÍDIA\2025\2025-09\2025-09-06 13.30.49 [98788b6d].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-10\2025-10-04 15.14.20 [0b7876b7].jpg,D:\MÍDIA\2025\2025-10\2025-10-04 15.14.21 [cafd57ba].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-10\2025-10-04 15.23.59 [5cac706e].jpg,D:\MÍDIA\2025\2025-10\2025-10-04 15.24.00 [a1f24fed].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-10\2025-10-05 16.00.03 [80aed48c].jpg,D:\MÍDIA\2025\2025-10\2025-10-05 16.00.04 [82ef5f5a].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-10\2025-10-06 12.05.22 [380f26e1].jpg,D:\MÍDIA\2025\2025-10\2025-10-06 12.05.21 [ac16193a].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-10\2025-10-06 12.40.35 [4a5d4982].jpg,D:\MÍDIA\2025\2025-10\2025-10-06 12.40.36 [9890d0ef].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-11\2025-11-27 11.04.11 [738ab5e6].jpg,D:\MÍDIA\2025\2025-11\2025-11-27 11.04.13 [be22f944].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-11\2025-11-29 12.28.08 [566801d3].jpg,D:\MÍDIA\2025\2025-12\2025-12-08 09.53.26 [f1f806bd].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-11\2025-11-30 09.56.33 [32ecf6e9].jpg,D:\MÍDIA\2025\2025-11\2025-11-30 09.56.35 [c6b0d395].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-11\2025-11-30 11.17.06 [ed6748b1].jpg,D:\MÍDIA\2025\2025-11\2025-11-30 11.17.07 [d8bd60df].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-12\2025-12-07 10.18.28 [6b21fe65].jpg,D:\MÍDIA\2025\2025-12\2025-12-07 10.18.29 [42c9e07f].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-12\2025-12-08 09.52.51 [0de8de77].jpg,D:\MÍDIA\2025\2025-12\2025-12-08 09.52.53 [3a40ab46].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-12\2025-12-08 17.18.14 [5c40f232].jpg,D:\MÍDIA\2025\2025-12\2025-12-08 17.18.15 [77a3fa92].jpg,1,3392x2544,3392x2544,rajada/incerto
D:\MÍDIA\2025\2025-12\2025-12-24 21.15.41 [9809e067].jpg,D:\MÍDIA\2025\2025-12\2025-12-24 21.15.43 [76394913].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-12\2025-12-24 21.16.02 [2a531e7b].jpg,D:\MÍDIA\2025\2025-12\2025-12-24 21.16.00 [665ad111].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2025\2025-05\2025-05-01 16.28.27 [680d1dc6].png,D:\MÍDIA\2025\2025-11\2025-11-04 15.46.25 [68675604].jpg,2,851x608,851x608,rajada/incerto
D:\MÍDIA\2025\2025-01\2025-01-09 11.40.34 [eb51b2f4].jpg,D:\MÍDIA\2025\2025-01\2025-01-09 11.40.35 [38517d78].jpg,1,960x1280,960x1280,rajada/incerto
D:\MÍDIA\2025\2025-03\2025-03-28 20.09.26 [5f3d529c].jpg,D:\MÍDIA\2025\2025-03\2025-03-28 20.09.24 [443d5367].jpg,2,1280x960,1280x960,rajada/incerto
