"ID","Nome (Artigo)","Texto do Artigo"
"18","Art. 5º, 5","Art. 5º. São crimes de responsabilidade contra a existência política da União:
5 - auxiliar, por qualquer modo, nação inimiga a fazer a guerra ou a cometer hostilidade contra a República;"
"19","Art. 5º, 6","Art. 5º. São crimes de responsabilidade contra a existência política da União:
6 - celebrar tratados, convenções ou ajustes que comprometam a dignidade da Nação;"
"20","Art. 5º, 7","Art. 5º. São crimes de responsabilidade contra a existência política da União:
7 - violar a imunidade dos embaixadores ou ministros estrangeiros acreditados no país;"
"21","Art. 5º, 8","Art. 5º. São crimes de responsabilidade contra a existência política da União:
8 - declarar a guerra, salvo os casos de invasão ou agressão estrangeira, ou fazer a paz, sem autorização do Congresso Nacional."
"22","Art. 5º, 9","Art. 5º. São crimes de responsabilidade contra a existência política da União:
9 - não empregar contra o inimigo os meios de defesa de que poderia dispor;"
"23","Art. 5º, 10","Art. 5º. São crimes de responsabilidade contra a existência política da União:
10 - permitir o Presidente da República, durante as sessões legislativas e sem autorização do Congresso Nacional, que forças estrangeiras transitem pelo território do país, ou, por motivo de guerra, nele permaneçam temporariamente;"
"24","Art. 5º, 11","Art. 5º. São crimes de responsabilidade contra a existência política da União:
11 - violar tratados legitimamente feitos com nações estrangeiras."
"25","Art. 6º","Art. 6º. São crimes de responsabilidade contra o livre exercício dos poderes legislativo e judiciário e dos poderes constitucionais dos Estados:"
"26","Art. 6º, 1","Art. 6º. São crimes de responsabilidade contra o livre exercício dos poderes legislativo e judiciário e dos poderes constitucionais dos Estados:
1 - tentar dissolver o Congresso Nacional, impedir a reunião ou tentar impedir por qualquer modo o funcionamento de qualquer de suas Câmaras;"
"27","Art. 6º, 2","Art. 6º. São crimes de responsabilidade contra o livre exercício dos poderes legislativo e judiciário e dos poderes constitucionais dos Estados:
2 - usar de violência ou ameaça contra algum representante da Nação para afastá-lo da Câmara a que pertença ou para coagí-lo no modo de exercer o seu mandato bem como conseguir ou tentar conseguir o mesmo objetivo mediante suborno ou outras formas de corrupção;"
"28","Art. 6º, 3","Art. 6º. São crimes de responsabilidade contra o livre exercício dos poderes legislativo e judiciário e dos poderes constitucionais dos Estados:
3 - violar as imunidades asseguradas aos membros do Congresso Nacional, das Assembléias Legislativas dos Estados, da Câmara dos Vereadores do Distrito Federal e das Câmaras Municipais;"
"29","Art. 6º, 4","Art. 6º. São crimes de responsabilidade contra o livre exercício dos poderes legislativo e judiciário e dos poderes constitucionais dos Estados:
4 - permitir que força estrangeira transite pelo território do país ou nele permaneça quando a isso se oponha o Congresso Nacional;"
"30","Art. 6º, 5","Art. 6º. São crimes de responsabilidade contra o livre exercício dos poderes legislativo e judiciário e dos poderes constitucionais dos Estados:
5 - opor-se diretamente e por fatos ao livre exercício do Poder Judiciário, ou obstar, por meios violentos, ao efeito dos seus atos, mandados ou sentenças;"
"31","Art. 6º, 6","Art. 6º. São crimes de responsabilidade contra o livre exercício dos poderes legislativo e judiciário e dos poderes constitucionais dos Estados:
6 - usar de violência ou ameaça, para constranger juiz, ou jurado, a proferir ou deixar de proferir despacho, sentença ou voto, ou a fazer ou deixar de fazer ato do seu ofício;"
"32","Art. 6º, 7","Art. 6º. São crimes de responsabilidade contra o livre exercício dos poderes legislativo e judiciário e dos poderes constitucionais dos Estados:
7 - praticar contra os poderes estaduais ou municipais ato definido como crime neste artigo;"
"33","Art. 6º, 8","Art. 6º. São crimes de responsabilidade contra o livre exercício dos poderes legislativo e judiciário e dos poderes constitucionais dos Estados:
8 - intervir em negócios peculiares aos Estados ou aos Municípios com desobediência às normas constitucionais."
"34","Art. 7º","Art. 7º. São crimes de responsabilidade contra o livre exercício dos direitos políticos, individuais e sociais:"
"35","Art. 7º, 1","Art. 7º. São crimes de responsabilidade contra o livre exercício dos direitos políticos, individuais e sociais:
1- impedir por violência, ameaça ou corrupção, o livre exercício do voto;"
"36","Art. 7º, 2","Art. 7º. São crimes de responsabilidade contra o livre exercício dos direitos políticos, individuais e sociais:
2 - obstar ao livre exercício das funções dos mesários eleitorais;"
"37","Art. 7º, 3","Art. 7º. São crimes de responsabilidade contra o livre exercício dos direitos políticos, individuais e sociais:
3 - violar o escrutínio de seção eleitoral ou inquinar de nulidade o seu resultado pela subtração, desvio ou inutilização do respectivo material;"
"38","Art. 7º, 4","Art. 7º. São crimes de responsabilidade contra o livre exercício dos direitos políticos, individuais e sociais:
4 - utilizar o poder federal para impedir a livre execução da lei eleitoral;"
"39","Art. 7º, 5","Art. 7º. São crimes de responsabilidade contra o livre exercício dos direitos políticos, individuais e sociais:
5 - servir-se das autoridades sob sua subordinação imediata para praticar abuso do poder, ou tolerar que essas autoridades o pratiquem sem repressão sua;"
"40","Art. 7º, 6","Art. 7º. São crimes de responsabilidade contra o livre exercício dos direitos políticos, individuais e sociais:
6 - subverter ou tentar subverter por meios violentos a ordem política e social;"
"41","Art. 7º, 7","Art. 7º. São crimes de responsabilidade contra o livre exercício dos direitos políticos, individuais e sociais:
7 - incitar militares à desobediência à lei ou infração à disciplina;"
"42","Art. 7º, 8","Art. 7º. São crimes de responsabilidade contra o livre exercício dos direitos políticos, individuais e sociais:
8 - provocar animosidade entre as classes armadas ou contra elas, ou delas contra as instituições civis;"
"43","Art. 7º, 9","Art. 7º. São crimes de responsabilidade contra o livre exercício dos direitos políticos, individuais e sociais:
9 - violar patentemente qualquer direito ou garantia individual constante do Art. 141 e bem assim os direitos sociais assegurados no artigo 157 da Constituição;"
"44","Art. 7º, 10","Art. 7º. São crimes de responsabilidade contra o livre exercício dos direitos políticos, individuais e sociais:
10 - tomar ou autorizar durante o estado de sítio, medidas de repressão que excedam os limites estabelecidos na Constituição."
"45","Art. 8º","Art. 8º. São crimes contra a segurança interna do país:"
"46","Art. 8º, 1","Art. 8º. São crimes contra a segurança interna do país:
1 - tentar mudar por violência a forma de governo da República;"
"47","Art. 8º, 2","Art. 8º. São crimes contra a segurança interna do país:
2 - tentar mudar por violência a Constituição Federal ou de algum dos Estados, ou lei da União, de Estado ou Município;"
"48","Art. 8º, 3","Art. 8º. São crimes contra a segurança interna do país:
3 - decretar o estado de sítio, estando reunido o Congresso Nacional, ou no recesso deste, não havendo comoção interna grave nem fatos que evidenciem estar a mesma a irromper ou não ocorrendo guerra externa;"
"49","Art. 8º, 4","Art. 8º. São crimes contra a segurança interna do país:
4 - praticar ou concorrer para que se perpetre qualquer dos crimes contra a segurança interna, definidos na legislação penal;"
"50","Art. 8º, 5","Art. 8º. São crimes contra a segurança interna do país:
5 - não dar as providências de sua competência para impedir ou frustrar a execução desses crimes;"
"51","Art. 8º, 6","Art. 8º. São crimes contra a segurança interna do país:
6 - ausentar-se do país sem autorização do Congresso Nacional;"
"52","Art. 8º, 7","Art. 8º. São crimes contra a segurança interna do país:
7 - permitir, de forma expressa ou tácita, a infração de lei federal de ordem pública;"
"53","Art. 8º, 8","Art. 8º. São crimes contra a segurança interna do país:
8 - deixar de tomar, nos prazos fixados, as providências determinadas por lei ou tratado federal e necessário a sua execução e cumprimento."
"54","Art. 9º","Art. 9º. São crimes de responsabilidade contra a probidade na administração:"
"55","Art. 9º, 1","Art. 9º. São crimes de responsabilidade contra a probidade na administração:
1 - omitir ou retardar dolosamente a publicação das leis e resoluções do Poder Legislativo ou dos atos do Poder Executivo;"
"56","Art. 9º, 2","Art. 9º. São crimes de responsabilidade contra a probidade na administração:
2 - não prestar ao Congresso Nacional dentro de sessenta dias após a abertura da sessão legislativa, as contas relativas ao exercício anterior;"
"57","Art. 9º, 3","Art. 9º. São crimes de responsabilidade contra a probidade na administração:
3 - não tornar efetiva a responsabilidade dos seus subordinados, quando manifesta em delitos funcionais ou na prática de atos contrários à Constituição;"
"58","Art. 9º, 4","Art. 9º. São crimes de responsabilidade contra a probidade na administração:
4 - expedir ordens ou fazer requisição de forma contrária às disposições expressas da Constituição;"
"59","Art. 9º, 5","Art. 9º. São crimes de responsabilidade contra a probidade na administração:
5 - infringir no provimento dos cargos públicos, as normas legais;"
"60","Art. 9º, 6","Art. 9º. São crimes de responsabilidade contra a probidade na administração:
6 - Usar de violência ou ameaça contra funcionário público para coagí-lo a proceder ilegalmente, bem como utilizar-se de suborno ou de qualquer outra forma de corrupção para o mesmo fim;"
"61","Art. 9º, 7","Art. 9º. São crimes de responsabilidade contra a probidade na administração:
7 - proceder de modo incompatível com a dignidade, a honra e o decôro do cargo."
"62","Art. 10","Art. 10. São crimes de responsabilidade contra a lei orçamentária:"
"63","Art. 10, 1","Art. 10. São crimes de responsabilidade contra a lei orçamentária:
1- Não apresentar ao Congresso Nacional a proposta do orçamento da República dentro dos primeiros dois meses de cada sessão legislativa;"
"64","Art. 10, 2","Art. 10. São crimes de responsabilidade contra a lei orçamentária:
2 - Exceder ou transportar, sem autorização legal, as verbas do orçamento;"
"65","Art. 10, 3","Art. 10. São crimes de responsabilidade contra a lei orçamentária:
3 - Realizar o estorno de verbas;"
"66","Art. 10, 4","Art. 10. São crimes de responsabilidade contra a lei orçamentária:
4 - Infringir, patentemente, e de qualquer modo, dispositivo da lei orçamentária."
"67","Art. 10, 5","Art. 10. São crimes de responsabilidade contra a lei orçamentária:
5) deixar de ordenar a redução do montante da dívida consolidada, nos prazos estabelecidos em lei, quando o montante ultrapassar o valor resultante da aplicação do limite máximo fixado pelo Senado Federal; (Incluído pela Lei nº 10.028, de 2000)"
"68","Art. 10, 6","Art. 10. São crimes de responsabilidade contra a lei orçamentária:
6) ordenar ou autorizar a abertura de crédito em desacordo com os limites estabelecidos pelo Senado Federal, sem fundamento na lei orçamentária ou na de crédito adicional ou com inobservância de prescrição legal; (Incluído pela Lei nº 10.028, de 2000)"
"69","Art. 10, 7","Art. 10. São crimes de responsabilidade contra a lei orçamentária:
7) deixar de promover ou de ordenar na forma da lei, o cancelamento, a amortização ou a constituição de reserva para anular os efeitos de operação de crédito realizada com inobservância de limite, condição ou montante estabelecido em lei; (Incluído pela Lei nº 10.028, de 2000)"
"70","Art. 10, 8","Art. 10. São crimes de responsabilidade contra a lei orçamentária:
8) deixar de promover ou de ordenar a liquidação integral de operação de crédito por antecipação de receita orçamentária, inclusive os respectivos juros e demais encargos, até o encerramento do exercício financeiro; (Incluído pela Lei nº 10.028, de 2000)"
"71","Art. 10, 9","Art. 10. São crimes de responsabilidade contra a lei orçamentária:
9) ordenar ou autorizar, em desacordo com a lei, a realização de operação de crédito com qualquer um dos demais entes da Federação, inclusive suas entidades da administração indireta, ainda que na forma de novação, refinanciamento ou postergação de dívida contraída anteriormente; (Incluído pela Lei nº 10.028, de 2000)"
"72","Art. 10, 10","Art. 10. São crimes de responsabilidade contra a lei orçamentária:
10) captar recursos a título de antecipação de receita de tributo ou contribuição cujo fato gerador ainda não tenha ocorrido; (Incluído pela Lei nº 10.028, de 2000)"
"73","Art. 10, 11","Art. 10. São crimes de responsabilidade contra a lei orçamentária:
11) ordenar ou autorizar a destinação de recursos provenientes da emissão de títulos para finalidade diversa da prevista na lei que a autorizou; (Incluído pela Lei nº 10.028, de 2000)"
"74","Art. 10, 12","Art. 10. São crimes de responsabilidade contra a lei orçamentária:
12) realizar ou receber transferência voluntária em desacordo com limite ou condição estabelecida em lei. (Incluído pela Lei nº 10.028, de 2000)"
"75","Art. 11","Art. 11. São crimes contra a guarda e legal emprego dos dinheiros públicos:"
"76","Art. 11, 1","Art. 11. São crimes contra a guarda e legal emprego dos dinheiros públicos:
1 - ordenar despesas não autorizadas por lei ou sem observânciadas prescrições legais relativas às mesmas;"
"77","Art. 11, 2","Art. 11. São crimes contra a guarda e legal emprego dos dinheiros públicos:
2 - Abrir crédito sem fundamento em lei ou sem as formalidades legais;"
"78","Art. 11, 3","Art. 11. São crimes contra a guarda e legal emprego dos dinheiros públicos:
3 - Contrair empréstimo, emitir moeda corrente ou apólices, ou efetuar operação de crédito sem autorização legal;"
"79","Art. 11, 4","Art. 11. São crimes contra a guarda e legal emprego dos dinheiros públicos:
4 - alienar imóveis nacionais ou empenhar rendas públicas sem autorização legal;"
"80","Art. 11, 5","Art. 11. São crimes contra a guarda e legal emprego dos dinheiros públicos:
5 - negligenciar a arrecadação das rendas impostos e taxas, bem como a conservação do patrimônio nacional."
"81","Art. 12","Art. 12. São crimes contra o cumprimento das decisões judiciárias:"
"82","Art. 12, 1","Art. 12. São crimes contra o cumprimento das decisões judiciárias:
1 - impedir, por qualquer meio, o efeito dos atos, mandados ou decisões do Poder Judiciário;"
"83","Art. 12, 2","Art. 12. São crimes contra o cumprimento das decisões judiciárias:
2 - Recusar o cumprimento das decisões do Poder Judiciário no que depender do exercício das funções do Poder Executivo;"
"84","Art. 12, 3","Art. 12. São crimes contra o cumprimento das decisões judiciárias:
3 - deixar de atender a requisição de intervenção federal do Supremo Tribunal Federal ou do Tribunal Superior Eleitoral;"
"85","Art. 12, 4","Art. 12. São crimes contra o cumprimento das decisões judiciárias:
4 - Impedir ou frustrar pagamento determinado por sentença judiciária."
"86","Art. 13","Art. 13. São crimes de responsabilidade dos Ministros de Estado;"
"87","Art. 13, 1","Art. 13. São crimes de responsabilidade dos Ministros de Estado;
1 - os atos definidos nesta lei, quando por eles praticados ou ordenados;"
"88","Art. 13, 2","Art. 13. São crimes de responsabilidade dos Ministros de Estado;
2 - os atos previstos nesta lei que os Ministros assinarem com o Presidente da República ou por ordem deste praticarem;"
"89","Art. 13, 3","Art. 13. São crimes de responsabilidade dos Ministros de Estado;
3 - A falta de comparecimento sem justificação, perante a Câmara dos Deputados ou o Senado Federal, ou qualquer das suas comissões, quando uma ou outra casa do Congresso os convocar para pessoalmente, prestarem informações acerca de assunto previamente determinado;"
"90","Art. 13, 4","Art. 13. São crimes de responsabilidade dos Ministros de Estado;
4 - Não prestarem dentro em trinta dias e sem motivo justo, a qualquer das Câmaras do Congresso Nacional, as informações que ela lhes solicitar por escrito, ou prestarem-nas com falsidade."
"91","Art. 14","Art. 14. É permitido a qualquer cidadão denunciar o Presidente da República ou Ministro de Estado, por crime de responsabilidade, perante a Câmara dos Deputados."
"92","Art. 15","Art. 15. A denúncia só poderá ser recebida enquanto o denunciado não tiver, por qualquer motivo, deixado definitivamente o cargo."
"93","Art. 16","Art. 16. A denúncia assinada pelo denunciante e com a firma reconhecida, deve ser acompanhada dos documentos que a comprovem, ou da declaração de impossibilidade de apresentá-los, com a indicação do local onde possam ser encontrados, nos crimes de que haja prova testemunhal, a denúncia deverá conter o rol das testemunhas, em número de cinco no mínimo."
"94","Art. 17","Art. 17. No processo de crime de responsabilidade, servirá de escrivão um funcionário da Secretaria da Câmara dos Deputados, ou do Senado, conforme se achar o mesmo em uma ou outra casa do Congresso Nacional."
"95","Art. 18","Art. 18. As testemunhas arroladas no processo deverão comparecer para prestar o seu depoimento, e a Mesa da Câmara dos Deputados ou do Senado por ordem de quem serão notificadas, tomará as providências legais que se tornarem necessárias legais que se tornarem necessárias para compelí-las a obediência."
"96","Art. 19","Art. 19. Recebida a denúncia, será lida no expediente da sessão seguinte e despachada a uma comissão especial eleita, da qual participem, observada a respectiva proporção, representantes de todos os partidos para opinar sobre a mesma."
"97","Art. 20","Art. 20. A comissão a que alude o artigo anterior se reunirá dentro de 48 horas e, depois de eleger seu Presidente e relator, emitirá parecer, dentro do prazo de dez dias, sôbre se a denúncia deve ser ou não julgada objeto de deliberação. Dentro desse período poderá a comissão proceder às diligências que julgar necessárias ao esclarecimento da denúncia."
"98","Art. 20, §1º","Art. 20. A comissão a que alude o artigo anterior se reunirá dentro de 48 horas e, depois de eleger seu Presidente e relator, emitirá parecer, dentro do prazo de dez dias, sôbre se a denúncia deve ser ou não julgada objeto de deliberação. Dentro desse período poderá a comissão proceder às diligências que julgar necessárias ao esclarecimento da denúncia.
§1º O parecer da comissão especial será lido no expediente da sessão da Câmara dos Deputados e publicado integralmente no Diário do Congresso Nacional e em avulsos, juntamente com a denúncia, devendo as publicações ser distribuídas a todos os deputados."
"99","Art. 20, §2º","Art. 20. A comissão a que alude o artigo anterior se reunirá dentro de 48 horas e, depois de eleger seu Presidente e relator, emitirá parecer, dentro do prazo de dez dias, sôbre se a denúncia deve ser ou não julgada objeto de deliberação. Dentro desse período poderá a comissão proceder às diligências que julgar necessárias ao esclarecimento da denúncia.
§2º Quarenta e oito horas após a publicação oficial do parecer da Comissão especial, será o mesmo incluído, em primeiro lugar, na ordem do dia da Câmara dos Deputados, para uma discussão única."
"100","Art. 21","Art. 21. Cinco representantes de cada partido poderão falar, durante uma hora, sobre o parecer, ressalvado ao relator da comissão especial o direito de responder a cada um."
"101","Art. 22","Art. 22. Encerrada a discussão do parecer, e submetido o mesmo a votação nominal, será a denúncia, com os documentos que a instruam, arquivada, se não fôr considerada objeto de deliberação. No caso contrário, será remetida por cópia autêntica ao denunciado, que terá o prazo de vinte dias para contestá-la e indicar os meios de prova com que pretenda demonstrar a verdade do alegado."
"102","Art. 22, §1º","Art. 22. Encerrada a discussão do parecer, e submetido o mesmo a votação nominal, será a denúncia, com os documentos que a instruam, arquivada, se não fôr considerada objeto de deliberação. No caso contrário, será remetida por cópia autêntica ao denunciado, que terá o prazo de vinte dias para contestá-la e indicar os meios de prova com que pretenda demonstrar a verdade do alegado.
§1º Findo esse prazo e com ou sem a contestação, a comissão especial determinará as diligências requeridas, ou que julgar convenientes, e realizará as sessões necessárias para a tomada do depoimento das testemunhas de ambas as partes, podendo ouvir o denunciante e o denunciado, que poderá assistir pessoalmente, ou por seu procurador, a tôdas as audiências e diligências realizadas pela comissão, interrogando e contestando as testemunhas e requerendo a reinquirição ou acareação das mesmas."
"103","Art. 22, §2º","Art. 22. Encerrada a discussão do parecer, e submetido o mesmo a votação nominal, será a denúncia, com os documentos que a instruam, arquivada, se não fôr considerada objeto de deliberação. No caso contrário, será remetida por cópia autêntica ao denunciado, que terá o prazo de vinte dias para contestá-la e indicar os meios de prova com que pretenda demonstrar a verdade do alegado.
§2º Findas essas diligências, a comissão especial proferirá, no prazo de dez dias, parecer sobre a procedência ou improcedência da denúncia."
"104","Art. 22, §3º","Art. 22. Encerrada a discussão do parecer, e submetido o mesmo a votação nominal, será a denúncia, com os documentos que a instruam, arquivada, se não fôr considerada objeto de deliberação. No caso contrário, será remetida por cópia autêntica ao denunciado, que terá o prazo de vinte dias para contestá-la e indicar os meios de prova com que pretenda demonstrar a verdade do alegado.
§3º Publicado e distribuído esse parecer na forma do §1º do Art. 20, será o mesmo, incluído na ordem do dia da sessão imediata para ser submetido a duas discussões, com o interregno de 48 horas entre uma e outra."
"105","Art. 22, §4º","Art. 22. Encerrada a discussão do parecer, e submetido o mesmo a votação nominal, será a denúncia, com os documentos que a instruam, arquivada, se não fôr considerada objeto de deliberação. No caso contrário, será remetida por cópia autêntica ao denunciado, que terá o prazo de vinte dias para contestá-la e indicar os meios de prova com que pretenda demonstrar a verdade do alegado.
§4º Nas discussões do parecer sôbre a procedência ou improcedência da denúncia, cada representante de partido poderá falar uma só vez e durante uma hora, ficando as questões de ordem subordinadas ao disposto no §2º do Art. 20."
"106","Art. 23","Art. 23. Encerrada a discussão do parecer, será o mesmo submetido a votação nominal, não sendo permitidas, então, questões de ordem, nem encaminhamento de votação."
"107","Art. 23, §1º","Art. 23. Encerrada a discussão do parecer, será o mesmo submetido a votação nominal, não sendo permitidas, então, questões de ordem, nem encaminhamento de votação.
§1º Se da aprovação do parecer resultar a procedência da denúncia, considerar-se-á decretada a acusação pela Câmara dos Deputados."
"108","Art. 23, §2º","Art. 23. Encerrada a discussão do parecer, será o mesmo submetido a votação nominal, não sendo permitidas, então, questões de ordem, nem encaminhamento de votação.
§2º Decretada a acusação, será o denunciado intimado imediatamente pela Mesa da Câmara dos Deputados, por intermédio do 1º Secretário."
"109","Art. 23, §3º","Art. 23. Encerrada a discussão do parecer, será o mesmo submetido a votação nominal, não sendo permitidas, então, questões de ordem, nem encaminhamento de votação.
§3º Se o denunciado estiver ausente do Distrito Federal, a sua intimação será solicitada pela Mesa da Câmara dos Deputados, ao Presidente do Tribunal de Justiça do Estado em que êle se encontrar."
"110","Art. 23, §4º","Art. 23. Encerrada a discussão do parecer, será o mesmo submetido a votação nominal, não sendo permitidas, então, questões de ordem, nem encaminhamento de votação.
§4º A Câmara dos Deputados elegerá uma comissão de três membros para acompanhar o julgamento do acusado."
"111","Art. 23, §5º","Art. 23. Encerrada a discussão do parecer, será o mesmo submetido a votação nominal, não sendo permitidas, então, questões de ordem, nem encaminhamento de votação.
§5º São efeitos imediatos ao decreto da acusação do Presidente da República, ou de Ministro de Estado, a suspensão do exercício das funções do acusado e da metade do subsídio ou do vencimento, até sentença final."
"112","Art. 23, §6º","Art. 23. Encerrada a discussão do parecer, será o mesmo submetido a votação nominal, não sendo permitidas, então, questões de ordem, nem encaminhamento de votação.
§6º Conforme se trate da acusação de crime comum ou de responsabilidade, o processo será enviado ao Supremo Tribunal Federal ou ao Senado Federal."
"113","Art. 24","Art. 24. Recebido no Senado o decreto de acusação com o processo enviado pela Câmara dos Deputados e apresentado o libelo pela comissão acusadora, remeterá o Presidente cópia de tudo ao acusado, que, na mesma ocasião e nos termos dos parágrafos 2º e 3º do Art. 23, será notificado para comparecer em dia prefixado perante o Senado."
"114","Art. 24, Parágrafo único","Art. 24. Recebido no Senado o decreto de acusação com o processo enviado pela Câmara dos Deputados e apresentado o libelo pela comissão acusadora, remeterá o Presidente cópia de tudo ao acusado, que, na mesma ocasião e nos termos dos parágrafos 2º e 3º do Art. 23, será notificado para comparecer em dia prefixado perante o Senado.
Parágrafo único. Ao Presidente do Supremo Tribunal Federal enviar-se-á o processo em original, com a comunicação do dia designado para o julgamento."
"115","Art. 25","Art. 25. O acusado comparecerá, por si ou pêlos seus advogados, podendo, ainda, oferecer novos meios de prova."
"116","Art. 26","Art. 26. No caso de revelia, marcará o Presidente novo dia para o julgamento e nomeará para a defesa do acusado um advogado, a quem se facultará o exame de todas as peças de acusação."
"117","Art. 27","Art. 27. No dia aprazado para o julgamento, presentes o acusado, seus advogados, ou o defensor nomeado a sua revelia, e a comissão acusadora, o Presidente do Supremo Tribunal Federal, abrindo a sessão, mandará ler o processo preparatório o libelo e os artigos de defesa; em seguida inquirirá as testemunhas, que deverão depor publicamente e fora da presença umas das outras."
"118","Art. 28","Art. 28. Qualquer membro da Comissão acusadora ou do Senado, e bem assim o acusado ou seus advogados, poderão requerer que se façam às testemunhas perguntas que julgarem necessárias."
"119","Art. 28, Parágrafo único","Art. 28. Qualquer membro da Comissão acusadora ou do Senado, e bem assim o acusado ou seus advogados, poderão requerer que se façam às testemunhas perguntas que julgarem necessárias.
Parágrafo único. A Comissão acusadora, ou o acusado ou seus advogados, poderão contestar ou argüir as testemunhas sem contudo interrompê-las e requerer a acareação."
"120","Art. 29","Art. 29. Realizar-se-á a seguir o debate verbal entre a comissão acusadora e o acusado ou os seus advogados pelo prazo que o Presidente fixar e que não poderá exceder de duas horas."
"121","Art. 30","Art. 30. Findos os debates orais e retiradas as partes, abrir-se-á discussão sobre o objeto da acusação."
"122","Art. 31","Art. 31. Encerrada a discussão o Presidente do Supremo Tribunal Federal fará relatório resumido da denúncia e das provas da acusação e da defesa e submeterá a votação nominal dos senadores o julgamento."
"123","Art. 32","Art. 32. Se o julgamento for absolutório produzirá desde logo, todos os efeitos a favor do acusado."
"124","Art. 33","Art. 33. No caso de condenação, o Senado por iniciativa do presidente fixará o prazo de inabilitação do condenado para o exercício de qualquer função pública; e no caso de haver crime comum deliberará ainda sobre se o Presidente o deverá submeter à justiça ordinária, independentemente da ação de qualquer interessado."
"125","Art. 34","Art. 34. Proferida a sentença condenatória, o acusado estará, ipso facto destituído do cargo."
"126","Art. 35","Art. 35. A resolução do Senado constará de sentença que será lavrada, nos autos do processo, pelo Presidente do Supremo Tribunal Federal, assinada pêlos senadores que funcionarem como juizes, transcrita na ata da sessão e, dentro desta, publicada no Diário Oficial e no Diário do Congresso Nacional."
"127","Art. 36","Art. 36. Não pode interferir, em nenhuma fase do processo de responsabilidade do Presidente da República ou dos Ministros de Estado, o deputado ou senador;"
"128","Art. 36, a)","Art. 36. Não pode interferir, em nenhuma fase do processo de responsabilidade do Presidente da República ou dos Ministros de Estado, o deputado ou senador;
a) que tiver parentesco consangüíneo ou afim, com o acusado, em linha reta; em linha colateral, os irmãos cunhados, enquanto durar o cunhado, e os primos co-irmãos;"
"129","Art. 36, b)","Art. 36. Não pode interferir, em nenhuma fase do processo de responsabilidade do Presidente da República ou dos Ministros de Estado, o deputado ou senador;
b) que, como testemunha do processo tiver deposto de ciência própria."
