"NomeBase","Count","Itens"
"silva luiz de frança belchior e outra - ativismo judicial e a judicialização do processo eleitoral","2","SILVA Luiz de França Belchior e outra - Ativismo judicial e a judicialização do processo eleitoral.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Judicialização\DAS ELEIÇÕES\SILVA Luiz de França Belchior e outra - Ativismo judicial e a judicialização do processo eleitoral.pdf"
"silva, juremir machado da - uma breve sociologia do imposto","2","SILVA, Juremir Machado da - Uma breve sociologia do imposto.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\DIREITO TRIBUTÁRIO 2 - Valcir Gassen\Exclusão do ICMS da base de cálculo do PIS e da COFINS\SILVA, Juremir Machado da - Uma breve sociologia do imposto.pdf"
"silveira, marilda de paula - parlamentarismo à brasileira ou novas eleições quanto custa a confiança do eleitorado","2","SILVEIRA, Marilda de Paula - Parlamentarismo à brasileira ou novas eleições quanto custa a confiança do eleitorado.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Pesquisa empírica\SILVEIRA, Marilda de Paula - Parlamentarismo à brasileira ou novas eleições quanto custa a confiança do eleitorado.pdf"
"silveira, hélio; andrade, marcelo - remoção conteúdo ilícito na internet - o uso de hash.pdf","2","SILVEIRA, Hélio; ANDRADE, Marcelo - Remoção conteúdo ilícito na internet - o uso de HASH.pdf.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(10) Aula de 24.11.2020\SILVEIRA, Hélio; ANDRADE, Marcelo - Remoção conteúdo ilícito na internet - o uso de HASH.pdf.pdf"
"silva, maria eduarda andrade - abuso de poder religioso nas disputas eleitorais","2","SILVA, Maria Eduarda Andrade - Abuso de poder religioso nas disputas eleitorais.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\SILVA, Maria Eduarda Andrade - Abuso de poder religioso nas disputas eleitorais.pdf"
"senado - revista em discussão - a crise da dívida - julho de 2013","2","SENADO - Revista em discussão - A crise da dívida - Julho de 2013.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\MONOGRAFIA FEDERALISMO\Dívida Pública\Lidos\SENADO - Revista em discussão - A crise da dívida - Julho de 2013.pdf"
"seminário de tese - rebecca lemos igreja","2","Seminário de tese - REBECCA LEMOS IGREJA.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Pesquisa empírica\Seminário de tese - REBECCA LEMOS IGREJA.pdf"
"seminário 8 - francisco simões - abuso de poder religioso","2","Seminário 8 - Francisco Simões - Abuso de poder religioso.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(9) Aula de 17.11.2020\Seminário 8 - Francisco Simões - Abuso de poder religioso.pdf"
"sentença penal","2","Sentença Penal(1).doc || Sentença Penal.doc"
"shirado, nayara - a titularidade do mdto eleitivo nos sistemas majoritário e proporcional e seus reflexos sobre infidelidade","2","SHIRADO, Nayara - A titularidade do mdto eleitivo nos sistemas majoritário e proporcional e seus reflexos sobre infidelidade.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Judicialização\DAS ELEIÇÕES\SHIRADO, Nayara - A titularidade do mdto eleitivo nos sistemas majoritário e proporcional e seus reflexos sobre infidelidade.pdf"
"serrano, pascual - como os meios de comunicação ocutam o mundo","2","SERRANO, Pascual - Como os meios de comunicação ocutam o mundo.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(10) Aula de 24.11.2020\SERRANO, Pascual - Como os meios de comunicação ocutam o mundo.pdf"
"separação de poderes no estado federal norte americano - gilberto bercovici","2","Separação de Poderes no Estado Federal NOrte Americano - GILBERTO BERCOVICI.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\MONOGRAFIA FEDERALISMO\Gilberto Bercovivi\Separação de Poderes no Estado Federal NOrte Americano - GILBERTO BERCOVICI.pdf"
"semana 5 - melancolia e racismo - sobre lutas e apagamentos","2","Semana 5 - Melancolia e racismo - sobre lutas e apagamentos.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\FILOSOFIA POLÍTICA E DIREITO CONSTITUCIONAL\Semana 5 - Melancolia e racismo - sobre lutas e apagamentos.pdf"
"schram_sanford_the_return_of_ordinary_capitalism(compactado-smallpdf)","2","SCHRAM_Sanford_The_return_of_ordinary_capitalism(compactado-Smallpdf).pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\FILOSOFIA POLÍTICA E DIREITO CONSTITUCIONAL\TEXTOS\SCHRAM_Sanford_The_return_of_ordinary_capitalism(compactado-Smallpdf).pdf"
"scheuerman_william_liberal_democracy_and_the_empire_of_speed-2","2","SCHEUERMAN_William_Liberal_democracy_and_the_empire_of_speed-2.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\FILOSOFIA POLÍTICA E DIREITO CONSTITUCIONAL\TEXTOS\SCHEUERMAN_William_Liberal_democracy_and_the_empire_of_speed-2.pdf"
"scheuerman_william_liberal_democracy_and_the_empire_of_speed(compactado-smallpdf)","2","SCHEUERMAN_William_Liberal_democracy_and_the_empire_of_speed(compactado-Smallpdf).pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\FILOSOFIA POLÍTICA E DIREITO CONSTITUCIONAL\TEXTOS\SCHEUERMAN_William_Liberal_democracy_and_the_empire_of_speed(compactado-Smallpdf).pdf"
"sem parar","2","Sem parar (2).pdf || Sem Parar.pdf"
"semana 11 - karin van marle","2","Semana 11 - Karin van Marle.docx || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\FILOSOFIA POLÍTICA E DIREITO CONSTITUCIONAL\Semana 11 - Karin van Marle.docx"
"semana 10 - velocidade e sociedade_sobre aceleração e resistência","2","Semana 10 - Velocidade e sociedade_sobre aceleração e resistência.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\FILOSOFIA POLÍTICA E DIREITO CONSTITUCIONAL\Semana 10 - Velocidade e sociedade_sobre aceleração e resistência.pdf"
"semana 10 - velocidade e sociedade_sobre aceleração e resistência","2","Semana 10 - Velocidade e sociedade_sobre aceleração e resistência.docx || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\FILOSOFIA POLÍTICA E DIREITO CONSTITUCIONAL\Semana 10 - Velocidade e sociedade_sobre aceleração e resistência.docx"
"santos, jéssica guedes; filho, ademar aprecido da costa - aporia da sanção e participação feminina na política","2","SANTOS, Jéssica Guedes; FILHO, Ademar Aprecido da Costa - Aporia da sanção e participação feminina na política.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\SANTOS, Jéssica Guedes; FILHO, Ademar Aprecido da Costa - Aporia da sanção e participação feminina na política.pdf"
"santos, boaventura de souza - os tribunais nas sociedades contemporâneas","2","SANTOS, Boaventura de Souza - Os tribunais nas sociedades contemporâneas.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Judicialização\DA POLÍTICA\SANTOS, Boaventura de Souza - Os tribunais nas sociedades contemporâneas.pdf"
"santiago, josé maía rodriguez de - la ponderación de bienes e intereses en el derecho administrativo","2","SANTIAGO, José Maía Rodriguez de - La ponderación de bienes e intereses en el derecho administrativo.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM PROCESSO ADMINSTRATIVO\SANTIAGO, José Maía Rodriguez de - La ponderación de bienes e intereses en el derecho administrativo.pdf"
"saward_michel_agency_design_slow_democracy(compactado-smallpdf)","2","SAWARD_Michel_Agency_design_slow_democracy(compactado-Smallpdf).pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\FILOSOFIA POLÍTICA E DIREITO CONSTITUCIONAL\TEXTOS\SAWARD_Michel_Agency_design_slow_democracy(compactado-Smallpdf).pdf"
"scheleder, adriana fasolo pilati - precedente e jurisprudência - uma distinção necessária no sistema jurídico","2","SCHELEDER, Adriana Fasolo Pilati - Precedente e jurisprudência - uma distinção necessária no sistema jurídico.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(1) Aula de 25.08.2020\Artigos sugeridos Francisco Simões\SCHELEDER, Adriana Fasolo Pilati - Precedente e jurisprudência - uma distinção necessária no sistema jurídico.pdf"
"saward_michel_tradução online","2","SAWARD_Michel_TRADUÇÃO ONLINE.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\FILOSOFIA POLÍTICA E DIREITO CONSTITUCIONAL\TEXTOS\SAWARD_Michel_TRADUÇÃO ONLINE.pdf"
"saward_michel_agency_design_slow_democracy","2","SAWARD_Michel_Agency_design_slow_democracy.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\FILOSOFIA POLÍTICA E DIREITO CONSTITUCIONAL\TEXTOS\SAWARD_Michel_Agency_design_slow_democracy.pdf"
"semana 11 - michael saward","2","Semana 11 - Michael Saward.docx || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\FILOSOFIA POLÍTICA E DIREITO CONSTITUCIONAL\Semana 11 - Michael Saward.docx"
"semana 2 - melancolia e significações - sobre exceção e regra","2","Semana 2 - Melancolia e significações - sobre exceção e regra.docx || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\FILOSOFIA POLÍTICA E DIREITO CONSTITUCIONAL\Semana 2 - Melancolia e significações - sobre exceção e regra.docx"
"semana 15 - narrativas e direito - sobre verdades e ficções","2","Semana 15 - Narrativas e direito - sobre verdades e ficções.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\FILOSOFIA POLÍTICA E DIREITO CONSTITUCIONAL\Semana 15 - Narrativas e direito - sobre verdades e ficções.pdf"
"semana 15 - narrativas e direito - sobre verdades e ficções","2","Semana 15 - Narrativas e direito - sobre verdades e ficções.docx || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\FILOSOFIA POLÍTICA E DIREITO CONSTITUCIONAL\Semana 15 - Narrativas e direito - sobre verdades e ficções.docx"
"semana 3 - melancolia e poder - sobre apatia e mobilização","2","Semana 3 - Melancolia e poder - sobre apatia e mobilização.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\FILOSOFIA POLÍTICA E DIREITO CONSTITUCIONAL\Semana 3 - Melancolia e poder - sobre apatia e mobilização.pdf"
"semana 5 - melancolia e racismo - sobre lutas e apagamentos","2","Semana 5 - Melancolia e racismo - sobre lutas e apagamentos.docx || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\FILOSOFIA POLÍTICA E DIREITO CONSTITUCIONAL\Semana 5 - Melancolia e racismo - sobre lutas e apagamentos.docx"
"semana 4 - melancolia e ideologias - sobre esquerdas e direitas","2","Semana 4 - Melancolia e ideologias - sobre esquerdas e direitas.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\FILOSOFIA POLÍTICA E DIREITO CONSTITUCIONAL\Semana 4 - Melancolia e ideologias - sobre esquerdas e direitas.pdf"
"semana 4 - melancolia e ideologias - sobre esquerdas e direitas","2","Semana 4 - Melancolia e ideologias - sobre esquerdas e direitas.docx || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\FILOSOFIA POLÍTICA E DIREITO CONSTITUCIONAL\Semana 4 - Melancolia e ideologias - sobre esquerdas e direitas.docx"
"semana 12 - cuidado e justiça - sobre dependência e responsividade","2","Semana 12 - Cuidado e justiça - sobre dependência e responsividade.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\FILOSOFIA POLÍTICA E DIREITO CONSTITUCIONAL\Semana 12 - Cuidado e justiça - sobre dependência e responsividade.pdf"
"semana 12 - cuidado e justiça - sobre dependência e responsividade","2","Semana 12 - Cuidado e justiça - sobre dependência e responsividade.docx || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\FILOSOFIA POLÍTICA E DIREITO CONSTITUCIONAL\Semana 12 - Cuidado e justiça - sobre dependência e responsividade.docx"
"semana 11 - wiliam e. scheuerman","2","Semana 11 - Wiliam E. Scheuerman.docx || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\FILOSOFIA POLÍTICA E DIREITO CONSTITUCIONAL\Semana 11 - Wiliam E. Scheuerman.docx"
"semana 13 - cuidado e direito - sobre interpretação e mulheridades","2","Semana 13 - Cuidado e direito - sobre interpretação e mulheridades.docx || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\FILOSOFIA POLÍTICA E DIREITO CONSTITUCIONAL\Semana 13 - Cuidado e direito - sobre interpretação e mulheridades.docx"
"semana 14 - cuidado e ubuntu - sobre unicidade e totalidade","2","Semana 14 - Cuidado e ubuntu - sobre unicidade e totalidade.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\FILOSOFIA POLÍTICA E DIREITO CONSTITUCIONAL\Semana 14 - Cuidado e ubuntu - sobre unicidade e totalidade.pdf"
"semana 14 - cuidado e ubuntu - sobre unicidade e totalidade","2","Semana 14 - Cuidado e ubuntu - sobre unicidade e totalidade.docx || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\FILOSOFIA POLÍTICA E DIREITO CONSTITUCIONAL\Semana 14 - Cuidado e ubuntu - sobre unicidade e totalidade.docx"
"semana 13 - cuidado e direito - sobre interpretação e mulheridades","2","Semana 13 - Cuidado e direito - sobre interpretação e mulheridades.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\FILOSOFIA POLÍTICA E DIREITO CONSTITUCIONAL\Semana 13 - Cuidado e direito - sobre interpretação e mulheridades.pdf"
"artigo final - maurício augusto chiaramonte vieira","2","Artigo Final - MAURÍCIO AUGUSTO CHIARAMONTE VIEIRA.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\Artigo Final\Artigo Final - MAURÍCIO AUGUSTO CHIARAMONTE VIEIRA.pdf"
"artigo final_versão final","2","Artigo Final_Versão Final.docx || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\DIREITO TRIBUTÁRIO 2 - Valcir Gassen\Artigo Final_Versão Final.docx"
"artigo chique","2","Artigo chique .pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\DIREITO TRIBUTÁRIO - EaD\Artigo chique .pdf"
"artigo conpedi - icms - calculo por dentro - pedro d_araujo valcir gassen","2","Artigo CONPEDI - ICMS - CALCULO POR DENTRO - Pedro D_Araujo Valcir Gassen.doc || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\DIREITO TRIBUTÁRIO - EaD\Artigo CONPEDI - ICMS - CALCULO POR DENTRO - Pedro D_Araujo Valcir Gassen.doc"
"artigo_humbertoávila-estruturalismoargumentativo","2","Artigo_HumbertoÁvila-EstruturalismoArgumentativo.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\DIREITO TRIBUTÁRIO - EaD\Tarefa 4.1\Artigo_HumbertoÁvila-EstruturalismoArgumentativo.pdf"
"as crises da noção de interesse público e o direito administrativo","2","As crises da noção de interesse público e o Direito Administrativo.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM PROCESSO ADMINSTRATIVO\As crises da noção de interesse público e o Direito Administrativo.pdf"
"artigo marco aurlio greco - revista pgfn, ano 1, n. 1","2","Artigo Marco Aurlio Greco - Revista PGFN, ano 1, n. 1 (1).pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\DIREITO TRIBUTÁRIO - EaD\Interpretação das normas tributárias\Artigo Marco Aurlio Greco - Revista PGFN, ano 1, n. 1 (1).pdf"
"artigo marcus faro de castro - revista pgfn, ano 1, n. 2","2","Artigo Marcus Faro de Castro - REvista PGFN, ano 1, n. 2.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\DIREITO TRIBUTÁRIO - EaD\Interpretação das normas tributárias\Artigo Marcus Faro de Castro - REvista PGFN, ano 1, n. 2.pdf"
"arespe  0600088-46 - ba","2","AREspe  0600088-46 - BA (2).docx || AREspe  0600088-46 - BA.docx"
"argueles, diego werneck; ribeiro, leandro molhano - contextos da judcialização da política - novos elementos para um mapa teórico","2","ARGUELES, Diego Werneck; RIBEIRO, Leandro Molhano - Contextos da judcialização da política - novos elementos para um mapa teórico.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Judicialização\DA POLÍTICA\ARGUELES, Diego Werneck; RIBEIRO, Leandro Molhano - Contextos da judcialização da política - novos elementos para um mapa teórico.pdf"
"arespe  0600073-92 - ce","2","AREspe  0600073-92 - CE (2).docx || AREspe  0600073-92 - CE.docx"
"arespe  0600076-90 - sc","2","AREspe  0600076-90 - SC (2).docx || AREspe  0600076-90 - SC.docx"
"arguelhes, diego werneck; ribeiro, leandro molhano - preferências, estratégias e motivações - pressupostos - comportamento judicial","2","ARGUELHES, Diego Werneck; RIBEIRO, Leandro Molhano - Preferências, estratégias e motivações - pressupostos - comportamento judicial.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\PABLO HOLMES\BIBLIOGRAFIA IPOL\ARGUELHES, Diego Werneck; RIBEIRO, Leandro Molhano - Preferências, estratégias e motivações - pressupostos - comportamento judicial.pdf"
"armadilha_da_divida","2","armadilha_da_divida.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\MONOGRAFIA FEDERALISMO\Questão bancária\Lidos\armadilha_da_divida.pdf"
"arguelhes, diego werneck; ribeiro, leandro molhano - criatura ou criador - transformações stf sob a cf88","2","ARGUELHES, Diego Werneck; RIBEIRO, Leandro Molhano - Criatura ou criador - transformações STF sob a CF88.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\PABLO HOLMES\BIBLIOGRAFIA IPOL\ARGUELHES, Diego Werneck; RIBEIRO, Leandro Molhano - Criatura ou criador - transformações STF sob a CF88.pdf"
"arguelhes, diego werneck; ribeiro, leandro molhano - indicações presidenciais para o stf e suas finalidades políticas","2","ARGUELHES, Diego Werneck; RIBEIRO, Leandro Molhano - Indicações presidenciais para o STF e suas finalidades políticas.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\PABLO HOLMES\BIBLIOGRAFIA IPOL\ARGUELHES, Diego Werneck; RIBEIRO, Leandro Molhano - Indicações presidenciais para o STF e suas finalidades políticas.pdf"
"aula 00","2","Aula 00 (11).pdf || Aula 00.pdf"
"aula 01","2","Aula 01 (1).pdf || Aula 01.pdf"
"aula - introdução ao direito administrativo","2","Aula - Introdução ao direito administrativo.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\MATERIAIS TARCÍCIO VIEIRA (Graduação)\Aulas UnB\Aula - Introdução ao direito administrativo.pdf"
"aula - teoria geral do direito público","2","Aula - Teoria geral do direito público.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\MATERIAIS TARCÍCIO VIEIRA (Graduação)\Aulas UnB\Aula - Teoria geral do direito público.pdf"
"aula 04","2","Aula 04 (10).pdf || Aula 04.pdf"
"aula 05","2","Aula 05 (8).pdf || Aula 05.pdf"
"aula 02","2","Aula 02 (1).pdf || Aula 02.pdf"
"aula 03","2","Aula 03 (1).pdf || Aula 03.pdf"
"ato administrativo - origem, concepções, abrangência","2","Ato administrativo - origem, concepções, abrangência.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM PROCESSO ADMINSTRATIVO\Ato administrativo - origem, concepções, abrangência.pdf"
"ato administrativo e procedimento administrativo","2","Ato administrativo e procedimento administrativo.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM PROCESSO ADMINSTRATIVO\Ato administrativo e procedimento administrativo.pdf"
"assembleia legislativa_2013-08-15","2","Assembleia Legislativa_2013-08-15 (1).pdf || Assembleia Legislativa_2013-08-15.pdf"
"assinatura logo tse","2","Assinatura Logo TSE (2).docx || Assinatura Logo TSE.docx"
"auditoria cidadão da dívida_ imprensa relembra a moratória de minas gerais com a união, em 1999 _ gama livre","2","Auditoria Cidadão da Dívida_ Imprensa relembra a moratória de Minas Gerais com a União, em 1999 _ Gama Livre.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\MONOGRAFIA FEDERALISMO\Dívida Pública\Lidos\Auditoria Cidadão da Dívida_ Imprensa relembra a moratória de Minas Gerais com a União, em 1999 _ Gama Livre.pdf"
"aula - ações afirmativas (trocada)","2","Aula - Ações afirmativas (trocada).docx || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(6) Aula de 20.10.2020\Aula - Ações afirmativas (trocada).docx"
"atof14042014","2","ATOF14042014 (1).pdf || ATOF14042014.pdf"
"atuais rumos do processo administrativo","2","Atuais rumos do processo administrativo.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM PROCESSO ADMINSTRATIVO\Atuais rumos do processo administrativo.pdf"
"alvim, frederico franco - integridade eleitoral - significado e critérios de qualificação","2","ALVIM, Frederico Franco - Integridade eleitoral - significado e critérios de qualificação.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Judicialização\DAS ELEIÇÕES\ALVIM, Frederico Franco - Integridade eleitoral - significado e critérios de qualificação.pdf"
"alvim, frederico franco; carvalho, volgane - da cruz aos códigos - novas formas de abuso e os mec. de prot. da integridade eleitoral","2","ALVIM, Frederico Franco; CARVALHO, Volgane - Da cruz aos códigos - novas formas de abuso e os mec. de prot. da integridade eleitoral.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Cassação de mandato\ALVIM, Frederico Franco; CARVALHO, Volgane - Da cruz aos códigos - novas formas de abuso e os mec. de prot. da integridade eleitoral.pdf"
"almeida, frederico - judicialização da política e composição dos tribunais superiores - revista parlamento e sociedade","2","ALMEIDA, Frederico - Judicialização da política e composição dos tribunais superiores - Revista Parlamento e sociedade.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Judicialização\DA POLÍTICA\ALMEIDA, Frederico - Judicialização da política e composição dos tribunais superiores - Revista Parlamento e sociedade.pdf"
"alves-bustamante.-a-interpretação-literal-no-direito-tributário-art.-111-do-ctn1","2","Alves-Bustamante.-A-interpretação-literal-no-direito-tributário-art.-111-do-CTN1.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\DIREITO TRIBUTÁRIO - EaD\Interpretação das normas tributárias\Alves-Bustamante.-A-interpretação-literal-no-direito-tributário-art.-111-do-CTN1.pdf"
"andrade neto, joão - o positivismo juridico nos labirintos da legalidade","2","ANDRADE NETO, João - O positivismo juridico nos labirintos da legalidade.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\ANDRADE NETO, João - O positivismo juridico nos labirintos da legalidade.pdf"
"andrade neto, joão - ponderação e dever geral de fundamentação no direito eleitoral","2","ANDRADE NETO, João - Ponderação e dever geral de fundamentação no direito eleitoral.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Fundamentação da decisão judicial\ANDRADE NETO, João - Ponderação e dever geral de fundamentação no direito eleitoral.pdf"
"andrade neto, joão - controle e judicialização das eleições - a legitimidade de juízes eleitorais decidirem questões políticas","2","ANDRADE NETO, João - Controle e judicialização das eleições - A legitimidade de juízes eleitorais decidirem questões políticas.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Judicialização\DAS ELEIÇÕES\ANDRADE NETO, João - Controle e judicialização das eleições - A legitimidade de juízes eleitorais decidirem questões políticas.pdf"
"andrade neto, joão - mutações legais no direito eleitoral - repercussões no sistema das invalidades eleitorais e na renovação das eleições","2","ANDRADE NETO, João - Mutações legais no direito eleitoral - repercussões no sistema das invalidades eleitorais e na renovação das eleições.pdf || OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Bibliografia de apoio\Cassação de mandato\ANDRADE NETO, João - Mutações legais no direito eleitoral - repercussões no sistema das invalidades eleitorais e na renovação das eleições.pdf"
"ai nº 3920 - sp - despacho - documentos sigilosos - mai2016 - ktl","2","AI nº 3920 - SP - DESPACHO - documentos sigilosos - MAI2016 - KTL (2).doc || AI nº 3920 - SP - DESPACHO - documentos sigilosos - MAI2016 - KTL.doc"
"ai nº 488-88 rj (el2016 - abuso - programa social - utilização - vereador - provimento) elda - snv_revao","2","AI nº 488-88 RJ (el2016 - abuso - programa social - utilização - vereador - provimento) ELDA - SNV_RevAO (2).docx || AI nº 488-88 RJ (el2016 - abuso - programa social - utilização - vereador - provimento) ELDA - SNV_RevAO.docx"
"ai 69031","2","AI 69031(2).rtf || AI 69031.rtf"
