coluna,etiqueta,cor_atual,cor_alvo,remover_se_apply
partes,ROSANGELA RODRIGUES DE JESUS,blue,blue,0
partes,TRIBUNAL REGIONAL ELEITORAL DO MARANHÃO,orange,orange,0
partes,PARTIDO SOCIAL DEMOCRÁTICO (PSD) - ESTADUAL,default,default,0
partes,COLIGAÇÃO POR AMOR À PORTO DA FOLHA,yellow,yellow,0
partes,EVERTON LIMA GOIS,pink,pink,0
partes,ENIVALDO RIBEIRO,green,green,0
partes,FRANCISCO OSWALDO NEVES DORNELLES,yellow,yellow,0
partes,JOAO MIGUEL FEU ROSA,green,green,0
partes,VERA CRUZ,red,red,0
partes,FAN GUAN YU,orange,orange,0
partes,LAURO ROBERTO LINDEMANN HAGEMANN,yellow,yellow,0
partes,MARCIO ANTONIO DE OLIVEIRA,purple,purple,0
partes,MINISTRA CÁRMEN LÚCIA ANTUNES ROCHA,purple,purple,0
partes,PRESIDENTE DO TSE,red,red,0
partes,JOB XAVIER PALHETA JUNIOR,red,red,0
partes,MARCELO SILVA SALDANHA,green,green,0
partes,CLEBERTON BISPO MENEZES CORCINIO,purple,purple,0
partes,PARTIDO DOS TRABALHADORES (PT) - NACIONAL,green,green,0
partes,TATIANA VARDANEGA RIBEIRO DOS SANTOS,green,green,0
partes,CLAUDIO MARCELO SCHMIDT REHDER,red,red,0
partes,EDUARDO FRANCISCO SCIARRA,green,green,0
partes,FLAVIO CASTELLI CHUERY,orange,orange,0
partes,GILBERTO KASSAB,yellow,yellow,0
partes,GUILHERME CAMPOS JUNIOR,orange,orange,0
partes,SAULO GARCIA QUEIROZ,blue,blue,0
partes,UNIÃO BRASIL (UNIÃO) - ESTADUAL,orange,orange,0
partes,EDUARDO MATARAZZO SUPLICY,blue,blue,0
partes,COLIGAÇÃO O FUTURO É AGORA,blue,blue,0
partes,COLIGAÇÃO UNIDOS POR UMA COLATINA FORTE,red,red,0
partes,RENZO DE VASCONCELOS,brown,brown,0
partes,SERGIO MENEGUELLI,pink,pink,0
partes,ADINETE PEREIRA DE AMORIM,default,default,0
partes,ALAN LOPES SANTANA,green,green,0
partes,ALEXANDRE MEGA ALVES,default,default,0
partes,BERNARDO PIRES KUSTER,red,red,0
partes,CARLOS NANTES BOLSONARO,pink,pink,0
partes,ELISA BROM DE FREITAS,blue,blue,0
partes,FLAVIO NANTES BOLSONARO,red,red,0
partes,KIM GEORGE BORJA PAIM,orange,orange,0
partes,LEANDRO PANAZZOLO RUSCHEL,red,red,0
partes,MANUEL DE OLIVEIRA SANTOS,purple,purple,0
partes,NATALIA ZAMBALDI DESTEFANI,blue,blue,0
partes,RENZO GRACIE,brown,brown,0
partes,RESPONSÁVEL PELO PERFIL @VIEIRACLEYTON NO TIKTOK,purple,purple,0
partes,RICARDO BARBOSA CAVALCANTE,default,default,0
partes,RODRIGO CONSTANTINO ALEXANDRE DOS SANTOS,brown,brown,0
partes,WESLEY RENATO DE OLIVEIRA SOUZA,yellow,yellow,0
partes,KIM GEORGE BOR,default,default,0
partes,THEOZIRAN DE LIMA SILVA,pink,pink,0
partes,PARTIDO NOVO (NOVO) - ESTADUAL,purple,purple,0
partes,COLIGAÇÃO QUEM AMA CUIDA,brown,brown,0
partes,DANIEL DA ROCHA MARTINI,brown,brown,0
partes,SAULO PEDROSO DE SOUZA,green,green,0
partes,VENEZIANO VITAL DO REGO SEGUNDO NETO,gray,gray,0
partes,RENILCE FRANCA PEREIRA,red,red,0
partes,RONIVAR MONTEIRO DA COSTA,default,default,0
partes,PARTIDO RENOVAÇÃO DEMOCRÁTICA (PRD) - NACIONAL,red,red,0
partes,JOAO DIONISIO FILGUEIRA BARRETO AMOEDO,gray,gray,0
partes,MARCOS DE ALCANTARA MACHADO,red,red,0
partes,ANTONIO CARLOS BOSCO MASSAROLLO,blue,blue,0
partes,ANTONIO REGINALDO COSTA MOREIRA,green,green,0
partes,ELBERT SANTOS OLIVEIRA,purple,purple,0
partes,COLIGAÇÃO A MUDANÇA É AGORA,purple,purple,0
partes,FABRICIO LOPES RIBEIRO DE ALMEIDA,blue,blue,0
partes,JANNE ALINE MARCELINO SILVA,yellow,yellow,0
partes,MANOEL MESSIAS SUKITA SANTOS,green,green,0
partes,MEGGA FM LTDA,brown,brown,0
partes,JOSE IDSON WANDERLEY BATISTA,yellow,yellow,0
partes,LUCIANA BARBOSA DE OLIVEIRA SANTOS,green,green,0
partes,PARTIDO COMUNISTA DO BRASIL (PC do B) - NACIONAL,red,red,0
partes,RICARDO ABREU DE MELO,yellow,yellow,0
partes,Partido Comunista do Brasil (PCdoB) - Nacional,blue,blue,0
partes,JUÍZO DA 19ª ZONA ELEITORAL DO DISTRITO FEDERAL,blue,blue,0
partes,JUÍZO DA 26ª ZONA ELEITORAL DE RIO FORMOSO/PE,red,red,0
partes,LUIZ GUSTAVO BOTOGOSKI,brown,brown,0
partes,TATIANA ASSUITI NOGUEIRA,gray,gray,0
partes,JOAO LIMA NUNES NETO,default,default,0
partes,JOSE WELLINGTON ROBERTO,yellow,yellow,0
partes,DEMOCRACIA CRISTÃ (DC) - NACIONAL,default,default,0
partes,JOSE MARIA EYMAEL,green,green,0
partes,ALEXANDRE CESAR BARBOSA DE OLIVEIRA,brown,brown,0
partes,MERICE DE ANDRADE FONSECA ALVES,pink,pink,0
partes,Partido dos Trabalhadores Municipal (PT),green,green,0
partes,BARBARA PRISCILA RODRIGUES,purple,purple,0
partes,FLAVIA VANESSA MACHADO CANUTO CHAVES,red,red,0
partes,FRANCISCO DE ASSIS CHAVES JUNIOR,yellow,yellow,0
partes,JOSENILDO CAMPOS,blue,blue,0
partes,JOSÉ BELCHIOR DE LIRA FILHO,yellow,yellow,0
partes,TIBURCIO MILITAO JUNIOR,orange,orange,0
partes,VANES BASTOS DA SILVA,yellow,yellow,0
partes,CHRISTIANO SOUTO PUPPI,yellow,yellow,0
partes,CHRYSTIANE BARBOSA PIANARO CHEMIN,green,green,0
partes,COLIGAÇÃO CAMPO LARGO MERECE MAIS,default,default,0
partes,MAURICIO ROBERTO RIVABEM,yellow,yellow,0
partes,PEDRO ALBERTO BARAUSSE,pink,pink,0
partes,MIRLENES LOPES DE SOUZA,blue,blue,0
partes,DANIEL TENORIO DE CERQUEIRA,default,default,0
partes,PEDRO AUGUSTO DA HORA JUNIOR,purple,purple,0
partes,REPUBLICANOS (REPUBLICANOS) - ESTADUAL,purple,purple,0
partes,SAMUEL VIEIRA DE ANDRADE,brown,brown,0
partes,SILVIO SERAFIM COSTA FILHO,red,red,0
partes,JOILMA GLEICE SCHIAVI GOMES,blue,blue,0
partes,JOSE VITOR COSTA JUNIOR,green,green,0
partes,LETICIA BOTELHO,green,green,0
partes,TRIBUNAL REGIONAL ELEITORAL DE RONDÔNIA 04.565.735/0001-13,brown,brown,0
partes,GISELDA DA SILVA AZAMBUJA,green,green,0
partes,FRANCISCO IRAILSON NUNES COSTA,blue,blue,0
partes,MANOEL JUNIOR SOUTO DE SOUZA,red,red,0
partes,MARCIA SCHIER,red,red,0
partes,FEDERAÇÃO PSDB CIDADANIA - CASCAVEL / PR,green,green,0
partes,LILIAM GOMES SCHEIDT,orange,orange,0
partes,JULIANO CESAR SOARES DOS SANTOS,brown,brown,0
partes,ROZENIR PEREIRA,blue,blue,0
partes,FRANCISCO LEANDRO FARIAS DE MESQUITA,orange,orange,0
partes,ADILSON PEREIRA DO NASCIMENTO,yellow,yellow,0
partes,ADRIANO QUINTINO DE OLIVEIRA,blue,blue,0
partes,AMANDA COIMBRA ARAUJO,red,red,0
partes,CLEUTON JOSE DINIZ DOS REIS,brown,brown,0
partes,FLANTIESCO APARECIDO GOULART,blue,blue,0
partes,GUILHERME ROQUE SANTOS DA MATA DE PAULA,red,red,0
partes,IARLA DA SILVA LIMA,green,green,0
partes,JAMILTON PEREIRA DE MORAES,blue,blue,0
partes,JEAN CARLOS NEVES MORAIS,orange,orange,0
partes,JOSE CARLOS DE SOUSA,blue,blue,0
partes,JOSE ROBERTO ALVES DE SOUSA,yellow,yellow,0
partes,LIVIA RODRIGUES MENDES,green,green,0
partes,OCLEIDES RIBEIRO DE SOUSA,gray,gray,0
partes,RUBENS FARIA DE MELO FILHO,red,red,0
partes,SANDOVAL RIBEIRO DE SOUSA,red,red,0
partes,COLIGAÇÃO FORTALEZA NÃO PODE PARAR,yellow,yellow,0
partes,GABRIELLA PEQUENO COSTA GOMES DE AGUIAR,red,red,0
partes,JOSE SARTO NOGUEIRA MOREIRA,default,default,0
partes,ANDRE SUYEUL BAEK,red,red,0
partes,SUYEUL BAEK,yellow,yellow,0
partes,ANDRE SUYEUL BAEK /SUYEUL BAEK,gray,gray,0
partes,MAVILDA CLIMECK DE OLIVEIRA,purple,purple,0
partes,TRIBUNAL REGIONAL ELEITORAL DE SAO PAULO,red,red,0
partes,FABIO SALUSTINO MESQUITA DE FARIA,brown,brown,0
partes,ROGERIO SIMONETTI MARINHO,green,green,0
partes,THALIS JUNIO RIBEIRO DA SILVA COELHO,default,default,0
partes,PAULO LEOCADIO,gray,gray,0
partes,ROBERSON LUIZ MOUREIRA,orange,orange,0
partes,ARTHUR DA SILVA COSTA NETO,default,default,0
partes,AUDIFAX CHARLES PIMENTEL BARCELOS,orange,orange,0
partes,COLIGAÇÃO A SERRA EM BOAS MÃOS,gray,gray,0
partes,GIANE ALVES DE OLIVEIRA,green,green,0
partes,PEDRO HENRIQUE SILVA OLIVEIRA,blue,blue,0
partes,PEDRO HENRIQUE SILVA OLIVEIRA Representante do,gray,gray,0
partes,ADRIANO ALVES PESSOA,green,green,0
partes,ELIAS FREIRE FILHO,default,default,0
partes,SERGIO SILVA PEREIRA,orange,orange,0
partes,LARISSA DANIELA DA ESCOSSIA ROSADO,yellow,yellow,0
partes,ADALTO JAIR AKAY MUNDURUKU,pink,pink,0
partes,ALBERTINA DA CONCEICAO VELOSO,gray,gray,0
partes,ANTONIO MENDES CARDOSO,blue,blue,0
partes,CIRO RODRIGUES OMENA,green,green,0
partes,FRANCISCA REGINA CORDEIRO DA SILVA,blue,blue,0
partes,GRACILENE AKAY MUNDURUKU,brown,brown,0
partes,IVAIR DATIE KARIKAFU,pink,pink,0
partes,NEUMAR XAVIER DE OLIVEIRA,green,green,0
partes,SANDRO WARO MUNDURUKU,gray,gray,0
partes,VALDIVINO DE SOUZA PEREIRA,red,red,0
partes,COLIGAÇÃO COM O POVO DE NOVO,pink,pink,0
partes,FABIO GOMES OLIVEIRA,brown,brown,0
partes,PAULO SERGIO BRAZ,yellow,yellow,0
partes,PARTIDO PÁTRIA LIVRE (PPL) - NACIONAL,red,red,0
partes,SERGIO RUBENS DE ARAUJO TORRES,yellow,yellow,0
partes,ULDURICO ALVES PINTO,gray,gray,0
partes,REIKICIANA ALINE COSTA,pink,pink,0
partes,Partido Socialista Brasileiro - PSB,pink,pink,0
partes,ATAILZA AVILA NUNES,blue,blue,0
partes,LINDBERGH FERNANDES DE ARAUJO,yellow,yellow,0
partes,ANGELICA BITTENCOURT TEIXEIRA,default,default,0
partes,COLIGAÇÃO DA MUDANÇA,blue,blue,0
partes,COLIGAÇÃO PRA FRENTE CAMAÇARI,brown,brown,0
partes,FLAVIO MARCUS DE AZEVEDO REIS,default,default,0
partes,CYRO GARCIA,yellow,yellow,0
partes,ERNESTO GRADELLA NETO,green,green,0
partes,GENILDA ALVES DE SOUZA,purple,purple,0
partes,JOSE MARIA DE ALMEIDA,default,default,0
partes,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO (PSTU) - NACIONAL,orange,orange,0
partes,SEBASTIAO CARLOS PEREIRA FILHO,green,green,0
partes,WESLEY ORADIA RODRIGUES,brown,brown,0
partes,AVANTE (AVANTE) - ESTADUAL,blue,blue,0
partes,COLIGAÇÃO PREFEITURA DE PORTAS ABERTAS PARA O POVO,brown,brown,0
partes,YANNE GABRIELA BARAUNA,red,red,0
partes,COLIGAÇÃO POR AMOR AO NOSSO POVO,red,red,0
partes,LUAN DANTAS FELIX,gray,gray,0
partes,HELIO WILLAMY MIRANDA DA FONSECA,orange,orange,0
partes,VICTOR MATEUS DANTAS BRITO,red,red,0
partes,JULIANA SOARES DE PAULA,blue,blue,0
partes,ARLINDO HELENE DOS SANTOS,brown,brown,0
partes,DIEGO DA SILVA OLIVEIRA,brown,brown,0
partes,GERALDO ABDON DOS SANTOS,red,red,0
partes,JAMIR VIANA BASTOS,gray,gray,0
partes,JANE DAVILA DA SILVA,blue,blue,0
partes,JOAO GOMES PEREIRA FILHO,red,red,0
partes,JULIANA SILVA ASSIS DOS SANTOS,red,red,0
partes,PAULO SERGIO DA SILVA,orange,orange,0
partes,ROBERTO CARLOS PANTALEAO,pink,pink,0
partes,SAMUEL CARLOS RODRIGUES,gray,gray,0
partes,SILVERIO CANDIDO GAUDENCIO,brown,brown,0
partes,TAMIRES LIMA DE SOUSA,purple,purple,0
partes,IGOR WANDER CENTENO NORMANDO,brown,brown,0
partes,THOMAS ANATOL DA ROCHA WOELZ,orange,orange,0
partes,NEIVA APARECIDA BADOTTI,default,default,0
partes,MANSUR DE JESUS DAOU,blue,blue,0
partes,COLIGAÇÃO JUNTOS PARA RENOVAR,gray,gray,0
partes,JULIO CEZAR DE CARVALHO SILVA SANTOS,red,red,0
partes,LUIZ BERBIZ DE OLIVEIRA,green,green,0
partes,TERESA CRISTINA AGUIAR TOFANELLO WIAZOWSKI,pink,pink,0
partes,DENILSON APARECIDO MARTINS,gray,gray,0
partes,FELIX FERNANDES DE SOUZA,red,red,0
partes,ALMIR DE FARIAS SILVA,gray,gray,0
partes,PAULO CESAR FERNANDES DE QUEIROZ,blue,blue,0
partes,CIDADANIA (CIDADANIA) - ESTADUAL,purple,purple,0
partes,EDIO DE SOUZA VIEGAS,pink,pink,0
partes,MARCELO FRANCISCO ASSIS,default,default,0
partes,COLIGAÇÃO AQUI TEM BARUERI,purple,purple,0
partes,COLIGAÇÃO CREDIBILIDADE E AMOR POR NOSSA CIDADE,pink,pink,0
partes,RAIMUNDO NONATO EVERTON SILVA,blue,blue,0
partes,MARIA SANDRA ALVES ANDRADE,orange,orange,0
partes,Não definido,orange,orange,0
partes,COLIGAÇÃO ÓBIDOS,pink,pink,0
partes,DESENVOLVIMENTO COM RESPEITO E LIBERDADE,pink,pink,0
partes,FEDERAÇÃO BRASIL DA ESPERANÇA (FE BRASIL) - ÓBIDOS / PA,default,default,0
partes,FRANCISCO JOSE ALFAIA DE BARROS,yellow,yellow,0
partes,JAIME BARBOSA DA SILVA,default,default,0
partes,ARLENDICE DE JESUS POQUIVIQUI,gray,gray,0
partes,COLIGAÇÃO ALIANÇA CONTINUIDADE E PROGRESSO,green,green,0
partes,DALCILENE BORGES DA SILVA,purple,purple,0
partes,LEONARDO MARTINS OLIVEIRA,green,green,0
partes,LEONE DUARTE MEDEIROS,orange,orange,0
partes,MARIA JANAINA DE OLIVEIRA CARDOSO,pink,pink,0
partes,ANTONIO RICARDO ACCIOLY CAMPOS,purple,purple,0
partes,FRANCISCO CARVALHO DA SILVA NETO,orange,orange,0
partes,MIRELLA FERNANDA BEZERRA DE ALMEIDA,blue,blue,0
partes,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO (PRTB) - MUNICIPAL,pink,pink,0
partes,EDUARDO CONCEICAO PEREIRA,yellow,yellow,0
partes,ENOCK DA COSTA FERREIRA,blue,blue,0
partes,GEOVAN PINHEIRO MARTINS,red,red,0
partes,REGINALDO DE ALCANTARA CARRERA,brown,brown,0
partes,GEOVAN PINHEIRO MARTINS Representa,orange,orange,0
partes,CLEZENIL DE ARAUJO PICANÇO,green,green,0
partes,OPINIAO ESTATISTICA LTDA,default,default,0
partes,FEDERAÇÃO BRASIL DA ESPERANÇA (FE BRASIL) - COTIA / SP,orange,orange,0
partes,RAFAEL FERNANDES DANTAS,gray,gray,0
partes,Federação Brasil da Esperança (FE Brasil) - Municipal,default,default,0
partes,CINTIA HORTENCIA DURAO FARIAS,yellow,yellow,0
partes,RICARDO ADRIANO DE LUNA FARIAS,red,red,0
partes,ELLENICE EMILLY RAMALHO PINTO,purple,purple,0
partes,FRANCISCO DE ASSIS BARREIRO CRIZANTO,green,green,0
partes,IVO TEIXEIRA DE ARAUJO FILHO,blue,blue,0
partes,MARCIO JOSE GOMES RUFINO,brown,brown,0
partes,MARIANA XAVIER GOMES,purple,purple,0
partes,OLIVIO GOMES DE CARVALHO,green,green,0
partes,RICARDO RANGEL PINTO DA SILVA,yellow,yellow,0
partes,ROMILDO RODRIGUES DE LIMA,blue,blue,0
partes,SHERLIANE LIARA DA SILVA FERREIRA,orange,orange,0
partes,WILKA RODRIGUES DE MEDEIROS,gray,gray,0
partes,WILSON BALBINO DE BARROS,gray,gray,0
partes,PLINIO COMTE LEITE BITTENCOURT,blue,blue,0
partes,TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS,yellow,yellow,0
partes,JOAO PEREIRA DE SOUZA FILHO,brown,brown,0
partes,LEANDRO FERREIRA DA PAIXAO,gray,gray,0
partes,REINALDO OLIVEIRA DOS SANTOS,blue,blue,0
partes,ROMARIO PEREIRA DE OLIVEIRA,orange,orange,0
partes,6ª TURMA CÍVEL DO TRIBUNAL DE JUSTIÇA DO DISTRITO FEDERAL E TERRITÓRIOS,yellow,yellow,0
partes,JUÍZO DA 6ª VARA CÍVEL DE BRASÍLIA DF,blue,blue,0
partes,ANTONIO ALVES DA SILVA,gray,gray,0
partes,ANTONIO ALVES DOS SANTOS,brown,brown,0
partes,MADALENA PEREIRA DA SILVA,yellow,yellow,0
partes,GIZELDA VASCONCELOS VIEIRA DE ALCANTARA,orange,orange,0
partes,IVAN VALENTE,orange,orange,0
partes,JULIANO MEDEIROS,blue,blue,0
partes,MARIANA COSTA RISCALI,gray,gray,0
partes,PARTIDO SOCIALISMO E LIBERDADE (PSOL) - NACIONAL,gray,gray,0
partes,Partido Socialismo,green,green,0
partes,Liberdade (PSOL) - Nacional,yellow,yellow,0
partes,JEFERSON HENRIQUE AGUIAR PEREIRA,pink,pink,0
partes,MAURO ROBERTO PINHEIRO,blue,blue,0
partes,PABLO SEBASTIAN ANDRADE DE MELO,brown,brown,0
partes,UNIAO BRASIL (UNIÃO) - ESTADUAL,purple,purple,0
partes,COLIGAÇÃO PRA MUDAR PIAÇABUÇU,default,default,0
partes,DJALMA GUTTEMBERG SIQUEIRA BREDA,pink,pink,0
partes,ANDREW KELLEHER BROOKS,default,default,0
partes,PATRICIA BRUNO BARBOSA,default,default,0
partes,STEFANY DA COSTA GOMES DE OLIVEIRA,yellow,yellow,0
partes,COLIGAÇÃO A HORA É AGORA,green,green,0
partes,EDMILSON CUPERTINO DE ALMEIDA,red,red,0
partes,JOSE JERONIMO SANTANA BARBOSA,default,default,0
partes,DESEMBARGADOR ELEITORAL ABELARDO PAULO DA MATTA NETO,default,default,0
partes,MAURICIO ELIAS MUNIZ,blue,blue,0
partes,ELMA GARCIA GOMES NASCIMENTO,default,default,0
partes,PARTIDO DEMOCRATAS - DEM,purple,purple,0
partes,FEDERAÇÃO PSDB CIDADANIA - SÃO JOÃO EVANGELISTA / MG,purple,purple,0
partes,HERCULES JOSE PROCOPIO,red,red,0
partes,Federação PSDB Cidadania - São João Evangelista/MG,pink,pink,0
partes,JOYCE SILVA XAVIER,green,green,0
partes,PEDRO DOS SANTOS MARTINS,yellow,yellow,0
partes,COLIGAÇÃO CURITIBA AMOR E INOVAÇÃO,orange,orange,0
partes,CRISTINA REIS GRAEML,brown,brown,0
partes,EDUARDO PIMENTEL SLAVIERO,blue,blue,0
partes,FRANCISCO DAS CHAGAS SOUSA ANDRADE,default,default,0
partes,MARCELA SILVA GOMES DE BARROS,purple,purple,0
partes,HELENO MAIA SANTOS MARQUES DO NASCIMENTO,gray,gray,0
partes,FEDERAÇÃO BRASIL DA ESPERANÇA (FE BRASIL) - POTENGI / CE,orange,orange,0
partes,HUMBERTO DAMASCENO DE OLIVEIRA,pink,pink,0
partes,SALVIANO LINARD DE ALENCAR,green,green,0
partes,SILVANEIDE LINARD DE ALENCAR,pink,pink,0
partes,COLIGAÇÃO PRA SEGUIR TRANSFORMANDO GUAIÚBA,orange,orange,0
partes,SANDRO HENRIQUE COSTA MENEZES,red,red,0
partes,COLIGAÇÃO PRA CANOAS SEGUIR EM FRENTE,gray,gray,0
partes,DARIO FRANCISCO DA SILVEIRA,default,default,0
partes,FERNANDO RITTER,blue,blue,0
partes,JAIRO JORGE DA SILVA,purple,purple,0
partes,LUIZ CARLOS GHIORZZI BUSATO,yellow,yellow,0
partes,FRANCISCO TORRES DE PAULA FILHO,gray,gray,0
partes,JOSE ANTONIO SCAFF FILHO,brown,brown,0
partes,NICASSIO JOSE BARBOSA,gray,gray,0
partes,EVANDRO ALMEIDA LIMA JUNIOR,gray,gray,0
partes,GUILHERME PORTELA DE DEUS MACEDO,blue,blue,0
partes,LIANALDO LUZ LEAO,gray,gray,0
partes,CILENE DE ARAUJO MOURA FE SANTANA,gray,gray,0
partes,FERNANDA MARCIA BARROSO DOS SANTOS SOARES,blue,blue,0
partes,JUÍZO 4ª VARA CÍVEL DA COMARCA DE CAMPOS DOS GOYTACAZES/RJ,brown,brown,0
partes,Juízo da 4ª Vara Cível de Campos dos Goytacazes/RJ,pink,pink,0
partes,JOSE RAIMUNDO BASTOS DA CUNHA,default,default,0
partes,JUCILEIDE MARIA DA COSTA,yellow,yellow,0
partes,NARCISO DA SILVA GOMES,default,default,0
partes,ORLANDINA SILVA OLIVEIRA DO NASCIMENTO,default,default,0
partes,RISOMAR SANTOS SOARES,pink,pink,0
partes,ROGERIO TEIXEIRA DOS SANTOS,red,red,0
partes,ROMILZA ALBINO DE SOUZA,orange,orange,0
partes,COLIGAÇÃO O FUTURO É PRA JÁ,green,green,0
partes,IRAJA SILVESTRE FILHO,green,green,0
partes,LAUREZ DA ROCHA MOREIRA,brown,brown,0
partes,WANDERLEI BARBOSA CASTRO,blue,blue,0
partes,LUIZ CARLOS VERA CRUZ,purple,purple,0
partes,ANTONIO CESAR GONTIJO DE ABREU,brown,brown,0
partes,BRUNO CAVALCANTI DE ARAUJO,blue,blue,0
partes,GILBERTO MACEDO GIL ARANTES,red,red,0
partes,WELLINGTON ALVES,pink,pink,0
partes,RUBENS FELIPE QUINTANILHA DE CARVALHO,yellow,yellow,0
partes,PEDRO PAULO DE ABREU,default,default,0
partes,PODEMOS (PODE) - ESTADUAL,blue,blue,0
partes,MARIA DO SOCORRO BARROS,default,default,0
partes,JEAN RODRIGO XAVIER NUNES,blue,blue,0
partes,GUILHERME TAVARES DA SILVA,red,red,0
partes,JOSE CARLOS CARVALHO BARBOSA,orange,orange,0
partes,RAMON FERREIRA DE SOUZA,pink,pink,0
partes,SONIZE PIMENTEL DOS SANTOS,red,red,0
partes,EDSON DE ASSIS MALDONADO,blue,blue,0
partes,HELIO JANUARIO TELES,red,red,0
partes,ELDA CARLOTA DA SILVA FERREIRA,gray,gray,0
partes,JOAO ANDRE DORTA SILVA,gray,gray,0
partes,ADELCIO FREITAS DE SOUZA,pink,pink,0
partes,FELIPE SCHREDER,yellow,yellow,0
partes,REPUBLICANOS (REPUBLICANOS) - NACIONAL,gray,gray,0
partes,ALFREDO XAVIER RIBEIRO,red,red,0
partes,GILSON LUCAS DE ABREU,red,red,0
partes,PAULO ROBERTO SALES DE LIMA,orange,orange,0
partes,RICARDO BILIA DE LIMA FRUCTUOSO,purple,purple,0
partes,RONALDO CARVALHO DE SOUZA,red,red,0
partes,ROSELI ESTEVES SERRANO,red,red,0
partes,LARISSA BASTOS CARVALHO,red,red,0
partes,DANIELLE DYTZ DA CUNHA DOCTOROVICH,orange,orange,0
partes,WILLIAN CARVALHO DOS SANTOS,purple,purple,0
partes,MARIANNA APARECIDA DE SÁ SIQUEIRA,gray,gray,0
partes,ANTONIO PEREIRA DA SILVA,green,green,0
partes,ERLON CHAVES DE CASTRO,purple,purple,0
partes,RAFAEL ALVES SILVA,purple,purple,0
partes,JUSSARA MENICUCCI DE OLIVEIRA,yellow,yellow,0
partes,RODOLPHO WILSON CREPALDI,orange,orange,0
partes,JOAO LUCIANO SILVA SOARES,green,green,0
partes,PARTIDO RENOVACÃO DEMOCRATICA (PRD) - MUNICIPAL,gray,gray,0
partes,RAIANE DA SILVA CARVALHO LUCIO,default,default,0
partes,LUCIMARA WOOLCK SANTOS ANTUNES,green,green,0
partes,RAFAEL DE GOES BRITO,blue,blue,0
partes,ALFREDO PEREIRA DO NASCIMENTO,orange,orange,0
partes,PRISCILLA KAZAMI SU-AI CHONG,red,red,0
partes,TATIANA DE OLIVEIRA RODRIGUES CUSTODIO,blue,blue,0
partes,COLIGAÇÃO DE MÃOS DADAS COM O POVO,yellow,yellow,0
partes,COLIGAÇÃO RECONSTRUIR E TRANSFORMAR ITUIUTABA,green,green,0
partes,LEANDRA GUEDES FERREIRA,pink,pink,0
partes,MARIA INEZ MARTINS DE SOUZA,green,green,0
partes,ANDERSON LUIZ DOS SANTOS,blue,blue,0
partes,ANDERSON ROVARIS,blue,blue,0
partes,CARLOS AMERICO SILVA DE ATAIDE,blue,blue,0
partes,CLAUDIA FELIX DE SOUZA,blue,blue,0
partes,COLIGACAO BARUERI NAO PODE PARAR,purple,purple,0
partes,DIOGO MIRANDA,purple,purple,0
partes,JEFFERSON MARQUES DA CRUZ,red,red,0
partes,MARCIA ROBERTA DOS SANTOS BATISTA,gray,gray,0
partes,MARCOS CARDOSO DE ANDRADE,purple,purple,0
partes,PRISCILA SILVA DO NASCIMENTO,brown,brown,0
partes,REBECA DE ALCANTARA,blue,blue,0
partes,RENATO DE SOUZA AGUIAR,gray,gray,0
partes,RODRIGO HERCULANO DA COSTA,brown,brown,0
partes,THIAGO ALMEIDA GONCALVES,default,default,0
partes,VANESSA SANTOS LEITE,brown,brown,0
partes,KLEBER ROSA DE SOUZA,purple,purple,0
partes,COLIGAÇÃO RORAIMA MUITO MELHOR,pink,pink,0
partes,TELMARIO MOTA DE OLIVEIRA,gray,gray,0
partes,LUCIANO ARAUJO DE OLIVEIRA,yellow,yellow,0
partes,WESLEY ALVES DA SILVA LIMA,red,red,0
partes,MARCELO VERAS MOUSINHO,red,red,0
partes,ROSALVO AFONSO FERNANDES,default,default,0
partes,APARECIDO FAZZIO,green,green,0
partes,DEISE CRISTINA PADULA,blue,blue,0
partes,IVAN SOUBHIA GARCIA,default,default,0
partes,VERALUCIA FERREIRA FEITOSA,gray,gray,0
partes,DANIEL BARBOSA SANTOS,default,default,0
partes,RAIMUNDO RODRIGUES DE SOUSA FILHO,orange,orange,0
partes,JEREMIAS IZAGUIRRE DE OLIVEIRA,default,default,0
partes,MANOEL CARLOS ANTUNES,red,red,0
partes,COLIGAÇÃO JUNTOS POR SÃO PAULO,gray,gray,0
partes,COLIGAÇÃO SÃO PAULO PRA FRENTE,orange,orange,0
partes,FERNANDO HADDAD,red,red,0
partes,RODRIGO GARCIA,gray,gray,0
partes,TIAGO SALES DE BRITO,gray,gray,0
partes,TALITTA DE OLIVEIRA SILVA DE MARTINO,brown,brown,0
partes,ANDRE AUGUSTO KERBER INTROVINI,gray,gray,0
partes,COLIGAÇÃO A FORÇA QUE VEM DO POVO,purple,purple,0
partes,VENILSON VIEIRA DE PAIVA,red,red,0
partes,COLIGAÇÃO DE VOLTA PARA O POVO: A CIDADE SORRINDO DE NOVO,green,green,0
partes,CAMILA VIEIRA DE SOUZA,orange,orange,0
partes,ANTONIO JOSE GUIMARAES JUNIOR,yellow,yellow,0
partes,ELENILSON DE LIMA PEREIRA,default,default,0
partes,IRANILCE COELHO MACIEL,red,red,0
partes,IRANILCE DA SILVA GOMES,default,default,0
partes,IZILDA CRISTIANE ALFAIA DE PAULA,orange,orange,0
