"Rel","Name","Length","Modified","Attributes"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\PESQUISA EMPÍRICA DO DIREITO\Becker, Howard S. - Segredos e Truques da Pesquisa (2014).epub","Becker, Howard S. - Segredos e Truques da Pesquisa (2014).epub","717040","2019-09-18","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\PESQUISA EMPÍRICA DO DIREITO\CASTRO, Alexandre Samy de. - O método quantitativo na pesquisa em direito.pdf","CASTRO, Alexandre Samy de. - O método quantitativo na pesquisa em direito.pdf","398759","2019-09-18","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\PESQUISA EMPÍRICA DO DIREITO\Considerações sobre o projeto.docx","Considerações sobre o projeto.docx","12515","2019-11-23","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\PESQUISA EMPÍRICA DO DIREITO\COSTA, Alexandre Araújo - Controle de constitucionalidade no Brasil - eficácia das políticas de concentração e seletividade.pdf","COSTA, Alexandre Araújo - Controle de constitucionalidade no Brasil - eficácia das políticas de concentração e seletividade.pdf","446576","2019-09-03","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\PESQUISA EMPÍRICA DO DIREITO\COSTA, Alexandre e BENVINDO, Juliano - A quem interessa o controle concentrado de constitucionalidade.pdf","COSTA, Alexandre e BENVINDO, Juliano - A quem interessa o controle concentrado de constitucionalidade.pdf","1264274","2019-09-08","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\PESQUISA EMPÍRICA DO DIREITO\Curso de Metodologia Jurídica (em desenvolvimento).docx","Curso de Metodologia Jurídica (em desenvolvimento).docx","83582","2019-10-17","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\PESQUISA EMPÍRICA DO DIREITO\Cópia de Estatística processual.xlsx","Cópia de Estatística processual.xlsx","15105","2019-11-05","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\PESQUISA EMPÍRICA DO DIREITO\DA ROS, Luciano e TAYLOR, Matthew - Os partidos dentro e fora do poder - a judicialização como resultado contingente da estratégia política.pdf","DA ROS, Luciano e TAYLOR, Matthew - Os partidos dentro e fora do poder - a judicialização como resultado contingente da estratégia política.pdf","310852","2019-09-03","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\PESQUISA EMPÍRICA DO DIREITO\FULGÊNCIO, Henrique Augusto Figueiredo - A quem interessa o controle concentrado da omissão inconstitucional.pdf","FULGÊNCIO, Henrique Augusto Figueiredo - A quem interessa o controle concentrado da omissão inconstitucional.pdf","2809583","2019-09-20","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\PESQUISA EMPÍRICA DO DIREITO\HEVELYN, Ildegard - A ADPF vinte anos depois da Lei n. 9.882_1999.pdf","HEVELYN, Ildegard - A ADPF vinte anos depois da Lei n. 9.882_1999.pdf","2904059","2019-09-20","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\PESQUISA EMPÍRICA DO DIREITO\Lee Epstein and Andrew D. Martin - An introduction to empirical legal research.epub","Lee Epstein and Andrew D. Martin - An introduction to empirical legal research.epub","2521308","2019-09-05","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\PESQUISA EMPÍRICA DO DIREITO\Lee Epstein and Andrew D. Martin - An introduction to empirical legal research.pdf","Lee Epstein and Andrew D. Martin - An introduction to empirical legal research.pdf","5601342","2019-09-05","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\PESQUISA EMPÍRICA DO DIREITO\MACHADO, Maíra Rocha - Pesquisar empiricamente o direito (livro completo).pdf","MACHADO, Maíra Rocha - Pesquisar empiricamente o direito (livro completo).pdf","7825028","2019-09-18","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\PESQUISA EMPÍRICA DO DIREITO\Modelo de projeto (2).docx","Modelo de projeto (2).docx","41220","2019-10-31","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\PESQUISA EMPÍRICA DO DIREITO\Modelo de projeto.docx","Modelo de projeto.docx","41069","2019-10-18","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\PESQUISA EMPÍRICA DO DIREITO\Projeto (avaliação final).docx","Projeto (avaliação final).docx","55230","2019-11-22","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\PESQUISA EMPÍRICA DO DIREITO\Saber Crítico e senso comum teórico dos juristas - LUÍS ALBERTO WARAT.pdf","Saber Crítico e senso comum teórico dos juristas - LUÍS ALBERTO WARAT.pdf","110790","2013-04-24","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\PESQUISA EMPÍRICA DO DIREITO\SADP - Planilha analisada (última versão).xls","SADP - Planilha analisada (última versão).xls","15688704","2020-07-18","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\PESQUISA EMPÍRICA DO DIREITO\The Oxford Handbook of Law and Politics (2008).pdf","The Oxford Handbook of Law and Politics (2008).pdf","32113772","2019-09-18","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\PRÁTICA DO ENSINO E FORMAÇÃO EM DIREITO\La ponderación de bienes e intereses en el derecho administrativo.pptx","La ponderación de bienes e intereses en el derecho administrativo.pptx","292717","2019-06-19","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\PRÁTICA DO ENSINO E FORMAÇÃO EM DIREITO\Prática do ensino e formação em Direito - FABIANO HARTMANN.pdf","Prática do ensino e formação em Direito - FABIANO HARTMANN.pdf","169845","2019-04-12","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\PRÁTICA DO ENSINO E FORMAÇÃO EM DIREITO\Relatório de atividade didática - MAURÍCIO AUGUSTO CHIARAMONTE VIEIRA.docx","Relatório de atividade didática - MAURÍCIO AUGUSTO CHIARAMONTE VIEIRA.docx","36001","2019-06-19","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\PRÁTICA DO ENSINO E FORMAÇÃO EM DIREITO\Relatório de atividade didática - MAURÍCIO AUGUSTO CHIARAMONTE VIEIRA.pdf","Relatório de atividade didática - MAURÍCIO AUGUSTO CHIARAMONTE VIEIRA.pdf","97729","2019-06-19","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\ARABI, Abhner Youssif Mota - Segurança jurídica em matéria eleitoral - desafios no paradigma dos princípios.pdf","ARABI, Abhner Youssif Mota - Segurança jurídica em matéria eleitoral - desafios no paradigma dos princípios.pdf","252327","2020-12-04","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\Aulas de Direito Eleitoral - interrompida COVID19.docx","Aulas de Direito Eleitoral - interrompida COVID19.docx","12656","2020-03-10","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\Aulas de Direito Eleitoral - retomada p. Zoom.docx","Aulas de Direito Eleitoral - retomada p. Zoom.docx","15438","2020-09-11","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\CRUZ, Ederson Rabelo - Lei de inelegibilidades na AIJE.pdf","CRUZ, Ederson Rabelo - Lei de inelegibilidades na AIJE.pdf","181298","2020-12-05","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\FREITAS, Matheus Pimenta de Gravação ambiental - a inconstitucionalidade do uso como mio de prova no Direito Processual Eleitoral.pdf","FREITAS, Matheus Pimenta de Gravação ambiental - a inconstitucionalidade do uso como mio de prova no Direito Processual Eleitoral.pdf","317692","2020-12-05","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\FREITAS, Sarah Roriz de - Candidaturas trans no Brasil - Evolução no século XXI.pdf","FREITAS, Sarah Roriz de - Candidaturas trans no Brasil - Evolução no século XXI.pdf","333629","2020-12-05","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\GOMES, José Jairo - Direito Eleitoral (e-book completo, 14a Ed.).pdf","GOMES, José Jairo - Direito Eleitoral (e-book completo, 14a Ed.).pdf","5457384","2020-08-19","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\LAGE, Fernanda - Propaganda eleitoral 2020 - santinhos não são mais os mesmos.pdf","LAGE, Fernanda - Propaganda eleitoral 2020 - santinhos não são mais os mesmos.pdf","568344","2020-10-25","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\MORAIS, Guilherme Ramos de - Processamento de linguagem natural e precedentes eleitorais.pdf","MORAIS, Guilherme Ramos de - Processamento de linguagem natural e precedentes eleitorais.pdf","426380","2020-12-05","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\SANTOS, Jéssica Guedes; FILHO, Ademar Aprecido da Costa - Aporia da sanção e participação feminina na política.pdf","SANTOS, Jéssica Guedes; FILHO, Ademar Aprecido da Costa - Aporia da sanção e participação feminina na política.pdf","241650","2020-12-04","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\SILVA, Maria Eduarda Andrade - Abuso de poder religioso nas disputas eleitorais.pdf","SILVA, Maria Eduarda Andrade - Abuso de poder religioso nas disputas eleitorais.pdf","258925","2020-12-05","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\SIMÕES, Francisco Gonçalves - Sistema unificado de súmulas de efeito vinculante.pdf","SIMÕES, Francisco Gonçalves - Sistema unificado de súmulas de efeito vinculante.pdf","554667","2020-12-04","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(1) Aula de 25.08.2020\ABBOUD, Georges - Súmula vinculante vs. precedentes - notas para evitar alguns enganos.pdf","ABBOUD, Georges - Súmula vinculante vs. precedentes - notas para evitar alguns enganos.pdf","983926","2020-08-25","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(1) Aula de 25.08.2020\CARVALHO NETO, Tarcisio - A jurisprudência como fonte do direito eleitoral - A força do precedente eleitoral.pdf","CARVALHO NETO, Tarcisio - A jurisprudência como fonte do direito eleitoral - A força do precedente eleitoral.pdf","11841369","2020-08-21","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(1) Aula de 25.08.2020\CARVALHO NETO, Tarcisio - Página faltante.pdf","CARVALHO NETO, Tarcisio - Página faltante.pdf","1453512","2020-07-10","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(1) Aula de 25.08.2020\Relatório - aula de 25.08.2020.pdf","Relatório - aula de 25.08.2020.pdf","441134","2020-08-25","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(1) Aula de 25.08.2020\Relatório aula de 25.08.2020.docx","Relatório aula de 25.08.2020.docx","325274","2020-08-25","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(1) Aula de 25.08.2020\Artigos sugeridos Francisco Simões\BARROS, Anna Flavia Magalhães de Caux - Processo civil - uma análise à luz do direito como integridade de Ronald Dworkin.pdf","BARROS, Anna Flavia Magalhães de Caux - Processo civil - uma análise à luz do direito como integridade de Ronald Dworkin.pdf","296188","2020-08-21","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(1) Aula de 25.08.2020\Artigos sugeridos Francisco Simões\CARDOSO, Oscar Valente - Stare decisis e súmula vinculante - análise comparativa.pdf","CARDOSO, Oscar Valente - Stare decisis e súmula vinculante - análise comparativa.pdf","1086690","2020-08-21","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(1) Aula de 25.08.2020\Artigos sugeridos Francisco Simões\FONTE, Leonardo Avelar - O juiz pode ser a boca do precedente.pdf","FONTE, Leonardo Avelar - O juiz pode ser a boca do precedente.pdf","1728906","2020-08-21","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(1) Aula de 25.08.2020\Artigos sugeridos Francisco Simões\MOUZALAS, Rinaldo; TERCEIRO NETO, João Otávio - Sistema brasilerio de precedentes judiciais obrigatórios e o dir. proc..pdf","MOUZALAS, Rinaldo; TERCEIRO NETO, João Otávio - Sistema brasilerio de precedentes judiciais obrigatórios e o dir. proc..pdf","82161","2020-08-21","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(1) Aula de 25.08.2020\Artigos sugeridos Francisco Simões\OLIVEIRA, Pedro Miranda de - A força das decisões judiciais.pdf","OLIVEIRA, Pedro Miranda de - A força das decisões judiciais.pdf","1566657","2020-08-21","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(1) Aula de 25.08.2020\Artigos sugeridos Francisco Simões\SCHELEDER, Adriana Fasolo Pilati - Precedente e jurisprudência - uma distinção necessária no sistema jurídico.pdf","SCHELEDER, Adriana Fasolo Pilati - Precedente e jurisprudência - uma distinção necessária no sistema jurídico.pdf","279203","2020-08-21","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(10) Aula de 24.11.2020\Relatório aula de 24.11.2020.docx","Relatório aula de 24.11.2020.docx","20252","2020-11-24","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(10) Aula de 24.11.2020\SERRANO, Pascual - Como os meios de comunicação ocutam o mundo.pdf","SERRANO, Pascual - Como os meios de comunicação ocutam o mundo.pdf","1539230","2020-11-24","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(10) Aula de 24.11.2020\SILVEIRA, Hélio; ANDRADE, Marcelo - Remoção conteúdo ilícito na internet - o uso de HASH.pdf.pdf","SILVEIRA, Hélio; ANDRADE, Marcelo - Remoção conteúdo ilícito na internet - o uso de HASH.pdf.pdf","9997657","2020-11-24","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(2) Aula de 01.09.2020\CARVALHO NETO, Tarcisio Vieira de - Liberdade de expressão e propaganda eleitoral (cap. 1).pdf","CARVALHO NETO, Tarcisio Vieira de - Liberdade de expressão e propaganda eleitoral (cap. 1).pdf","20273341","2020-08-26","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(2) Aula de 01.09.2020\RE 637.845 RJ.pdf","RE 637.845 RJ.pdf","1828120","2020-08-26","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(2) Aula de 01.09.2020\Relatório aula de 01.09.2020.docx","Relatório aula de 01.09.2020.docx","121008","2020-09-10","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(2) Aula de 01.09.2020\Relatório aula de 01.09.2020.pdf","Relatório aula de 01.09.2020.pdf","249589","2020-09-13","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(2) Aula de 01.09.2020\Artigos sugeridos Abner Youssif\CASTILHOS, Ângelo Soares - O procedimento de consulta ao tribunal superior eleitoral - o NCPC e a segurança jurídica.pdf","CASTILHOS, Ângelo Soares - O procedimento de consulta ao tribunal superior eleitoral - o NCPC e a segurança jurídica.pdf","133788","2020-08-27","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(2) Aula de 01.09.2020\Artigos sugeridos Abner Youssif\SANTANO, Ana Cláudia - Entre a (in)segurança jurídica, os direitos fundamentais políticos e o ativismo judicial.pdf","SANTANO, Ana Cláudia - Entre a (in)segurança jurídica, os direitos fundamentais políticos e o ativismo judicial.pdf","14555094","2020-08-27","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(3) Aula de 15.09.2020\(artigo) COSTA FILHO, Ademar Aparecido - O estado de exceção não pode ser decretado por aquele que lhe deu causa.pdf","(artigo) COSTA FILHO, Ademar Aparecido - O estado de exceção não pode ser decretado por aquele que lhe deu causa.pdf","1485945","2020-08-27","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(3) Aula de 15.09.2020\9-24 (Várzea Paulista - essa família apóia + número do partido político).pdf","9-24 (Várzea Paulista - essa família apóia + número do partido político).pdf","4761602","2020-09-15","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(3) Aula de 15.09.2020\BUCCI, Daniela - Direito eleitoral e liberdade de expressão (p. 181-196).pdf","BUCCI, Daniela - Direito eleitoral e liberdade de expressão (p. 181-196).pdf","17162605","2020-09-10","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(3) Aula de 15.09.2020\CARVALHO NETO, Tarcisio Vieira - Liberdade de expressão e propagand eleitoral (p. 75-79).pdf","CARVALHO NETO, Tarcisio Vieira - Liberdade de expressão e propagand eleitoral (p. 75-79).pdf","5226803","2020-09-10","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(3) Aula de 15.09.2020\CARVALHO NETO, Tarcisio Vieira - Liberdade de expressão e propagand eleitoral (p. 83-113).pdf","CARVALHO NETO, Tarcisio Vieira - Liberdade de expressão e propagand eleitoral (p. 83-113).pdf","31274957","2020-09-10","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(3) Aula de 15.09.2020\OSÓRIO, Alline - Direito eleitoral e liberdade de expressão (p. 99-125).pdf","OSÓRIO, Alline - Direito eleitoral e liberdade de expressão (p. 99-125).pdf","26944753","2020-09-15","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(3) Aula de 15.09.2020\Relatório aula de 15.09.2020.docx","Relatório aula de 15.09.2020.docx","20659","2020-09-15","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(3) Aula de 15.09.2020\Relatório aula de 15.09.2020.pdf","Relatório aula de 15.09.2020.pdf","537226","2020-10-06","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(3) Aula de 15.09.2020\ROSAS, Eduarda Chacon - O paradoxo da padronização do discurso na internet.pdf","ROSAS, Eduarda Chacon - O paradoxo da padronização do discurso na internet.pdf","11079499","2020-09-15","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(4) Aula de 22.09.2020\Liberdade de expressão e propaganda eleitoral à luz da jurisprudência do TSE.pdf","Liberdade de expressão e propaganda eleitoral à luz da jurisprudência do TSE.pdf","46903276","2020-09-17","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(5) Aula de 06.10.2020\43-46 (Itabaiana - Carro de som).pdf","43-46 (Itabaiana - Carro de som).pdf","2382053","2020-09-13","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(5) Aula de 06.10.2020\9-24 (Várzea Paulista - Essa família apóia e Número do partido).pdf","9-24 (Várzea Paulista - Essa família apóia e Número do partido).pdf","4761683","2020-09-13","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(5) Aula de 06.10.2020\ADI do PSL - Fake news eleitoral.pdf","ADI do PSL - Fake news eleitoral.pdf","229197","2020-10-06","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(5) Aula de 06.10.2020\Relatório - aulas de 22.09.2020 e 06.10.2020.docx","Relatório - aulas de 22.09.2020 e 06.10.2020.docx","22802","2020-10-18","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(5) Aula de 06.10.2020\Relatório - aulas de 22.09.2020 e 06.10.2020.pdf","Relatório - aulas de 22.09.2020 e 06.10.2020.pdf","165796","2020-10-18","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(6) Aula de 20.10.2020\(O GLOBO) - Mulheres sem espaço na política.pdf","(O GLOBO) - Mulheres sem espaço na política.pdf","116332","2020-10-18","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(6) Aula de 20.10.2020\ADI 5617.pdf","ADI 5617.pdf","2296785","2020-10-18","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(6) Aula de 20.10.2020\Aula - Ações afirmativas (trocada).docx","Aula - Ações afirmativas (trocada).docx","21727","2020-09-09","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(6) Aula de 20.10.2020\Relatório aula de 20.10.2020.docx","Relatório aula de 20.10.2020.docx","21016","2020-10-20","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(6) Aula de 20.10.2020\Relatório aula de 20.10.2020.pdf","Relatório aula de 20.10.2020.pdf","158861","2020-10-27","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(6) Aula de 20.10.2020\REspe 19392.pdf","REspe 19392.pdf","12001700","2020-10-18","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(7) Aula de 28.10.2020\(Artigo) COSTA FILHO, Ademar Aparecido et al - Transgressores na Consulta 0604054-58 do TSE.pdf","(Artigo) COSTA FILHO, Ademar Aparecido et al - Transgressores na Consulta 0604054-58 do TSE.pdf","165947","2020-09-10","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(7) Aula de 28.10.2020\APDF 738.pdf","APDF 738.pdf","616057","2020-10-18","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(7) Aula de 28.10.2020\Apresentação de 27.10.2020.pptx","Apresentação de 27.10.2020.pptx","7160537","2020-10-26","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(7) Aula de 28.10.2020\BRANDÃO, Rodrigo - O tratamento social do transexual no Brasil.pdf","BRANDÃO, Rodrigo - O tratamento social do transexual no Brasil.pdf","4406546","2020-10-24","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(7) Aula de 28.10.2020\Cta 0604054-58 (transgêneros).pdf","Cta 0604054-58 (transgêneros).pdf","720997","2020-10-26","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(7) Aula de 28.10.2020\Cta 0604054-58.2017 - Voto Prof. Tarcisio.pdf","Cta 0604054-58.2017 - Voto Prof. Tarcisio.pdf","209052","2020-10-24","4199968"
