data_sessao,tribunal,tipo,num_ordinal,pagina,n_boletim_be,data_boletim,arquivo_destino,origem
1932-05-17,superior,,,2,,1932-07-27,1932-07-27 - BE [99097].pdf,BEs 1932\JULHO\27\99097\00000002.pdf
1932-05-20,superior,,,3,,1932-07-27,1932-07-27 - BE [99097].pdf,BEs 1932\JULHO\27\99097\00000002.pdf
1932-05-25,regional,ordinaria,2,9,,1932-08-10,1932-08-10 - BE [99101].pdf,BEs 1932\AGOSTO\10\99101\00000006.pdf
1932-05-28,superior,ordinaria,,3,,1932-07-27,1932-07-27 - BE [99097].pdf,BEs 1932\JULHO\27\99097\00000002.pdf
1932-06-08,regional,ordinaria,,3,10,1932-08-27,1932-08-27 - BE n010 [99157].pdf,BEs 1932\AGOSTO\27\99157\00000010.pdf
1932-06-17,superior,extraordinaria,1,7,,1932-07-27,1932-07-27 - BE [99097].pdf,BEs 1932\JULHO\27\99097\00000002.pdf
1932-06-18,superior,ordinaria,4,9,,1932-07-27,1932-07-27 - BE [99097].pdf,BEs 1932\JULHO\27\99097\00000002.pdf
1932-06-21,regional,,,7,14,1932-09-21,1932-09-21 - BE n014 [99161].pdf,BEs 1932\SETEMBRO\21\99161\00000014.pdf
1932-06-24,superior,extraordinaria,,11,,1932-07-27,1932-07-27 - BE [99097].pdf,BEs 1932\JULHO\27\99097\00000002.pdf
1932-06-25,superior,ordinaria,,12,,1932-07-27,1932-07-27 - BE [99097].pdf,BEs 1932\JULHO\27\99097\00000002.pdf
1932-06-28,regional,,,8,16,1932-10-05,1932-10-05 - BE n016 [99163].pdf,BEs 1932\OUTUBRO\05\99163\00000016.pdf
1932-07-02,superior,ordinaria,1,14,,1932-07-27,1932-07-27 - BE [99097].pdf,BEs 1932\JULHO\27\99097\00000002.pdf
1932-07-08,regional,,,7,18,1932-10-19,1932-10-19 - BE n018 [99165].pdf,BEs 1932\OUTUBRO\19\99165\00000018.pdf
1932-07-08,superior,extraordinaria,,15,,1932-07-27,1932-07-27 - BE [99097].pdf,BEs 1932\JULHO\27\99097\00000002.pdf
1932-07-09,superior,ordinaria,,15,,1932-07-27,1932-07-27 - BE [99097].pdf,BEs 1932\JULHO\27\99097\00000002.pdf
1932-07-12,regional,,,9,18,1932-10-19,1932-10-19 - BE n018 [99165].pdf,BEs 1932\OUTUBRO\19\99165\00000018.pdf
1932-07-15,superior,extraordinaria,,18,,1932-07-27,1932-07-27 - BE [99097].pdf,BEs 1932\JULHO\27\99097\00000002.pdf
1932-07-16,superior,ordinaria,,16,,1932-07-27,1932-07-27 - BE [99097].pdf,BEs 1932\JULHO\27\99097\00000002.pdf
1932-07-22,superior,extraordinaria,6,2,4,1932-08-03,1932-08-03 - BE n004 [99099].pdf,BEs 1932\AGOSTO\03\99099\00000004.pdf
1932-07-23,superior,ordinaria,9,3,4,1932-08-03,1932-08-03 - BE n004 [99099].pdf,BEs 1932\AGOSTO\03\99099\00000004.pdf
1932-07-26,regional,,,14,4,1932-08-03,1932-08-03 - BE n004 [99099].pdf,BEs 1932\AGOSTO\03\99099\00000004.pdf
1932-07-26,regional,ordinaria,12,7,25,1932-11-23,1932-11-23 - BE n025 [99172].pdf,BEs 1932\NOVEMBRO\23\99172\00000025.pdf
1932-07-29,regional,,13,9,25,1932-11-23,1932-11-23 - BE n025 [99172].pdf,BEs 1932\NOVEMBRO\23\99172\00000025.pdf
1932-07-29,superior,extraordinaria,,2,5,1932-08-08,1932-08-08 - BE n005 [99100].pdf,BEs 1932\AGOSTO\08\99100\00000005.pdf
1932-07-30,superior,ordinaria,,3,5,1932-08-08,1932-08-08 - BE n005 [99100].pdf,BEs 1932\AGOSTO\08\99100\00000005.pdf
1932-08-02,superior,,,11,26,1932-11-26,1932-11-26 - BE n026 [99173].pdf,BEs 1932\NOVEMBRO\26\99173\00000026.pdf
1932-08-02,superior,,14,11,26,1932-11-26,1932-11-26 - BE n026 [99173].pdf,BEs 1932\NOVEMBRO\26\99173\00000026.pdf
1932-08-03,superior,extraordinaria,8,2,,1932-08-10,1932-08-10 - BE [99101].pdf,BEs 1932\AGOSTO\10\99101\00000006.pdf
1932-08-06,superior,ordinaria,,2,7,1932-08-17,1932-08-17 - BE n007 [99102].pdf,BEs 1932\AGOSTO\17\99102\00000007.pdf
1932-08-06,superior,ordinaria,11,2,7,1932-08-17,1932-08-17 - BE n007 [99102].pdf,BEs 1932\AGOSTO\17\99102\00000007.pdf
1932-08-09,superior,,,5,35,1932-12-28,1932-12-28 - BE n035 [99182].pdf,BEs 1932\DEZEMBRO\28\99182\00000035.pdf
1932-08-10,superior,extraordinaria,9,2,8,1932-08-22,1932-08-22 - BE n008 [99103].pdf,BEs 1932\AGOSTO\22\99103\00000008.pdf
1932-08-13,superior,ordinaria,12,9,9,1932-08-24,1932-08-24 - BE n009 [99156].pdf,BEs 1932\AGOSTO\24\99156\00000009.pdf
1932-08-16,superior,,16,6,35,1932-12-28,1932-12-28 - BE n035 [99182].pdf,BEs 1932\DEZEMBRO\28\99182\00000035.pdf
1932-08-19,superior,,17,7,35,1932-12-28,1932-12-28 - BE n035 [99182].pdf,BEs 1932\DEZEMBRO\28\99182\00000035.pdf
1932-08-20,superior,ordinaria,,2,10,1932-08-27,1932-08-27 - BE n010 [99157].pdf,BEs 1932\AGOSTO\27\99157\00000010.pdf
1932-08-20,superior,ordinaria,13,2,10,1932-08-27,1932-08-27 - BE n010 [99157].pdf,BEs 1932\AGOSTO\27\99157\00000010.pdf
1932-08-23,superior,,18,5,28,1933-02-10,1933-02-10 - BE n028 [99304].pdf,BEs 1933\FEVEREIRO\10\99304\00000028.pdf
1932-08-24,superior,,,3,15,1932-09-28,1932-09-28 - BE n015 [99162].pdf,BEs 1932\SETEMBRO\28\99162\00000015.pdf
1932-08-24,superior,extraordinaria,10,2,13,1932-09-14,1932-09-14 - BE n013 [99160].pdf,BEs 1932\SETEMBRO\14\99160\00000013.pdf
1932-08-27,superior,ordinaria,,3,13,1932-09-14,1932-09-14 - BE n013 [99160].pdf,BEs 1932\SETEMBRO\14\99160\00000013.pdf
1932-08-29,superior,,,3,29,1933-02-11,1933-02-11 - BE n029 [99305].pdf,BEs 1933\FEVEREIRO\11\99305\00000029.pdf
1932-09-06,superior,,20,4,29,1933-02-11,1933-02-11 - BE n029 [99305].pdf,BEs 1933\FEVEREIRO\11\99305\00000029.pdf
1932-09-09,superior,,21,5,29,1933-02-11,1933-02-11 - BE n029 [99305].pdf,BEs 1933\FEVEREIRO\11\99305\00000029.pdf
1932-09-10,superior,ordinaria,,2,14,1932-09-21,1932-09-21 - BE n014 [99161].pdf,BEs 1932\SETEMBRO\21\99161\00000014.pdf
1932-09-13,superior,,22,5,29,1933-02-11,1933-02-11 - BE n029 [99305].pdf,BEs 1933\FEVEREIRO\11\99305\00000029.pdf
1932-09-16,superior,,23,6,29,1933-02-11,1933-02-11 - BE n029 [99305].pdf,BEs 1933\FEVEREIRO\11\99305\00000029.pdf
1932-09-17,superior,ordinaria,17,2,15,1932-09-28,1932-09-28 - BE n015 [99162].pdf,BEs 1932\SETEMBRO\28\99162\00000015.pdf
1932-09-20,superior,,24,7,29,1933-02-11,1933-02-11 - BE n029 [99305].pdf,BEs 1933\FEVEREIRO\11\99305\00000029.pdf
1932-09-23,superior,,,3,7,1933-01-17,1933-01-17 - BE n007 [99189].pdf,BEs 1933\JANEIRO\17\99189\00000007.pdf
1932-09-24,superior,ordinaria,,8,16,1932-10-05,1932-10-05 - BE n016 [99163].pdf,BEs 1932\OUTUBRO\05\99163\00000016.pdf
1932-09-27,superior,,26,4,7,1933-01-17,1933-01-17 - BE n007 [99189].pdf,BEs 1933\JANEIRO\17\99189\00000007.pdf
1932-09-30,superior,,,4,7,1933-01-17,1933-01-17 - BE n007 [99189].pdf,BEs 1933\JANEIRO\17\99189\00000007.pdf
1932-10-01,superior,ordinaria,,2,17,1932-10-12,1932-10-12 - BE n017 [99164].pdf,BEs 1932\OUTUBRO\12\99164\00000017.pdf
1932-10-01,superior,ordinaria,19,2,17,1932-10-12,1932-10-12 - BE n017 [99164].pdf,BEs 1932\OUTUBRO\12\99164\00000017.pdf
1932-10-04,superior,,28,5,7,1933-01-17,1933-01-17 - BE n007 [99189].pdf,BEs 1933\JANEIRO\17\99189\00000007.pdf
1932-10-07,superior,,29,8,29,1933-02-11,1933-02-11 - BE n029 [99305].pdf,BEs 1933\FEVEREIRO\11\99305\00000029.pdf
1932-10-11,superior,,30,8,29,1933-02-11,1933-02-11 - BE n029 [99305].pdf,BEs 1933\FEVEREIRO\11\99305\00000029.pdf
1932-10-15,superior,,,3,20,1932-10-26,1932-10-26 - BE n020 [99167].pdf,BEs 1932\OUTUBRO\26\99167\00000020.pdf
1932-10-15,superior,ordinaria,21,2,20,1932-10-26,1932-10-26 - BE n020 [99167].pdf,BEs 1932\OUTUBRO\26\99167\00000020.pdf
1932-10-18,superior,,32,4,30,1933-02-13,1933-02-13 - BE n030 [99306].pdf,BEs 1933\FEVEREIRO\13\99306\00000030.pdf
1932-10-21,superior,,,3,31,1933-02-14,1933-02-14 - BE n031 [99307].pdf,BEs 1933\FEVEREIRO\14\99307\00000031.pdf
1932-10-21,superior,,33,3,31,1933-02-14,1933-02-14 - BE n031 [99307].pdf,BEs 1933\FEVEREIRO\14\99307\00000031.pdf
1932-10-22,superior,ordinaria,22,2,22,1932-11-09,1932-11-09 - BE n022 [99169].pdf,BEs 1932\NOVEMBRO\09\99169\00000022.pdf
1932-10-25,superior,,,3,32,1933-02-15,1933-02-15 - BE n032 [99308].pdf,BEs 1933\FEVEREIRO\15\99308\00000032.pdf
1932-10-25,superior,,34,3,32,1933-02-15,1933-02-15 - BE n032 [99308].pdf,BEs 1933\FEVEREIRO\15\99308\00000032.pdf
1932-10-28,superior,,,2,89,1933-04-26,1933-04-26 - BE n089 [99248].pdf,BEs 1933\ABRIL\26\99248\00000020.pdf
1932-10-29,superior,ordinaria,23,2,25,1932-11-23,1932-11-23 - BE n025 [99172].pdf,BEs 1932\NOVEMBRO\23\99172\00000025.pdf
1932-10-31,superior,,36,3,89,1933-04-26,1933-04-26 - BE n089 [99248].pdf,BEs 1933\ABRIL\26\99248\00000020.pdf
1932-11-01,superior,extraordinaria,11,2,,1932-11-30,1932-11-30 - BE [99174].pdf,BEs 1932\NOVEMBRO\30\99174\00000027.pdf
1932-11-03,superior,,,9,98,1933-05-24,1933-05-24 - BE n098 [99272].pdf,BEs 1933\MAIO\24\99272\00000029.pdf
1932-11-04,superior,,,9,98,1933-05-24,1933-05-24 - BE n098 [99272].pdf,BEs 1933\MAIO\24\99272\00000029.pdf
1932-11-05,superior,ordinaria,,2,,1932-12-03,1932-12-03 - BE [99175].pdf,BEs 1932\DEZEMBRO\03\99175\00000028.pdf
1932-11-05,superior,ordinaria,24,2,,1932-12-03,1932-12-03 - BE [99175].pdf,BEs 1932\DEZEMBRO\03\99175\00000028.pdf
1932-11-11,superior,,39,10,98,1933-05-24,1933-05-24 - BE n098 [99272].pdf,BEs 1933\MAIO\24\99272\00000029.pdf
1932-11-12,superior,ordinaria,25,2,296,1932-12-07,1932-12-07 - BE n296 [99176].pdf,BEs 1932\DEZEMBRO\07\99176\00000029.pdf
1932-11-16,superior,,40,19,99,1933-05-27,1933-05-27 - BE n099 [99273].pdf,BEs 1933\MAIO\27\99273\00000030.pdf
1932-11-18,superior,,41,19,99,1933-05-27,1933-05-27 - BE n099 [99273].pdf,BEs 1933\MAIO\27\99273\00000030.pdf
1932-11-19,superior,,,2,33,1932-12-21,1932-12-21 - BE n033 [99180].pdf,BEs 1932\DEZEMBRO\21\99180\00000033.pdf
1932-11-19,superior,ordinaria,26,2,33,1932-12-21,1932-12-21 - BE n033 [99180].pdf,BEs 1932\DEZEMBRO\21\99180\00000033.pdf
1932-11-21,superior,,,2,33,1932-12-21,1932-12-21 - BE n033 [99180].pdf,BEs 1932\DEZEMBRO\21\99180\00000033.pdf
1932-11-21,superior,extraordinaria,,3,33,1932-12-21,1932-12-21 - BE n033 [99180].pdf,BEs 1932\DEZEMBRO\21\99180\00000033.pdf
1932-11-22,superior,,42,20,99,1933-05-27,1933-05-27 - BE n099 [99273].pdf,BEs 1933\MAIO\27\99273\00000030.pdf
1932-11-24,superior,,,2,33,1932-12-21,1932-12-21 - BE n033 [99180].pdf,BEs 1932\DEZEMBRO\21\99180\00000033.pdf
1932-11-24,superior,extraordinaria,,3,33,1932-12-21,1932-12-21 - BE n033 [99180].pdf,BEs 1932\DEZEMBRO\21\99180\00000033.pdf
1932-11-26,superior,,,2,34,1932-12-24,1932-12-24 - BE n034 [99181].pdf,BEs 1932\DEZEMBRO\24\99181\00000034.pdf
1932-11-26,superior,ordinaria,27,2,34,1932-12-24,1932-12-24 - BE n034 [99181].pdf,BEs 1932\DEZEMBRO\24\99181\00000034.pdf
1932-11-29,regional,,,12,100,1933-05-31,1933-05-31 - BE n100 [99274].pdf,BEs 1933\MAIO\31\99274\00000031.pdf
1932-12-02,regional,,45,12,100,1933-05-31,1933-05-31 - BE n100 [99274].pdf,BEs 1933\MAIO\31\99274\00000031.pdf
1932-12-03,superior,,28,2,1,1933-01-02,1933-01-02 - BE n001 [99183].pdf,BEs 1933\JANEIRO\02\99183\00000001.pdf
1932-12-06,regional,,,8,,1933-06-07,1933-06-07 - BE [99277].pdf,BEs 1933\JUNHO\07\99277\00000001.pdf
1932-12-06,regional,,,8,102,1933-06-07,1933-06-07 - BE n102 [99277].pdf,BEs 1933\JUNHO\07\99277\00000033.pdf
1932-12-07,superior,extraordinaria,15,3,1,1933-01-02,1933-01-02 - BE n001 [99183].pdf,BEs 1933\JANEIRO\02\99183\00000001.pdf
1932-12-09,regional,,,8,,1933-06-07,1933-06-07 - BE [99277].pdf,BEs 1933\JUNHO\07\99277\00000001.pdf
1932-12-09,regional,,,8,102,1933-06-07,1933-06-07 - BE n102 [99277].pdf,BEs 1933\JUNHO\07\99277\00000033.pdf
1932-12-09,superior,ordinaria,29,4,1,1933-01-02,1933-01-02 - BE n001 [99183].pdf,BEs 1933\JANEIRO\02\99183\00000001.pdf
1932-12-12,regional,extraordinaria,,4,112,1933-07-12,1933-07-12 - BE n112 [99357].pdf,BEs 1933\JULHO\12\99357\00000011.pdf
1932-12-13,regional,,,4,112,1933-07-12,1933-07-12 - BE n112 [99357].pdf,BEs 1933\JULHO\12\99357\00000011.pdf
1932-12-13,superior,ordinaria,30,5,1,1933-01-02,1933-01-02 - BE n001 [99183].pdf,BEs 1933\JANEIRO\02\99183\00000001.pdf
1932-12-16,superior,ordinaria,31,2,2,1933-01-04,1933-01-04 - BE n002 [99184].pdf,BEs 1933\JANEIRO\04\99184\00000002.pdf
1932-12-20,regional,,51,5,112,1933-07-12,1933-07-12 - BE n112 [99357].pdf,BEs 1933\JULHO\12\99357\00000011.pdf
1932-12-20,superior,ordinaria,32,2,3,1933-01-07,1933-01-07 - BE n003 [99185].pdf,BEs 1933\JANEIRO\07\99185\00000003.pdf
1932-12-23,regional,,52,5,112,1933-07-12,1933-07-12 - BE n112 [99357].pdf,BEs 1933\JULHO\12\99357\00000011.pdf
1932-12-23,superior,ordinaria,,2,4,1933-01-11,1933-01-11 - BE n004 [99186].pdf,BEs 1933\JANEIRO\11\99186\00000004.pdf
1932-12-27,superior,,53,6,115,1933-07-19,1933-07-19 - BE n115 [99362].pdf,BEs 1933\JULHO\19\99362\00000016.pdf
1932-12-30,superior,,54,6,115,1933-07-19,1933-07-19 - BE n115 [99362].pdf,BEs 1933\JULHO\19\99362\00000016.pdf
1932-12-30,superior,ordinaria,35,3,10,1933-01-20,1933-01-20 - BE n010 [99192].pdf,BEs 1933\JANEIRO\20\99192\00000010.pdf
1933-01-02,superior,ordinaria,,2,,1935-02-10,1935-02-10 - BE [99813].pdf,BEs 1935\FEVEREIRO\10\99813\00000020.pdf
1933-01-03,superior,ordinaria,1,2,11,1933-01-21,1933-01-21 - BE n011 [99193].pdf,BEs 1933\JANEIRO\21\99193\00000011.pdf
1933-01-06,superior,,56,7,115,1933-07-19,1933-07-19 - BE n115 [99362].pdf,BEs 1933\JULHO\19\99362\00000016.pdf
1933-01-06,superior,ordinaria,2,2,12,1933-01-23,1933-01-23 - BE n012 [99194].pdf,BEs 1933\JANEIRO\23\99194\00000012.pdf
1933-01-10,superior,,57,7,115,1933-07-19,1933-07-19 - BE n115 [99362].pdf,BEs 1933\JULHO\19\99362\00000016.pdf
1933-01-10,superior,ordinaria,3,2,13,1933-01-24,1933-01-24 - BE n013 [99195].pdf,BEs 1933\JANEIRO\24\99195\00000013.pdf
1933-01-13,superior,ordinaria,4,2,14,1933-01-25,1933-01-25 - BE n014 [99196].pdf,BEs 1933\JANEIRO\25\99196\00000014.pdf
1933-01-17,superior,,59,8,115,1933-07-19,1933-07-19 - BE n115 [99362].pdf,BEs 1933\JULHO\19\99362\00000016.pdf
1933-01-17,superior,ordinaria,5,2,15,1933-01-26,1933-01-26 - BE n015 [99197].pdf,BEs 1933\JANEIRO\26\99197\00000015.pdf
1933-01-20,superior,,,8,115,1933-07-19,1933-07-19 - BE n115 [99362].pdf,BEs 1933\JULHO\19\99362\00000016.pdf
1933-01-20,superior,ordinaria,6,2,18,1933-01-30,1933-01-30 - BE n018 [99200].pdf,BEs 1933\JANEIRO\30\99200\00000018.pdf
1933-01-24,regional,,,11,131,1933-09-13,1933-09-13 - BE n131 [99535].pdf,BEs 1933\SETEMBRO\13\99535\00000012.pdf
1933-01-24,regional,,61,11,131,1933-09-13,1933-09-13 - BE n131 [99535] (2).pdf,BEs 1933\SETEMBRO\13\99535\00000017 (igual).pdf
1933-01-27,regional,,62,12,131,1933-09-13,1933-09-13 - BE n131 [99535] (2).pdf,BEs 1933\SETEMBRO\13\99535\00000017 (igual).pdf
1933-01-27,regional,,62,12,131,1933-09-13,1933-09-13 - BE n131 [99535].pdf,BEs 1933\SETEMBRO\13\99535\00000012.pdf
1933-01-27,superior,ordinaria,8,2,26,1933-02-08,1933-02-08 - BE n026 [99302].pdf,BEs 1933\FEVEREIRO\08\99302\00000026.pdf
1933-01-31,regional,,63,12,131,1933-09-13,1933-09-13 - BE n131 [99535] (2).pdf,BEs 1933\SETEMBRO\13\99535\00000017 (igual).pdf
1933-01-31,regional,,63,12,131,1933-09-13,1933-09-13 - BE n131 [99535].pdf,BEs 1933\SETEMBRO\13\99535\00000012.pdf
1933-01-31,superior,ordinaria,9,2,27,1933-02-09,1933-02-09 - BE n027 [99303].pdf,BEs 1933\FEVEREIRO\09\99303\00000027.pdf
1933-02-03,regional,,64,12,131,1933-09-13,1933-09-13 - BE n131 [99535] (2).pdf,BEs 1933\SETEMBRO\13\99535\00000017 (igual).pdf
1933-02-03,regional,,64,12,131,1933-09-13,1933-09-13 - BE n131 [99535].pdf,BEs 1933\SETEMBRO\13\99535\00000012.pdf
1933-02-03,superior,ordinaria,10,2,29,1933-02-11,1933-02-11 - BE n029 [99305].pdf,BEs 1933\FEVEREIRO\11\99305\00000029.pdf
1933-02-07,regional,,,9,133,1933-09-20,1933-09-20 - BE n133 [99857].pdf,BEs 1933\SETEMBRO\20\99857\00000014.pdf
1933-02-07,superior,ordinaria,,2,33,1933-02-16,1933-02-16 - BE n033 [99309].pdf,BEs 1933\FEVEREIRO\16\99309\00000033.pdf
1933-02-07,superior,ordinaria,11,2,33,1933-02-16,1933-02-16 - BE n033 [99309].pdf,BEs 1933\FEVEREIRO\16\99309\00000033.pdf
1933-02-10,regional,,,9,133,1933-09-20,1933-09-20 - BE n133 [99857].pdf,BEs 1933\SETEMBRO\20\99857\00000014.pdf
1933-02-10,superior,ordinaria,12,2,36,1933-02-20,1933-02-20 - BE n036 [99312].pdf,BEs 1933\FEVEREIRO\20\99312\00000036.pdf
1933-02-14,regional,,67,10,133,1933-09-20,1933-09-20 - BE n133 [99857].pdf,BEs 1933\SETEMBRO\20\99857\00000014.pdf
1933-02-14,superior,ordinaria,13,2,,1933-02-21,1933-02-21 - BE [99313].pdf,BEs 1933\FEVEREIRO\21\99313\00000037.pdf
1933-02-17,regional,,68,10,133,1933-09-20,1933-09-20 - BE n133 [99857].pdf,BEs 1933\SETEMBRO\20\99857\00000014.pdf
1933-02-17,superior,ordinaria,14,2,40,1933-02-24,1933-02-24 - BE n040 [99316].pdf,BEs 1933\FEVEREIRO\24\99316\00000040.pdf
1933-02-20,superior,extraordinaria,1,2,41,1933-02-25,1933-02-25 - BE n041 [99317].pdf,BEs 1933\FEVEREIRO\25\99317\00000041.pdf
1933-02-21,regional,,,7,134,1933-09-23,1933-09-23 - BE n134 [99858].pdf,BEs 1933\SETEMBRO\23\99858\00000015.pdf
1933-02-21,superior,ordinaria,15,2,43,1933-03-01,1933-03-01 - BE n043 [99319].pdf,BEs 1933\MARÇO\01\99319\00000043.pdf
1933-02-24,regional,,,7,135,1933-09-27,1933-09-27 - BE n135 [99859].pdf,BEs 1933\SETEMBRO\27\99859\00000016.pdf
1933-02-24,superior,ordinaria,16,2,63,1933-03-24,1933-03-24 - BE n063 [99421].pdf,BEs 1933\MARÇO\24\99421\00000063.pdf
1933-03-03,regional,,,7,135,1933-09-27,1933-09-27 - BE n135 [99859].pdf,BEs 1933\SETEMBRO\27\99859\00000016.pdf
1933-03-03,superior,ordinaria,17,2,64,1933-03-25,1933-03-25 - BE n064 [99422].pdf,BEs 1933\MARÇO\25\99422\00000064.pdf
1933-03-07,regional,,,7,135,1933-09-27,1933-09-27 - BE n135 [99859].pdf,BEs 1933\SETEMBRO\27\99859\00000016.pdf
1933-03-07,superior,ordinaria,18,2,65,1933-03-27,1933-03-27 - BE n065 [99423].pdf,BEs 1933\MARÇO\27\99423\00000065.pdf
1933-03-10,regional,,,8,135,1933-09-27,1933-09-27 - BE n135 [99859].pdf,BEs 1933\SETEMBRO\27\99859\00000016.pdf
1933-03-14,regional,,,8,135,1933-09-27,1933-09-27 - BE n135 [99859].pdf,BEs 1933\SETEMBRO\27\99859\00000016.pdf
1933-03-14,superior,ordinaria,20,2,67,1933-03-29,1933-03-29 - BE n067 [99425].pdf,BEs 1933\MARÇO\29\99425\00000067.pdf
1933-03-17,regional,,75,9,135,1933-09-27,1933-09-27 - BE n135 [99859].pdf,BEs 1933\SETEMBRO\27\99859\00000016.pdf
1933-03-17,superior,ordinaria,21,2,68,1933-03-30,1933-03-30 - BE n068 [99426].pdf,BEs 1933\MARÇO\30\99426\00000068.pdf
1933-03-21,regional,,,6,136,1933-09-30,1933-09-30 - BE n136 [99860].pdf,BEs 1933\SETEMBRO\30\99860\00000017.pdf
1933-03-21,regional,,76,6,136,1933-09-30,1933-09-30 - BE n136 [99860].pdf,BEs 1933\SETEMBRO\30\99860\00000017.pdf
1933-03-21,superior,ordinaria,22,2,,1933-03-31,1933-03-31 - BE [99427].pdf,BEs 1933\MARÇO\31\99427\00000069.pdf
1933-03-24,regional,,,6,137,1933-10-04,1933-10-04 - BE n137 [99861].pdf,BEs 1933\OUTUBRO\04\99861\00000018.pdf
1933-03-24,superior,ordinaria,23,2,72,1933-04-04,1933-04-04 - BE n072 [99218].pdf,BEs 1933\ABRIL\04\99218\00000003.pdf
1933-03-28,regional,,78,7,137,1933-10-04,1933-10-04 - BE n137 [99861].pdf,BEs 1933\OUTUBRO\04\99861\00000018.pdf
1933-03-28,superior,ordinaria,24,2,73,1933-04-05,1933-04-05 - BE n073 [99219].pdf,BEs 1933\ABRIL\05\99219\00000004.pdf
1933-03-31,superior,,,8,138,1933-10-07,1933-10-07 - BE n138 [99862].pdf,BEs 1933\OUTUBRO\07\99862\00000019.pdf
1933-03-31,superior,ordinaria,,2,75,1933-04-07,1933-04-07 - BE n075 [99225].pdf,BEs 1933\ABRIL\07\99225\00000006.pdf
1933-03-31,superior,ordinaria,25,2,75,1933-04-07,1933-04-07 - BE n075 [99225].pdf,BEs 1933\ABRIL\07\99225\00000006.pdf
1933-04-04,superior,,80,9,138,1933-10-07,1933-10-07 - BE n138 [99862].pdf,BEs 1933\OUTUBRO\07\99862\00000019.pdf
1933-04-04,superior,ordinaria,26,2,78,1933-04-11,1933-04-11 - BE n078 [99232].pdf,BEs 1933\ABRIL\11\99232\00000009.pdf
1933-04-07,regional,,81,12,139,1933-10-11,1933-10-11 - BE n139 [99863].pdf,BEs 1933\OUTUBRO\11\99863\00000020.pdf
1933-04-07,superior,ordinaria,,4,97,1933-05-20,1933-05-20 - BE n097 [99270].pdf,BEs 1933\MAIO\20\99270\00000028.pdf
1933-04-11,regional,,,13,139,1933-10-11,1933-10-11 - BE n139 [99863].pdf,BEs 1933\OUTUBRO\11\99863\00000020.pdf
1933-04-11,superior,ordinaria,,4,97,1933-05-20,1933-05-20 - BE n097 [99270].pdf,BEs 1933\MAIO\20\99270\00000028.pdf
1933-04-15,regional,,,13,139,1933-10-11,1933-10-11 - BE n139 [99863].pdf,BEs 1933\OUTUBRO\11\99863\00000020.pdf
1933-04-15,superior,ordinaria,29,2,98,1933-05-24,1933-05-24 - BE n098 [99272].pdf,BEs 1933\MAIO\24\99272\00000029.pdf
1933-04-18,regional,,84,14,139,1933-10-11,1933-10-11 - BE n139 [99863].pdf,BEs 1933\OUTUBRO\11\99863\00000020.pdf
1933-04-18,superior,ordinaria,30,3,98,1933-05-24,1933-05-24 - BE n098 [99272].pdf,BEs 1933\MAIO\24\99272\00000029.pdf
1933-04-20,regional,,85,14,139,1933-10-11,1933-10-11 - BE n139 [99863].pdf,BEs 1933\OUTUBRO\11\99863\00000020.pdf
1933-04-20,superior,ordinaria,31,5,99,1933-05-27,1933-05-27 - BE n099 [99273].pdf,BEs 1933\MAIO\27\99273\00000030.pdf
1933-04-22,superior,extraordinaria,2,6,99,1933-05-27,1933-05-27 - BE n099 [99273].pdf,BEs 1933\MAIO\27\99273\00000030.pdf
1933-04-24,regional,extraordinaria,,14,139,1933-10-11,1933-10-11 - BE n139 [99863].pdf,BEs 1933\OUTUBRO\11\99863\00000020.pdf
1933-04-25,regional,,87,15,139,1933-10-11,1933-10-11 - BE n139 [99863].pdf,BEs 1933\OUTUBRO\11\99863\00000020.pdf
1933-04-25,superior,ordinaria,,7,99,1933-05-27,1933-05-27 - BE n099 [99273].pdf,BEs 1933\MAIO\27\99273\00000030.pdf
1933-04-27,regional,extraordinaria,83,15,139,1933-10-11,1933-10-11 - BE n139 [99863].pdf,BEs 1933\OUTUBRO\11\99863\00000020.pdf
1933-04-28,regional,,89,16,139,1933-10-11,1933-10-11 - BE n139 [99863].pdf,BEs 1933\OUTUBRO\11\99863\00000020.pdf
1933-04-28,regional,extraordinaria,90,16,139,1933-10-11,1933-10-11 - BE n139 [99863].pdf,BEs 1933\OUTUBRO\11\99863\00000020.pdf
1933-04-28,superior,ordinaria,33,8,99,1933-05-27,1933-05-27 - BE n099 [99273].pdf,BEs 1933\MAIO\27\99273\00000030.pdf
1933-05-01,regional,extraordinaria,,16,142,1933-10-21,1933-10-21 - BE n142 [99866].pdf,BEs 1933\OUTUBRO\21\99866\00000023.pdf
1933-05-02,regional,,,16,142,1933-10-21,1933-10-21 - BE n142 [99866].pdf,BEs 1933\OUTUBRO\21\99866\00000023.pdf
1933-05-02,superior,ordinaria,34,4,100,1933-05-31,1933-05-31 - BE n100 [99274].pdf,BEs 1933\MAIO\31\99274\00000031.pdf
1933-05-04,regional,extraordinaria,,16,142,1933-10-21,1933-10-21 - BE n142 [99866].pdf,BEs 1933\OUTUBRO\21\99866\00000023.pdf
1933-05-05,superior,ordinaria,35,5,100,1933-05-31,1933-05-31 - BE n100 [99274].pdf,BEs 1933\MAIO\31\99274\00000031.pdf
1933-05-09,superior,ordinaria,36,5,100,1933-05-31,1933-05-31 - BE n100 [99274].pdf,BEs 1933\MAIO\31\99274\00000031.pdf
