data_sessao,tribunal,tipo,num_ordinal,pagina,n_boletim_be,data_boletim,arquivo_destino,origem
1933-11-24,superior,ordinaria,,2,155,1933-12-02,1933-12-02 - BE n155 [99879].pdf,BEs 1933\DEZEMBRO\02\99879\00000036.pdf
1933-11-24,superior,ordinaria,93,2,155,1933-12-02,1933-12-02 - BE n155 [99879].pdf,BEs 1933\DEZEMBRO\02\99879\00000036.pdf
1933-11-25,regional,,,11,100,1933-05-31,1933-05-31 - BE n100 [99274].pdf,BEs 1933\MAIO\31\99274\00000031.pdf
1933-11-28,regional,,,13,17,1934-02-24,1934-02-24 - BE n017 [99396].pdf,BEs 1934\FEVEREIRO\24\99396\00000017.pdf
1933-11-28,superior,ordinaria,,2,153,1933-11-25,1933-11-25 - BE n153 [99877].pdf,BEs 1933\NOVEMBRO\25\99877\00000034.pdf
1933-11-28,superior,ordinaria,94,2,156,1933-12-06,1933-12-06 - BE n156 [99880].pdf,BEs 1933\DEZEMBRO\06\99880\00000037.pdf
1933-12-01,regional,,,13,17,1934-02-24,1934-02-24 - BE n017 [99396].pdf,BEs 1934\FEVEREIRO\24\99396\00000017.pdf
1933-12-01,superior,ordinaria,,2,154,1933-11-29,1933-11-29 - BE n154 [99878].pdf,BEs 1933\NOVEMBRO\29\99878\00000035.pdf
1933-12-05,regional,,,12,18,1934-02-28,1934-02-28 - BE n018 [99397].pdf,BEs 1934\FEVEREIRO\28\99397\00000018.pdf
1933-12-05,superior,ordinaria,,2,158,1933-12-13,1933-12-13 - BE n158 [99882].pdf,BEs 1933\DEZEMBRO\13\99882\00000039.pdf
1933-12-08,regional,,,12,18,1934-02-28,1934-02-28 - BE n018 [99397].pdf,BEs 1934\FEVEREIRO\28\99397\00000018.pdf
1933-12-08,superior,ordinaria,,2,156,1933-12-06,1933-12-06 - BE n156 [99880].pdf,BEs 1933\DEZEMBRO\06\99880\00000037.pdf
1933-12-08,superior,ordinaria,,3,158,1933-12-13,1933-12-13 - BE n158 [99882].pdf,BEs 1933\DEZEMBRO\13\99882\00000039.pdf
1933-12-12,regional,,158,13,18,1934-02-28,1934-02-28 - BE n018 [99397].pdf,BEs 1934\FEVEREIRO\28\99397\00000018.pdf
1933-12-12,superior,ordinaria,,2,157,1933-12-09,1933-12-09 - BE n157 [99881].pdf,BEs 1933\DEZEMBRO\09\99881\00000038.pdf
1933-12-12,superior,ordinaria,98,2,159,1933-12-16,1933-12-16 - BE n159 [99883].pdf,BEs 1933\DEZEMBRO\16\99883\00000040.pdf
1933-12-15,regional,,159,13,18,1934-02-28,1934-02-28 - BE n018 [99397].pdf,BEs 1934\FEVEREIRO\28\99397\00000018.pdf
1933-12-15,superior,ordinaria,,2,161,1933-12-23,1933-12-23 - BE n161 [99885].pdf,BEs 1933\DEZEMBRO\23\99885\00000042.pdf
1933-12-15,superior,ordinaria,99,2,161,1933-12-23,1933-12-23 - BE n161 [99885].pdf,BEs 1933\DEZEMBRO\23\99885\00000042.pdf
1933-12-19,regional,,,13,18,1934-02-28,1934-02-28 - BE n018 [99397].pdf,BEs 1934\FEVEREIRO\28\99397\00000018.pdf
1933-12-19,superior,ordinaria,,2,162,1933-12-27,1933-12-27 - BE n162 [99886].pdf,BEs 1933\DEZEMBRO\27\99886\00000043.pdf
1933-12-19,superior,ordinaria,100,2,162,1933-12-27,1933-12-27 - BE n162 [99886].pdf,BEs 1933\DEZEMBRO\27\99886\00000043.pdf
1933-12-22,regional,,161,14,18,1934-02-28,1934-02-28 - BE n018 [99397].pdf,BEs 1934\FEVEREIRO\28\99397\00000018.pdf
1933-12-22,superior,ordinaria,,2,163,1933-12-30,1933-12-30 - BE n163 [99887].pdf,BEs 1933\DEZEMBRO\30\99887\00000044.pdf
1933-12-22,superior,ordinaria,101,2,163,1933-12-30,1933-12-30 - BE n163 [99887].pdf,BEs 1933\DEZEMBRO\30\99887\00000044.pdf
1933-12-26,regional,,162,14,18,1934-02-28,1934-02-28 - BE n018 [99397].pdf,BEs 1934\FEVEREIRO\28\99397\00000018.pdf
1933-12-29,regional,,163,14,18,1934-02-28,1934-02-28 - BE n018 [99397].pdf,BEs 1934\FEVEREIRO\28\99397\00000018.pdf
1933-12-29,superior,ordinaria,103,2,1,1934-01-03,1934-01-03 - BE n001 [99364].pdf,BEs 1934\JANEIRO\03\99364\00000001.pdf
1934-01-02,superior,ordinaria,,2,3,1934-01-10,1934-01-10 - BE n003 [99366].pdf,BEs 1934\JANEIRO\10\99366\00000003.pdf
1934-01-02,superior,ordinaria,,2,8,1934-01-25,1934-01-25 - BE n008 [99371].pdf,BEs 1934\JANEIRO\25\99371\00000008.pdf
1934-01-05,superior,ordinaria,,2,4,1934-01-13,1934-01-13 - BE n004 [99367].pdf,BEs 1934\JANEIRO\13\99367\00000004.pdf
1934-01-05,superior,ordinaria,2,2,4,1934-01-13,1934-01-13 - BE n004 [99367].pdf,BEs 1934\JANEIRO\13\99367\00000004.pdf
1934-01-09,superior,ordinaria,,2,5,1934-01-17,1934-01-17 - BE n005 [99368].pdf,BEs 1934\JANEIRO\17\99368\00000005.pdf
1934-01-12,superior,ordinaria,,2,6,1934-01-20,1934-01-20 - BE n006 [99369].pdf,BEs 1934\JANEIRO\20\99369\00000006.pdf
1934-01-16,superior,ordinaria,,2,10,1934-01-31,1934-01-31 - BE n010 [99373].pdf,BEs 1934\JANEIRO\31\99373\00000010.pdf
1934-01-19,superior,ordinaria,6,3,10,1934-01-31,1934-01-31 - BE n010 [99373].pdf,BEs 1934\JANEIRO\31\99373\00000010.pdf
1934-01-20,superior,ordinaria,,5,19,1934-03-03,1934-03-03 - BE n019 [99398].pdf,BEs 1934\MARÇO\03\99398\00000019.pdf
1934-01-23,superior,ordinaria,,2,11,1934-02-03,1934-02-03 - BE n011 [99374].pdf,BEs 1934\FEVEREIRO\03\99374\00000011.pdf
1934-01-23,superior,ordinaria,7,2,11,1934-02-03,1934-02-03 - BE n011 [99374].pdf,BEs 1934\FEVEREIRO\03\99374\00000011.pdf
1934-01-30,superior,ordinaria,9,2,14,1934-02-14,1934-02-14 - BE n014 [99377].pdf,BEs 1934\FEVEREIRO\14\99377\00000014.pdf
1934-02-02,superior,ordinaria,,3,14,1934-02-14,1934-02-14 - BE n014 [99377].pdf,BEs 1934\FEVEREIRO\14\99377\00000014.pdf
1934-02-06,superior,ordinaria,,5,15,1934-02-17,1934-02-17 - BE n015 [99378].pdf,BEs 1934\FEVEREIRO\17\99378\00000015.pdf
1934-02-06,superior,ordinaria,11,5,15,1934-02-17,1934-02-17 - BE n015 [99378].pdf,BEs 1934\FEVEREIRO\17\99378\00000015.pdf
1934-02-09,superior,ordinaria,12,2,16,1934-02-21,1934-02-21 - BE n016 [99379].pdf,BEs 1934\FEVEREIRO\21\99379\00000016.pdf
1934-02-09,superior,ordinaria,12,4,17,1934-02-24,1934-02-24 - BE n017 [99396].pdf,BEs 1934\FEVEREIRO\24\99396\00000017.pdf
1934-02-16,superior,ordinaria,,2,17,1934-02-24,1934-02-24 - BE n017 [99396].pdf,BEs 1934\FEVEREIRO\24\99396\00000017.pdf
1934-02-16,superior,ordinaria,13,2,17,1934-02-24,1934-02-24 - BE n017 [99396].pdf,BEs 1934\FEVEREIRO\24\99396\00000017.pdf
1934-02-20,superior,ordinaria,14,2,18,1934-02-28,1934-02-28 - BE n018 [99397].pdf,BEs 1934\FEVEREIRO\28\99397\00000018.pdf
1934-02-23,regional,,177,6,30,1934-04-07,1934-04-07 - BE n030 [99409].pdf,BEs 1934\ABRIL\07\99409\00000030.pdf
1934-02-23,superior,ordinaria,15,5,23,1934-03-17,1934-03-17 - BE n023 [99402].pdf,BEs 1934\MARÇO\17\99402\00000023.pdf
1934-02-27,regional,,,7,30,1934-04-07,1934-04-07 - BE n030 [99409].pdf,BEs 1934\ABRIL\07\99409\00000030.pdf
1934-02-27,superior,ordinaria,16,5,23,1934-03-17,1934-03-17 - BE n023 [99402].pdf,BEs 1934\MARÇO\17\99402\00000023.pdf
1934-03-02,regional,,,7,30,1934-04-07,1934-04-07 - BE n030 [99409].pdf,BEs 1934\ABRIL\07\99409\00000030.pdf
1934-03-06,superior,ordinaria,,6,23,1934-03-17,1934-03-17 - BE n023 [99402].pdf,BEs 1934\MARÇO\17\99402\00000023.pdf
1934-03-09,regional,,181,10,31,1934-04-11,1934-04-11 - BE n031 [99410].pdf,BEs 1934\ABRIL\11\99410\00000031.pdf
1934-03-09,superior,ordinaria,,6,23,1934-03-17,1934-03-17 - BE n023 [99402].pdf,BEs 1934\MARÇO\17\99402\00000023.pdf
1934-03-13,regional,,182,10,31,1934-04-11,1934-04-11 - BE n031 [99410].pdf,BEs 1934\ABRIL\11\99410\00000031.pdf
1934-03-13,superior,ordinaria,,2,27,1934-03-28,1934-03-28 - BE n027 [99406].pdf,BEs 1934\MARÇO\28\99406\00000027.pdf
1934-03-13,superior,ordinaria,20,2,27,1934-03-28,1934-03-28 - BE n027 [99406].pdf,BEs 1934\MARÇO\28\99406\00000027.pdf
1934-03-16,regional,,183,11,31,1934-04-11,1934-04-11 - BE n031 [99410].pdf,BEs 1934\ABRIL\11\99410\00000031.pdf
1934-03-16,superior,ordinaria,,3,30,1934-04-07,1934-04-07 - BE n030 [99409].pdf,BEs 1934\ABRIL\07\99409\00000030.pdf
1934-03-20,regional,,184,12,31,1934-04-11,1934-04-11 - BE n031 [99410].pdf,BEs 1934\ABRIL\11\99410\00000031.pdf
1934-03-20,superior,ordinaria,,3,30,1934-04-07,1934-04-07 - BE n030 [99409].pdf,BEs 1934\ABRIL\07\99409\00000030.pdf
1934-03-23,regional,,185,12,31,1934-04-11,1934-04-11 - BE n031 [99410].pdf,BEs 1934\ABRIL\11\99410\00000031.pdf
1934-03-23,superior,ordinaria,,3,30,1934-04-07,1934-04-07 - BE n030 [99409].pdf,BEs 1934\ABRIL\07\99409\00000030.pdf
1934-03-27,regional,,186,12,31,1934-04-11,1934-04-11 - BE n031 [99410].pdf,BEs 1934\ABRIL\11\99410\00000031.pdf
1934-03-27,superior,ordinaria,,3,30,1934-04-07,1934-04-07 - BE n030 [99409].pdf,BEs 1934\ABRIL\07\99409\00000030.pdf
1934-03-31,regional,,187,10,33,1934-04-18,1934-04-18 - BE n033 [99412].pdf,BEs 1934\ABRIL\18\99412\00000033.pdf
1934-03-31,superior,ordinaria,,2,31,1934-04-11,1934-04-11 - BE n031 [99410].pdf,BEs 1934\ABRIL\11\99410\00000031.pdf
1934-03-31,superior,ordinaria,25,2,31,1934-04-11,1934-04-11 - BE n031 [99410].pdf,BEs 1934\ABRIL\11\99410\00000031.pdf
1934-04-03,regional,,188,11,33,1934-04-18,1934-04-18 - BE n033 [99412].pdf,BEs 1934\ABRIL\18\99412\00000033.pdf
1934-04-03,superior,ordinaria,26,2,33,1934-04-18,1934-04-18 - BE n033 [99412].pdf,BEs 1934\ABRIL\18\99412\00000033.pdf
1934-04-06,regional,,,11,33,1934-04-18,1934-04-18 - BE n033 [99412].pdf,BEs 1934\ABRIL\18\99412\00000033.pdf
1934-04-06,superior,ordinaria,,2,33,1934-04-18,1934-04-18 - BE n033 [99412].pdf,BEs 1934\ABRIL\18\99412\00000033.pdf
1934-04-10,superior,ordinaria,28,2,34,1934-04-20,1934-04-20 - BE n034 [99479].pdf,BEs 1934\ABRIL\20\99479\00000034.pdf
1934-04-13,superior,ordinaria,,2,36,1934-04-28,1934-04-28 - BE n036 [99481].pdf,BEs 1934\ABRIL\28\99481\00000036.pdf
1934-04-17,superior,ordinaria,30,3,36,1934-04-28,1934-04-28 - BE n036 [99481].pdf,BEs 1934\ABRIL\28\99481\00000036.pdf
1934-04-27,superior,ordinaria,33,1,42,1934-05-12,1934-05-12 - BE n042 [30f60564].pdf,BEs 1934\MAIO\1934_boletim_eleitoral_a3_n42.pdf
1934-05-02,superior,ordinaria,34,2,42,1934-05-12,1934-05-12 - BE n042 [30f60564].pdf,BEs 1934\MAIO\1934_boletim_eleitoral_a3_n42.pdf
1934-05-04,superior,ordinaria,35,2,42,1934-05-12,1934-05-12 - BE n042 [30f60564].pdf,BEs 1934\MAIO\1934_boletim_eleitoral_a3_n42.pdf
1934-05-08,superior,ordinaria,30,2,42,1934-05-12,1934-05-12 - BE n042 [30f60564].pdf,BEs 1934\MAIO\1934_boletim_eleitoral_a3_n42.pdf
1934-05-11,regional,,,7,45,1934-05-30,1934-05-30 - BE n045 [99436].pdf,BEs 1934\MAIO\30\99436\00000009.pdf
1934-05-11,superior,,,3,45,1934-05-30,1934-05-30 - BE n045 [99436].pdf,BEs 1934\MAIO\30\99436\00000009.pdf
1934-05-15,superior,ordinaria,39,3,45,1934-05-30,1934-05-30 - BE n045 [99436].pdf,BEs 1934\MAIO\30\99436\00000009.pdf
1934-05-18,regional,,,7,45,1934-05-30,1934-05-30 - BE n045 [99436].pdf,BEs 1934\MAIO\30\99436\00000009.pdf
1934-05-22,superior,ordinaria,,3,45,1934-05-30,1934-05-30 - BE n045 [99436].pdf,BEs 1934\MAIO\30\99436\00000009.pdf
1934-05-25,superior,ordinaria,,3,,1934-06-06,1934-06-06 - BE [99561].pdf,BEs 1934\JUNHO\06\99561\00000011.pdf
1934-05-29,superior,ordinaria,,4,,1934-06-06,1934-06-06 - BE [99561].pdf,BEs 1934\JUNHO\06\99561\00000011.pdf
1934-06-01,superior,ordinaria,,2,48,1934-06-09,1934-06-09 - BE n048 [99562].pdf,BEs 1934\JUNHO\09\99562\00000012.pdf
1934-06-01,superior,ordinaria,43,2,48,1934-06-09,1934-06-09 - BE n048 [99562].pdf,BEs 1934\JUNHO\09\99562\00000012.pdf
1934-06-05,superior,ordinaria,,3,55,1934-06-27,1934-06-27 - BE n055 [99570].pdf,BEs 1934\JUNHO\27\99570\00000020.pdf
1934-06-08,superior,ordinaria,45,4,55,1934-06-27,1934-06-27 - BE n055 [99570].pdf,BEs 1934\JUNHO\27\99570\00000020.pdf
1934-06-12,regional,,,17,59,1934-07-11,1934-07-11 - BE n059 [090f2418].pdf,BEs 1934\JULHO\1934_boletim_eleitoral_a3_n59.pdf
1934-06-12,superior,ordinaria,,4,55,1934-06-27,1934-06-27 - BE n055 [99570].pdf,BEs 1934\JUNHO\27\99570\00000020.pdf
1934-06-15,superior,ordinaria,,5,55,1934-06-27,1934-06-27 - BE n055 [99570].pdf,BEs 1934\JUNHO\27\99570\00000020.pdf
1934-06-19,superior,ordinaria,48,2,59,1934-07-11,1934-07-11 - BE n059 [090f2418].pdf,BEs 1934\JULHO\1934_boletim_eleitoral_a3_n59.pdf
1934-06-26,superior,ordinaria,50,3,59,1934-07-11,1934-07-11 - BE n059 [090f2418].pdf,BEs 1934\JULHO\1934_boletim_eleitoral_a3_n59.pdf
1934-07-27,superior,extraordinaria,,2,71,1934-08-13,1934-08-13 - BE n071 [99604].pdf,BEs 1934\AGOSTO\13\99604\00000006.pdf
1934-07-31,superior,ordinaria,57,3,71,1934-08-13,1934-08-13 - BE n071 [99604].pdf,BEs 1934\AGOSTO\13\99604\00000006.pdf
1934-08-07,superior,ordinaria,,2,,1934-08-15,1934-08-15 - BE [99616].pdf,BEs 1934\AGOSTO\15\99616\00000008.pdf
1934-08-21,superior,ordinaria,,2,95,1934-09-17,1934-09-17 - BE n095 [99642].pdf,BEs 1934\SETEMBRO\17\99642\00000007.pdf
1934-08-22,superior,,,3,95,1934-09-17,1934-09-17 - BE n095 [99642].pdf,BEs 1934\SETEMBRO\17\99642\00000007.pdf
1934-08-24,superior,extraordinaria,,2,,1934-09-19,1934-09-19 - BE [99647].pdf,BEs 1934\SETEMBRO\19\99647\00000008.pdf
1934-08-28,superior,,,3,98,1934-09-24,1934-09-24 - BE n098 [99656].pdf,BEs 1934\SETEMBRO\24\99656\00000010.pdf
1934-08-28,superior,ordinaria,,2,,1934-09-21,1934-09-21 - BE [99653].pdf,BEs 1934\SETEMBRO\21\99653\00000009.pdf
1934-09-04,superior,ordinaria,,4,,1934-09-21,1934-09-21 - BE [99653].pdf,BEs 1934\SETEMBRO\21\99653\00000009.pdf
1934-09-08,superior,extraordinaria,,5,,1934-09-21,1934-09-21 - BE [99653].pdf,BEs 1934\SETEMBRO\21\99653\00000009.pdf
1934-09-11,superior,ordinaria,,6,,1934-09-21,1934-09-21 - BE [99653].pdf,BEs 1934\SETEMBRO\21\99653\00000009.pdf
1934-09-18,superior,ordinaria,,2,99,1934-09-26,1934-09-26 - BE n099 [99658].pdf,BEs 1934\SETEMBRO\26\99658\00000011.pdf
1934-09-28,superior,extraordinaria,,3,111,1934-10-20,1934-10-20 - BE n111 [99679].pdf,BEs 1934\OUTUBRO\20\99679\00000013.pdf
1934-10-01,superior,extraordinaria,,6,111,1934-10-20,1934-10-20 - BE n111 [99679].pdf,BEs 1934\OUTUBRO\20\99679\00000013.pdf
1934-10-02,superior,,,4,111,1934-10-20,1934-10-20 - BE n111 [99679].pdf,BEs 1934\OUTUBRO\20\99679\00000013.pdf
1934-10-08,superior,extraordinaria,,2,112,1934-10-24,1934-10-24 - BE n112 [99680].pdf,BEs 1934\OUTUBRO\24\99680\00000014.pdf
1934-10-09,superior,ordinaria,66,2,112,1934-10-24,1934-10-24 - BE n112 [99680].pdf,BEs 1934\OUTUBRO\24\99680\00000014.pdf
1934-10-11,superior,extraordinaria,,16,11,1935-02-06,1935-02-06 - BE n011 [99810].pdf,BEs 1935\FEVEREIRO\06\99810\00000017.pdf
1934-10-12,superior,extraordinaria,,16,11,1935-02-06,1935-02-06 - BE n011 [99810].pdf,BEs 1935\FEVEREIRO\06\99810\00000017.pdf
1934-10-13,superior,extraordinaria,,17,11,1935-02-06,1935-02-06 - BE n011 [99810].pdf,BEs 1935\FEVEREIRO\06\99810\00000017.pdf
1934-10-16,superior,ordinaria,,17,11,1935-02-06,1935-02-06 - BE n011 [99810].pdf,BEs 1935\FEVEREIRO\06\99810\00000017.pdf
1934-10-26,superior,extraordinaria,15,18,11,1935-02-06,1935-02-06 - BE n011 [99810].pdf,BEs 1935\FEVEREIRO\06\99810\00000017.pdf
1934-10-30,superior,ordinaria,,19,11,1935-02-06,1935-02-06 - BE n011 [99810].pdf,BEs 1935\FEVEREIRO\06\99810\00000017.pdf
1934-11-03,superior,extraordinaria,,19,11,1935-02-06,1935-02-06 - BE n011 [99810].pdf,BEs 1935\FEVEREIRO\06\99810\00000017.pdf
1934-11-06,superior,,,3,18,1935-02-08,1935-02-08 - BE n018 [99811].pdf,BEs 1935\FEVEREIRO\08\99811\00000018.pdf
1934-11-06,superior,ordinaria,,20,11,1935-02-06,1935-02-06 - BE n011 [99810].pdf,BEs 1935\FEVEREIRO\06\99810\00000017.pdf
1934-11-09,superior,extraordinaria,1,3,18,1935-02-08,1935-02-08 - BE n018 [99811].pdf,BEs 1935\FEVEREIRO\08\99811\00000018.pdf
1934-11-09,superior,extraordinaria,17,2,19,1935-02-09,1935-02-09 - BE n019 [99812].pdf,BEs 1935\FEVEREIRO\09\99812\00000019.pdf
1934-11-10,superior,extraordinaria,,21,11,1935-02-06,1935-02-06 - BE n011 [99810].pdf,BEs 1935\FEVEREIRO\06\99810\00000017.pdf
1934-11-13,superior,,255,5,18,1935-02-08,1935-02-08 - BE n018 [99811].pdf,BEs 1935\FEVEREIRO\08\99811\00000018.pdf
1934-11-13,superior,ordinaria,,20,11,1935-02-06,1935-02-06 - BE n011 [99810].pdf,BEs 1935\FEVEREIRO\06\99810\00000017.pdf
1934-11-16,superior,extraordinaria,,6,18,1935-02-08,1935-02-08 - BE n018 [99811].pdf,BEs 1935\FEVEREIRO\08\99811\00000018.pdf
1934-11-20,superior,ordinaria,,2,18,1935-02-08,1935-02-08 - BE n018 [99811].pdf,BEs 1935\FEVEREIRO\08\99811\00000018.pdf
1934-11-23,superior,extraordinaria,,2,18,1935-02-08,1935-02-08 - BE n018 [99811].pdf,BEs 1935\FEVEREIRO\08\99811\00000018.pdf
1934-11-27,superior,ordinaria,78,4,19,1935-02-09,1935-02-09 - BE n019 [99812].pdf,BEs 1935\FEVEREIRO\09\99812\00000019.pdf
1934-11-30,superior,extraordinaria,,5,19,1935-02-09,1935-02-09 - BE n019 [99812].pdf,BEs 1935\FEVEREIRO\09\99812\00000019.pdf
1934-12-05,superior,extraordinaria,,21,52,1935-04-27,1935-04-27 - BE n052 [99719].pdf,BEs 1935\ABRIL\27\99719\00000023.pdf
1934-12-18,superior,ordinaria,,9,19,1935-02-09,1935-02-09 - BE n019 [99812].pdf,BEs 1935\FEVEREIRO\09\99812\00000019.pdf
1934-12-22,superior,extraordinaria,,10,19,1935-02-09,1935-02-09 - BE n019 [99812].pdf,BEs 1935\FEVEREIRO\09\99812\00000019.pdf
1934-12-23,superior,extraordinaria,,7,18,1935-02-08,1935-02-08 - BE n018 [99811].pdf,BEs 1935\FEVEREIRO\08\99811\00000018.pdf
1934-12-24,superior,ordinaria,,11,19,1935-02-09,1935-02-09 - BE n019 [99812].pdf,BEs 1935\FEVEREIRO\09\99812\00000019.pdf
1935-01-10,regional,extraordinaria,,15,33,1935-03-13,1935-03-13 - BE n033 [99700].pdf,BEs 1935\MARÇO\13\99700\00000004.pdf
1935-01-15,superior,ordinaria,3,13,19,1935-02-09,1935-02-09 - BE n019 [99812].pdf,BEs 1935\FEVEREIRO\09\99812\00000019.pdf
1935-01-16,regional,,5,15,33,1935-03-13,1935-03-13 - BE n033 [99700].pdf,BEs 1935\MARÇO\13\99700\00000004.pdf
1935-01-22,superior,ordinaria,4,14,19,1935-02-09,1935-02-09 - BE n019 [99812].pdf,BEs 1935\FEVEREIRO\09\99812\00000019.pdf
1935-01-25,superior,extraordinaria,,15,19,1935-02-09,1935-02-09 - BE n019 [99812].pdf,BEs 1935\FEVEREIRO\09\99812\00000019.pdf
1935-01-30,regional,,7,16,33,1935-03-13,1935-03-13 - BE n033 [99700].pdf,BEs 1935\MARÇO\13\99700\00000004.pdf
1935-02-09,superior,ordinaria,,4,21,1935-02-13,1935-02-13 - BE n021 [99814].pdf,BEs 1935\FEVEREIRO\13\99814\00000021.pdf
1935-02-15,superior,ordinaria,,2,26,1935-02-22,1935-02-22 - BE n026 [99819].pdf,BEs 1935\FEVEREIRO\22\99819\00000026.pdf
1935-02-25,superior,,,3,30,1935-03-02,1935-03-02 - BE n030 [99697].pdf,BEs 1935\MARÇO\02\99697\00000001.pdf
1935-03-13,superior,,10,1,40,1935-03-27,1935-03-27 - BE n040 [e277bf1f].pdf,BEs 1935\MARÇO\1935_boletim_eleitoral_a4_n40.pdf
1935-03-20,superior,ordinaria,22,3,40,1935-03-27,1935-03-27 - BE n040 [e277bf1f].pdf,BEs 1935\MARÇO\1935_boletim_eleitoral_a4_n40.pdf
1935-03-27,superior,,,3,80,1935-07-18,1935-07-18 - BE n080 [99763].pdf,BEs 1935\JULHO\18\99763\00000007.pdf
1935-04-03,superior,,,4,80,1935-07-18,1935-07-18 - BE n080 [99763].pdf,BEs 1935\JULHO\18\99763\00000007.pdf
1935-04-05,superior,,,3,55,1935-05-08,1935-05-08 - BE n055 [99738].pdf,BEs 1935\MAIO\08\99738\00000003.pdf
1935-04-10,superior,,,4,80,1935-07-18,1935-07-18 - BE n080 [99763].pdf,BEs 1935\JULHO\18\99763\00000007.pdf
1935-04-12,superior,ordinaria,32,2,49,1935-04-20,1935-04-20 - BE n049 [99716].pdf,BEs 1935\ABRIL\20\99716\00000020.pdf
1935-04-15,superior,ordinaria,33,3,49,1935-04-20,1935-04-20 - BE n049 [99716].pdf,BEs 1935\ABRIL\20\99716\00000020.pdf
1935-04-16,superior,extraordinaria,10,3,49,1935-04-20,1935-04-20 - BE n049 [99716].pdf,BEs 1935\ABRIL\20\99716\00000020.pdf
1935-04-17,superior,ordinaria,34,2,52,1935-04-27,1935-04-27 - BE n052 [99719].pdf,BEs 1935\ABRIL\27\99719\00000023.pdf
1935-04-22,superior,ordinaria,35,3,52,1935-04-27,1935-04-27 - BE n052 [99719].pdf,BEs 1935\ABRIL\27\99719\00000023.pdf
1935-04-23,superior,extraordinaria,11,2,,1935-05-05,1935-05-05 - BE [99737].pdf,BEs 1935\MAIO\05\99737\00000002.pdf
1935-04-24,superior,ordinaria,36,3,,1935-05-05,1935-05-05 - BE [99737].pdf,BEs 1935\MAIO\05\99737\00000002.pdf
1935-04-26,superior,ordinaria,37,4,,1935-05-05,1935-05-05 - BE [99737].pdf,BEs 1935\MAIO\05\99737\00000002.pdf
1935-04-27,superior,extraordinaria,13,5,,1935-05-05,1935-05-05 - BE [99737].pdf,BEs 1935\MAIO\05\99737\00000002.pdf
1935-04-29,superior,ordinaria,38,5,,1935-05-05,1935-05-05 - BE [99737].pdf,BEs 1935\MAIO\05\99737\00000002.pdf
1935-05-02,superior,ordinaria,39,2,55,1935-05-08,1935-05-08 - BE n055 [99738].pdf,BEs 1935\MAIO\08\99738\00000003.pdf
1935-05-03,superior,ordinaria,,2,66,1935-06-12,1935-06-12 - BE n066 [99749].pdf,BEs 1935\JUNHO\12\99749\00000014.pdf
1935-05-03,superior,ordinaria,40,2,55,1935-05-08,1935-05-08 - BE n055 [99738].pdf,BEs 1935\MAIO\08\99738\00000003.pdf
1935-05-04,superior,extraordinaria,,2,55,1935-05-08,1935-05-08 - BE n055 [99738].pdf,BEs 1935\MAIO\08\99738\00000003.pdf
1935-05-08,superior,ordinaria,42,2,,1935-05-11,1935-05-11 - BE [99739].pdf,BEs 1935\MAIO\11\99739\00000004.pdf
1935-05-14,superior,extraordinaria,18,2,,1935-05-18,1935-05-18 - BE [99741].pdf,BEs 1935\MAIO\18\99741\00000006.pdf
1935-05-15,superior,ordinaria,5,2,,1935-05-18,1935-05-18 - BE [99741].pdf,BEs 1935\MAIO\18\99741\00000006.pdf
1935-05-17,superior,ordinaria,46,3,60,1935-05-25,1935-05-25 - BE n060 [99743].pdf,BEs 1935\MAIO\25\99743\00000008.pdf
1935-05-20,superior,ordinaria,,2,,1935-05-29,1935-05-29 - BE [99744].pdf,BEs 1935\MAIO\29\99744\00000009.pdf
1935-05-21,superior,extraordinaria,20,4,60,1935-05-25,1935-05-25 - BE n060 [99743].pdf,BEs 1935\MAIO\25\99743\00000008.pdf
1935-05-23,superior,extraordinaria,,2,,1935-05-29,1935-05-29 - BE [99744].pdf,BEs 1935\MAIO\29\99744\00000009.pdf
1935-05-24,superior,ordinaria,49,3,,1935-05-29,1935-05-29 - BE [99744].pdf,BEs 1935\MAIO\29\99744\00000009.pdf
1935-05-29,superior,ordinaria,21,2,64,1935-06-05,1935-06-05 - BE n064 [99747].pdf,BEs 1935\JUNHO\05\99747\00000012.pdf
1935-05-31,superior,ordinaria,,2,66,1935-06-12,1935-06-12 - BE n066 [99749].pdf,BEs 1935\JUNHO\12\99749\00000014.pdf
1935-06-05,superior,ordinaria,,3,66,1935-06-12,1935-06-12 - BE n066 [99749].pdf,BEs 1935\JUNHO\12\99749\00000014.pdf
1935-06-07,superior,ordinaria,,2,69,1935-06-22,1935-06-22 - BE n069 [99752].pdf,BEs 1935\JUNHO\22\99752\00000017.pdf
1935-06-10,superior,ordinaria,56,2,70,1935-06-25,1935-06-25 - BE n070 [99753].pdf,BEs 1935\JUNHO\25\99753\00000018.pdf
1935-06-12,superior,ordinaria,,2,70,1935-06-25,1935-06-25 - BE n070 [99753].pdf,BEs 1935\JUNHO\25\99753\00000018.pdf
1935-06-14,superior,ordinaria,58,3,70,1935-06-25,1935-06-25 - BE n070 [99753].pdf,BEs 1935\JUNHO\25\99753\00000018.pdf
1935-06-17,superior,ordinaria,,2,73,1935-06-29,1935-06-29 - BE n073 [99756].pdf,BEs 1935\JUNHO\29\99756\00000021.pdf
1935-06-19,superior,ordinaria,60,3,73,1935-06-29,1935-06-29 - BE n073 [99756].pdf,BEs 1935\JUNHO\29\99756\00000021.pdf
