"Acao","De","Para"
"Mover","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\AGEL\Despachos e Informações\AGEL - informação SEI 2024.00.000003583-8 - voto de jovens em privação de liberdade (Coalizão Socioeducação).docx","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\AGEL\Despachos e Informações\AGEL - informação SEI 2024.00.000003583-8 - voto de jovens em privação de liberdade (Coalizão Socioeducação).docx"
"Mover","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\AGEL\Despachos e Informações\Ciência da Resolução-TSE nº 23.710 - processo 0601055-59.2022.6.00.0000.docx","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\AGEL\Despachos e Informações\Ciência da Resolução-TSE nº 23.710 - processo 0601055-59.2022.6.00.0000.docx"
"Mover","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\AGEL\Despachos e Informações\Despacho 2015.00.000004544-3 - prorrogação do ACT TSE-AGU nº 11-2018 (AGEL).docx","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\AGEL\Despachos e Informações\Despacho 2015.00.000004544-3 - prorrogação do ACT TSE-AGU nº 11-2018 (AGEL).docx"
"Mover","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\AGEL\Despachos e Informações\Despacho 2022.00.000015096-2 - Direito ao voto de jovens em privação de liberdade (Coalizão Socioeducação) - AGEL.docx","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\AGEL\Despachos e Informações\Despacho 2022.00.000015096-2 - Direito ao voto de jovens em privação de liberdade (Coalizão Socioeducação) - AGEL.docx"
"Mover","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\AGEL\Despachos e Informações\Despacho 2023.00.000012900-4 - calendário de eleições suplementares 2024 (AGEL).pdf","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\AGEL\Despachos e Informações\Despacho 2023.00.000012900-4 - calendário de eleições suplementares 2024 (AGEL).pdf"
"Mover","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\AGEL\Despachos e Informações\Despacho 2024.00.000002455-0 - AGU ressarcimento eleição suplementar Tanabi-SP.docx","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\AGEL\Despachos e Informações\Despacho 2024.00.000002455-0 - AGU ressarcimento eleição suplementar Tanabi-SP.docx"
"Mover","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\AGEL\Despachos e Informações\Despacho AGEL - alistamento eleitoral de indígena - processo 2023.00.000010390-0.docx","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\AGEL\Despachos e Informações\Despacho AGEL - alistamento eleitoral de indígena - processo 2023.00.000010390-0.docx"
"Mover","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\AGEL\Despachos e Informações\Despacho AGEL - Memorando-Circular GAB-DG 32-2023 - processo 2022.00.000003743-0.docx","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\AGEL\Despachos e Informações\Despacho AGEL - Memorando-Circular GAB-DG 32-2023 - processo 2022.00.000003743-0.docx"
"Mover","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\AGEL\Despachos e Informações\Despacho AGEL - Ressarcimento eleição suplementar Tanabi-SP - proc. 2024.00.000002669-3.docx","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\AGEL\Despachos e Informações\Despacho AGEL - Ressarcimento eleição suplementar Tanabi-SP - proc. 2024.00.000002669-3.docx"
"Mover","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\AGEL\Despachos e Informações\Despacho AGEL 2023.00.000004787-3 - Carta de Serviços do TSE.docx","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\AGEL\Despachos e Informações\Despacho AGEL 2023.00.000004787-3 - Carta de Serviços do TSE.docx"
"Mover","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\AGEL\Despachos e Informações\Despacho Gab-DG 2323817 - registros de óbitos no cadastro de eleitores - SEI 2022.00.000018247-3 - TSE.docx","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\AGEL\Despachos e Informações\Despacho Gab-DG 2323817 - registros de óbitos no cadastro de eleitores - SEI 2022.00.000018247-3 - TSE.docx"
"Mover","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\AGEL\Despachos e Informações\Despacho saneamento Termo de Referência auditoria de urnas - SEI 2023.00.000003725-8 (2).docx","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\AGEL\Despachos e Informações\Despacho saneamento Termo de Referência auditoria de urnas - SEI 2023.00.000003725-8 (2).docx"
"Mover","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\AGEL\Despachos e Informações\Despacho SEI 0600590-84.2021.6.00.0000.docx","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\AGEL\Despachos e Informações\Despacho SEI 0600590-84.2021.6.00.0000.docx"
"Mover","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\AGEL\Despachos e Informações\Despacho SEI 2018.00.000010567-1 AGEL - Consultas Populares.docx","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\AGEL\Despachos e Informações\Despacho SEI 2018.00.000010567-1 AGEL - Consultas Populares.docx"
"Mover","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\AGEL\Despachos e Informações\Despacho SEI 2021.00.000001576-8 - Informação AGEL 23-2021 - contratações Eleições 2024.docx","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\AGEL\Despachos e Informações\Despacho SEI 2021.00.000001576-8 - Informação AGEL 23-2021 - contratações Eleições 2024.docx"
"Mover","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\AGEL\Despachos e Informações\Despacho SEI 2022.00.000014258-7 - datas de eleições suplementares 2023 (AGEL).docx","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\AGEL\Despachos e Informações\Despacho SEI 2022.00.000014258-7 - datas de eleições suplementares 2023 (AGEL).docx"
"Mover","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\AGEL\Despachos e Informações\Despacho SEI 2023.00.000012900-4 - eleições suplementares calendário 2024.pdf","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\AGEL\Despachos e Informações\Despacho SEI 2023.00.000012900-4 - eleições suplementares calendário 2024.pdf"
"Mover","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\AGEL\Despachos e Informações\Despacho TR licitação auditoria - Lei 8.666 e LC 198 - SEI 2023.00.000003725-8.docx","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\AGEL\Despachos e Informações\Despacho TR licitação auditoria - Lei 8.666 e LC 198 - SEI 2023.00.000003725-8.docx"
"Mover","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\AGEL\Despachos e Informações\Despacho TSE 2023.00.000005417-9 - retribuição apoio logístico eleições - Ofício 710 2023 TRE MG.docx","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\AGEL\Despachos e Informações\Despacho TSE 2023.00.000005417-9 - retribuição apoio logístico eleições - Ofício 710 2023 TRE MG.docx"
"Mover","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\AGEL\Despachos e Informações\Despacho TSE 2024.00.000002815-7 - ONG Minha Criança Trans - campanha eleitoral.docx","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\AGEL\Despachos e Informações\Despacho TSE 2024.00.000002815-7 - ONG Minha Criança Trans - campanha eleitoral.docx"
"Mover","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\AGEL\Despachos e Informações\Endereços e telefones dos TREs - processo 2023.00.000003725-8.docx","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\AGEL\Despachos e Informações\Endereços e telefones dos TREs - processo 2023.00.000003725-8.docx"
