"ID","Nome (Artigo)","Texto do Artigo"
"1449","Art. 143, III","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO II - DO RECEBIMENTO E DA DISTRIBUIÇÃO DAS PROPOSIÇÕES
Dispositivo: Art. 143, III

Art. 143. Na tramitação em conjunto ou por dependência, serão obedecidas as seguintes normas:
III - em qualquer caso, as proposições serão incluídas conjuntamente na Ordem do Dia da mesma sessão."
"1450","Art. 143, Parágrafo único","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO II - DO RECEBIMENTO E DA DISTRIBUIÇÃO DAS PROPOSIÇÕES
Dispositivo: Art. 143, Parágrafo único

Art. 143. Na tramitação em conjunto ou por dependência, serão obedecidas as seguintes normas:
Parágrafo único. O regime especial de tramitação de uma proposição estende-se às demais que lhe estejam apensas."
"1451","Art. 144","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO III - DA APRECIAÇÃO PRELIMINAR
Dispositivo: Art. 144

Art. 144. Haverá apreciação preliminar em Plenário quando for provido recurso contra parecer terminativo de Comissão, emitido na forma do Art. 54."
"1452","Art. 144, Parágrafo único","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO III - DA APRECIAÇÃO PRELIMINAR
Dispositivo: Art. 144, Parágrafo único

Art. 144. Haverá apreciação preliminar em Plenário quando for provido recurso contra parecer terminativo de Comissão, emitido na forma do Art. 54.
Parágrafo único. A apreciação preliminar é parte integrante do turno em que se achar a matéria. (Artigo com redação dada pela Resolução nº 10, de 1991)"
"1453","Art. 145","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO III - DA APRECIAÇÃO PRELIMINAR
Dispositivo: Art. 145

Art. 145. Em apreciação preliminar, o Plenário deliberará sobre a proposição somente quanto à sua constitucionalidade e juridicidade ou adequação financeira e orçamentária."
"1454","Art. 145, §1º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO III - DA APRECIAÇÃO PRELIMINAR
Dispositivo: Art. 145, §1º

Art. 145. Em apreciação preliminar, o Plenário deliberará sobre a proposição somente quanto à sua constitucionalidade e juridicidade ou adequação financeira e orçamentária.
§1º Havendo emenda saneadora da inconstitucionalidade ou injuridicidade e da inadequação ou incompatibilidade financeira ou orçamentária, a votação far-se-á primeiro sobre ela."
"1455","Art. 145, §2º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO III - DA APRECIAÇÃO PRELIMINAR
Dispositivo: Art. 145, §2º

Art. 145. Em apreciação preliminar, o Plenário deliberará sobre a proposição somente quanto à sua constitucionalidade e juridicidade ou adequação financeira e orçamentária.
§2º Acolhida a emenda, considerar-se-á a proposição aprovada quanto à preliminar, com a modificação decorrente da emenda."
"1456","Art. 145, §3º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO III - DA APRECIAÇÃO PRELIMINAR
Dispositivo: Art. 145, §3º

Art. 145. Em apreciação preliminar, o Plenário deliberará sobre a proposição somente quanto à sua constitucionalidade e juridicidade ou adequação financeira e orçamentária.
§3º Rejeitada a emenda, votar-se-á a proposição, que, se aprovada, retomará o seu curso, e, em caso contrário, será definitivamente arquivada."
"1457","Art. 146","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO III - DA APRECIAÇÃO PRELIMINAR
Dispositivo: Art. 146

Art. 146. Quando a Comissão de Constituição e Justiça e de Cidadania, ou a Comissão de Finanças e Tributação, apresentar emenda tendente a sanar vício de inconstitucionalidade ou injuridicidade, e de inadequação ou incompatibilidade financeira ou orçamentária, respectivamente, ou o fizer a Comissão Especial referida no Art. 34, II, a matéria prosseguirá o seu curso, e a apreciação preliminar far-se-á após a manifestação das demais Comissões constantes do despacho inicial. (Artigo com redação adaptada à Resolução nº 20, de 2004, conforme republicação determinada pelo Ato da Mesa nº 71, de 2005)"
"1458","Art. 147","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO III - DA APRECIAÇÃO PRELIMINAR
Dispositivo: Art. 147

Art. 147. Reconhecidas, pelo Plenário, a constitucionalidade e a juridicidade ou a adequação financeira e orçamentária da proposição, não poderão essas preliminares ser novamente arguidas em contrário."
"1459","Art. 148","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO IV - DOS TURNOS A QUE ESTÃO SUJEITAS AS PROPOSIÇÕES
Dispositivo: Art. 148

Art. 148. As proposições em tramitação na Câmara são subordinadas, na sua apreciação, a turno único, excetuadas as propostas de emenda à Constituição, os projetos de lei complementar e os demais casos expressos neste Regimento."
"1460","Art. 149","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO IV - DOS TURNOS A QUE ESTÃO SUJEITAS AS PROPOSIÇÕES
Dispositivo: Art. 149

Art. 149. Cada turno é constituído de discussão e votação, salvo:"
"1461","Art. 149, I","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO IV - DOS TURNOS A QUE ESTÃO SUJEITAS AS PROPOSIÇÕES
Dispositivo: Art. 149, I

Art. 149. Cada turno é constituído de discussão e votação, salvo:
I - no caso dos requerimentos mencionados no Art. 117, em que não há discussão;"
"1462","Art. 149, II","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO IV - DOS TURNOS A QUE ESTÃO SUJEITAS AS PROPOSIÇÕES
Dispositivo: Art. 149, II

Art. 149. Cada turno é constituído de discussão e votação, salvo:
II - se encerrada a discussão em segundo turno, sem emendas, quando a matéria será dada como definitivamente aprovada, sem votação, salvo se algum Líder requerer seja submetida a votos;"
"1463","Art. 149, III","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO IV - DOS TURNOS A QUE ESTÃO SUJEITAS AS PROPOSIÇÕES
Dispositivo: Art. 149, III

Art. 149. Cada turno é constituído de discussão e votação, salvo:
III - se encerrada a discussão da redação final, sem emendas ou retificações, quando será considerada definitivamente aprovada, sem votação."
"1464","Art. 150","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO V - DO INTERSTÍCIO
Dispositivo: Art. 150

Art. 150. Excetuada a matéria em regime de urgência, é de duas sessões o interstício entre:"
"1465","Art. 150, I","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO V - DO INTERSTÍCIO
Dispositivo: Art. 150, I

Art. 150. Excetuada a matéria em regime de urgência, é de duas sessões o interstício entre:
I - a distribuição de avulsos dos pareceres das Comissões e o início da discussão ou votação correspondente;"
"1466","Art. 150, II","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO V - DO INTERSTÍCIO
Dispositivo: Art. 150, II

Art. 150. Excetuada a matéria em regime de urgência, é de duas sessões o interstício entre:
II - a aprovação da matéria, sem emendas, e o início do turno seguinte."
"1467","Art. 150, Parágrafo único","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO V - DO INTERSTÍCIO
Dispositivo: Art. 150, Parágrafo único

Art. 150. Excetuada a matéria em regime de urgência, é de duas sessões o interstício entre:
Parágrafo único. A dispensa de interstício para inclusão em Ordem do Dia de matéria constante da agenda mensal a que se refere o Art. 17, I, s, poderá ser concedida pelo Plenário, a requerimento de um décimo da composição da Câmara ou mediante acordo de Lideranças, desde que procedida a distribuição dos avulsos com antecedência mínima de quatro horas."
"1468","Art. 151","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VI - DO REGIME DE TRAMITAÇÃO
Dispositivo: Art. 151

Art. 151. Quanto à natureza de sua tramitação podem ser:"
"1469","Art. 151, I","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VI - DO REGIME DE TRAMITAÇÃO
Dispositivo: Art. 151, I

Art. 151. Quanto à natureza de sua tramitação podem ser:
I - urgentes as proposições:"
"1470","Art. 151, I, a)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VI - DO REGIME DE TRAMITAÇÃO
Dispositivo: Art. 151, I, a)

Art. 151. Quanto à natureza de sua tramitação podem ser:
I - urgentes as proposições:
a) sobre declaração de guerra, celebração de paz, ou remessa de forças brasileiras para o exterior;"
"1471","Art. 151, I, b)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VI - DO REGIME DE TRAMITAÇÃO
Dispositivo: Art. 151, I, b)

Art. 151. Quanto à natureza de sua tramitação podem ser:
I - urgentes as proposições:
b) sobre suspensão das imunidades de Deputados, na vigência do estado de sitio ou de sua prorrogação;"
"1472","Art. 151, I, c)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VI - DO REGIME DE TRAMITAÇÃO
Dispositivo: Art. 151, I, c)

Art. 151. Quanto à natureza de sua tramitação podem ser:
I - urgentes as proposições:
c) sobre requisição de civis e militares em tempo de guerra, ou quaisquer providências que interessem à defesa e à segurança do País;"
"1473","Art. 151, I, d)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VI - DO REGIME DE TRAMITAÇÃO
Dispositivo: Art. 151, I, d)

Art. 151. Quanto à natureza de sua tramitação podem ser:
I - urgentes as proposições:
d) sobre decretação de impostos, na iminência ou em caso de guerra externa;"
"1474","Art. 151, I, e)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VI - DO REGIME DE TRAMITAÇÃO
Dispositivo: Art. 151, I, e)

Art. 151. Quanto à natureza de sua tramitação podem ser:
I - urgentes as proposições:
e) sobre medidas financeiras ou legais, em caso de guerra;"
"1475","Art. 151, I, f)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VI - DO REGIME DE TRAMITAÇÃO
Dispositivo: Art. 151, I, f)

Art. 151. Quanto à natureza de sua tramitação podem ser:
I - urgentes as proposições:
f) sobre transferência temporária da sede do Governo Federal;"
"1476","Art. 151, I, g)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VI - DO REGIME DE TRAMITAÇÃO
Dispositivo: Art. 151, I, g)

Art. 151. Quanto à natureza de sua tramitação podem ser:
I - urgentes as proposições:
g) sobre permissão para que forças estrangeiras transitem pelo território nacional ou nele permaneçam temporariamente;"
"1477","Art. 151, I, h)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VI - DO REGIME DE TRAMITAÇÃO
Dispositivo: Art. 151, I, h)

Art. 151. Quanto à natureza de sua tramitação podem ser:
I - urgentes as proposições:
h) sobre intervenção federal, ou modificação das condições de intervenção em vigor;"
"1478","Art. 151, I, i)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VI - DO REGIME DE TRAMITAÇÃO
Dispositivo: Art. 151, I, i)

Art. 151. Quanto à natureza de sua tramitação podem ser:
I - urgentes as proposições:
i) sobre autorização ao Presidente ou ao Vice-Presidente da República para se ausentarem do Pais;"
"1479","Art. 151, I, j)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VI - DO REGIME DE TRAMITAÇÃO
Dispositivo: Art. 151, I, j)

Art. 151. Quanto à natureza de sua tramitação podem ser:
I - urgentes as proposições:
j) oriundas de mensagens do Poder Executivo que versem sobre acordos, tratados, convenções, pactos, convênios, protocolos e demais instrumentos de política internacional, a partir de sua aprovação pelo órgão técnico específico, através de projeto de decreto legislativo, ou que sejam por outra forma apreciadas conclusivamente;"
"1480","Art. 151, I, l)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VI - DO REGIME DE TRAMITAÇÃO
Dispositivo: Art. 151, I, l)

Art. 151. Quanto à natureza de sua tramitação podem ser:
I - urgentes as proposições:
l) de iniciativa do Presidente da República, com solicitação de urgência;"
"1481","Art. 151, I, m)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VI - DO REGIME DE TRAMITAÇÃO
Dispositivo: Art. 151, I, m)

Art. 151. Quanto à natureza de sua tramitação podem ser:
I - urgentes as proposições:
m) constituídas pelas emendas do Senado Federal a projetos referidos na alínea anterior;"
"1482","Art. 151, I, n)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VI - DO REGIME DE TRAMITAÇÃO
Dispositivo: Art. 151, I, n)

Art. 151. Quanto à natureza de sua tramitação podem ser:
I - urgentes as proposições:
n) referidas no Art. 15, XII;"
"1483","Art. 151, I, o)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VI - DO REGIME DE TRAMITAÇÃO
Dispositivo: Art. 151, I, o)

Art. 151. Quanto à natureza de sua tramitação podem ser:
I - urgentes as proposições:
o) reconhecidas, por deliberação do Plenário, de caráter urgente, nas hipóteses do Art. 153;"
"1484","Art. 151, II","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VI - DO REGIME DE TRAMITAÇÃO
Dispositivo: Art. 151, II

Art. 151. Quanto à natureza de sua tramitação podem ser:
II - de tramitação com prioridade:"
"1485","Art. 151, II, a)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VI - DO REGIME DE TRAMITAÇÃO
Dispositivo: Art. 151, II, a)

Art. 151. Quanto à natureza de sua tramitação podem ser:
II - de tramitação com prioridade:
a) os projetos de iniciativa do Poder Executivo, do Poder Judiciário, do Ministério Público, da Mesa, de Comissão Permanente ou Especial, do Senado Federal ou dos cidadãos;"
"1486","Art. 151, II, b)","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VI - DO REGIME DE TRAMITAÇÃO
Dispositivo: Art. 151, II, b)

Art. 151. Quanto à natureza de sua tramitação podem ser:
II - de tramitação com prioridade:
b) os projetos:"
"1487","Art. 151, II, b), 1","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VI - DO REGIME DE TRAMITAÇÃO
Dispositivo: Art. 151, II, b), 1

Art. 151. Quanto à natureza de sua tramitação podem ser:
II - de tramitação com prioridade:
b) os projetos:
1 - de leis complementares e ordinárias que se destinem a regulamentar dispositivo constitucional, e suas alterações;"
"1488","Art. 151, II, b), 2","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VI - DO REGIME DE TRAMITAÇÃO
Dispositivo: Art. 151, II, b), 2

Art. 151. Quanto à natureza de sua tramitação podem ser:
II - de tramitação com prioridade:
b) os projetos:
2 - de lei com prazo determinado;"
"1489","Art. 151, II, b), 3","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VI - DO REGIME DE TRAMITAÇÃO
Dispositivo: Art. 151, II, b), 3

Art. 151. Quanto à natureza de sua tramitação podem ser:
II - de tramitação com prioridade:
b) os projetos:
3 - de regulamentação de eleições, e suas alterações;"
"1490","Art. 151, II, b), 4","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VI - DO REGIME DE TRAMITAÇÃO
Dispositivo: Art. 151, II, b), 4

Art. 151. Quanto à natureza de sua tramitação podem ser:
II - de tramitação com prioridade:
b) os projetos:
4 - de alteração ou reforma do Regimento Interno;"
"1491","Art. 151, III","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VI - DO REGIME DE TRAMITAÇÃO
Dispositivo: Art. 151, III

Art. 151. Quanto à natureza de sua tramitação podem ser:
III - de tramitação ordinária: os projetos não compreendidos nas hipóteses dos incisos anteriores."
"1492","Art. 152","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VII - DA URGÊNCIA > SEÇÃO I - Disposições Gerais
Dispositivo: Art. 152

Art. 152. Urgência é a dispensa de exigências, interstícios ou formalidades regimentais, salvo as referidas no §1º deste artigo, para que determinada proposição, nas condições previstas no inciso I do artigo antecedente, seja de logo considerada, até sua decisão final."
"1493","Art. 152, §1º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VII - DA URGÊNCIA > SEÇÃO I - Disposições Gerais
Dispositivo: Art. 152, §1º

Art. 152. Urgência é a dispensa de exigências, interstícios ou formalidades regimentais, salvo as referidas no §1º deste artigo, para que determinada proposição, nas condições previstas no inciso I do artigo antecedente, seja de logo considerada, até sua decisão final.
§1º Não se dispensam os seguintes requisitos:"
"1494","Art. 152, §1º, I","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VII - DA URGÊNCIA > SEÇÃO I - Disposições Gerais
Dispositivo: Art. 152, §1º, I

Art. 152. Urgência é a dispensa de exigências, interstícios ou formalidades regimentais, salvo as referidas no §1º deste artigo, para que determinada proposição, nas condições previstas no inciso I do artigo antecedente, seja de logo considerada, até sua decisão final.
§1º Não se dispensam os seguintes requisitos:
I - publicação e distribuição, em avulsos ou por cópia, da proposição principal e, se houver, das acessórias;"
"1495","Art. 152, §1º, II","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VII - DA URGÊNCIA > SEÇÃO I - Disposições Gerais
Dispositivo: Art. 152, §1º, II

Art. 152. Urgência é a dispensa de exigências, interstícios ou formalidades regimentais, salvo as referidas no §1º deste artigo, para que determinada proposição, nas condições previstas no inciso I do artigo antecedente, seja de logo considerada, até sua decisão final.
§1º Não se dispensam os seguintes requisitos:
II - pareceres das Comissões ou de Relator designado;"
"1496","Art. 152, §1º, III","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VII - DA URGÊNCIA > SEÇÃO I - Disposições Gerais
Dispositivo: Art. 152, §1º, III

Art. 152. Urgência é a dispensa de exigências, interstícios ou formalidades regimentais, salvo as referidas no §1º deste artigo, para que determinada proposição, nas condições previstas no inciso I do artigo antecedente, seja de logo considerada, até sua decisão final.
§1º Não se dispensam os seguintes requisitos:
III - quorum para deliberação."
"1497","Art. 152, §2º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VII - DA URGÊNCIA > SEÇÃO I - Disposições Gerais
Dispositivo: Art. 152, §2º

Art. 152. Urgência é a dispensa de exigências, interstícios ou formalidades regimentais, salvo as referidas no §1º deste artigo, para que determinada proposição, nas condições previstas no inciso I do artigo antecedente, seja de logo considerada, até sua decisão final.
§2º As proposições urgentes em virtude da natureza da matéria ou de requerimento aprovado pelo Plenário, na forma do artigo subsequente, terão o mesmo tratamento e trâmite regimental."
"1498","Art. 153","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VII - DA URGÊNCIA > SEÇÃO II - Do Requerimento de Urgência
Dispositivo: Art. 153

Art. 153. A urgência poderá ser requerida quando:"
"1499","Art. 153, I","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VII - DA URGÊNCIA > SEÇÃO II - Do Requerimento de Urgência
Dispositivo: Art. 153, I

Art. 153. A urgência poderá ser requerida quando:
I - tratar-se de matéria que envolva a defesa da sociedade democrática e das liberdades fundamentais;"
"1500","Art. 153, II","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VII - DA URGÊNCIA > SEÇÃO II - Do Requerimento de Urgência
Dispositivo: Art. 153, II

Art. 153. A urgência poderá ser requerida quando:
II - tratar-se de providência para atender a calamidade pública;"
"1501","Art. 153, III","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VII - DA URGÊNCIA > SEÇÃO II - Do Requerimento de Urgência
Dispositivo: Art. 153, III

Art. 153. A urgência poderá ser requerida quando:
III - visar à prorrogação de prazos legais a se findarem, ou à adoção ou alteração de lei para aplicar-se em época certa e próxima;"
"1502","Art. 153, IV","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VII - DA URGÊNCIA > SEÇÃO II - Do Requerimento de Urgência
Dispositivo: Art. 153, IV

Art. 153. A urgência poderá ser requerida quando:
IV - pretender-se a apreciação da matéria na mesma sessão."
"1503","Art. 154","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VII - DA URGÊNCIA > SEÇÃO II - Do Requerimento de Urgência
Dispositivo: Art. 154

Art. 154. O requerimento de urgência somente poderá ser submetido à deliberação do Plenário se for apresentado por:"
"1504","Art. 154, I","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VII - DA URGÊNCIA > SEÇÃO II - Do Requerimento de Urgência
Dispositivo: Art. 154, I

Art. 154. O requerimento de urgência somente poderá ser submetido à deliberação do Plenário se for apresentado por:
I - dois terços dos membros da Mesa, quando se tratar de matéria da competência desta;"
"1505","Art. 154, II","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VII - DA URGÊNCIA > SEÇÃO II - Do Requerimento de Urgência
Dispositivo: Art. 154, II

Art. 154. O requerimento de urgência somente poderá ser submetido à deliberação do Plenário se for apresentado por:
II - um terço dos membros da Câmara, ou Líderes que representem esse número;"
"1506","Art. 154, III","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VII - DA URGÊNCIA > SEÇÃO II - Do Requerimento de Urgência
Dispositivo: Art. 154, III

Art. 154. O requerimento de urgência somente poderá ser submetido à deliberação do Plenário se for apresentado por:
III - dois terços dos membros de Comissão competente para opinar sobre o mérito da proposição."
"1507","Art. 154, §1º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VII - DA URGÊNCIA > SEÇÃO II - Do Requerimento de Urgência
Dispositivo: Art. 154, §1º

Art. 154. O requerimento de urgência somente poderá ser submetido à deliberação do Plenário se for apresentado por:
§1º O requerimento de urgência não tem discussão, mas a sua votação pode ser encaminhada pelo Autor e por um Líder, Relator ou Deputado que lhe seja contrário, um e outro com o prazo improrrogável de cinco minutos. Nos casos dos incisos I e III, o orador favorável será o membro da Mesa ou de Comissão designado pelo respectivo presidente."
"1508","Art. 154, §2º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VII - DA URGÊNCIA > SEÇÃO II - Do Requerimento de Urgência
Dispositivo: Art. 154, §2º

Art. 154. O requerimento de urgência somente poderá ser submetido à deliberação do Plenário se for apresentado por:
§2º Estando em tramitação duas matérias em regime de urgência, em razão de requerimento aprovado pelo Plenário, não se votará outro."
"1509","Art. 155","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VII - DA URGÊNCIA > SEÇÃO II - Do Requerimento de Urgência
Dispositivo: Art. 155

Art. 155. Poderá ser incluída automaticamente na Ordem do Dia para discussão e votação imediata, ainda que iniciada a sessão em que for apresentada, proposição que verse sobre matéria de relevante e inadiável interesse nacional, a requerimento da maioria absoluta da composição da Câmara, ou de Líderes que representem esse número, aprovado pela maioria absoluta dos Deputados, sem a restrição contida no §2º do artigo antecedente."
"1510","Art. 155, Parágrafo único","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO V - DA APRECIAÇÃO DAS PROPOSIÇÕES > CAPÍTULO VII - DA URGÊNCIA > SEÇÃO II - Do Requerimento de Urgência
Dispositivo: Art. 155, Parágrafo único

Art. 155. Poderá ser incluída automaticamente na Ordem do Dia para discussão e votação imediata, ainda que iniciada a sessão em que for apresentada, proposição que verse sobre matéria de relevante e inadiável interesse nacional, a requerimento da maioria absoluta da composição da Câmara, ou de Líderes que representem esse número, aprovado pela maioria absoluta dos Deputados, sem a restrição contida no §2º do artigo antecedente.
Parágrafo único. A aprovação da urgência, nos termos deste artigo:"
