"ID","Nome (Artigo)","Texto do Artigo"
"37","Art. 7º, I","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO I - DISPOSIÇÕES PRELIMINARES > CAPÍTULO III - DAS SESSÕES PREPARATÓRIAS > SEÇÃO II - Da Eleição da Mesa
Dispositivo: Art. 7º, I

Art. 7º. A eleição dos membros da Mesa far-se-á em votação por escrutínio secreto e pelo sistema eletrônico, exigido maioria absoluta de votos, em primeiro escrutínio, e maioria simples, em segundo escrutínio, presente a maioria absoluta dos Deputados, observadas as seguintes exigências e formalidades:
I - registro, perante a Mesa, individualmente ou por chapa, de candidatos previamente escolhidos pelas bancadas dos Partidos ou Blocos Parlamentares aos cargos que, de acordo com o principio da representação proporcional, tenham sido distribuídos a esses Partidos ou Blocos Parlamentares;"
"38","Art. 7º, II","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO I - DISPOSIÇÕES PRELIMINARES > CAPÍTULO III - DAS SESSÕES PREPARATÓRIAS > SEÇÃO II - Da Eleição da Mesa
Dispositivo: Art. 7º, II

Art. 7º. A eleição dos membros da Mesa far-se-á em votação por escrutínio secreto e pelo sistema eletrônico, exigido maioria absoluta de votos, em primeiro escrutínio, e maioria simples, em segundo escrutínio, presente a maioria absoluta dos Deputados, observadas as seguintes exigências e formalidades:
II - chamada dos Deputados para a votação;"
"39","Art. 7º, III","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO I - DISPOSIÇÕES PRELIMINARES > CAPÍTULO III - DAS SESSÕES PREPARATÓRIAS > SEÇÃO II - Da Eleição da Mesa
Dispositivo: Art. 7º, III

Art. 7º. A eleição dos membros da Mesa far-se-á em votação por escrutínio secreto e pelo sistema eletrônico, exigido maioria absoluta de votos, em primeiro escrutínio, e maioria simples, em segundo escrutínio, presente a maioria absoluta dos Deputados, observadas as seguintes exigências e formalidades:
III - realização de segundo escrutínio, com os 2 (dois) mais votados para cada cargo, quando, no primeiro, não se alcançar maioria absoluta;"
"40","Art. 7º, IV","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO I - DISPOSIÇÕES PRELIMINARES > CAPÍTULO III - DAS SESSÕES PREPARATÓRIAS > SEÇÃO II - Da Eleição da Mesa
Dispositivo: Art. 7º, IV

Art. 7º. A eleição dos membros da Mesa far-se-á em votação por escrutínio secreto e pelo sistema eletrônico, exigido maioria absoluta de votos, em primeiro escrutínio, e maioria simples, em segundo escrutínio, presente a maioria absoluta dos Deputados, observadas as seguintes exigências e formalidades:
IV - eleição do candidato mais idoso, dentre os de maior número de legislaturas, em caso de empate;"
"41","Art. 7º, V","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO I - DISPOSIÇÕES PRELIMINARES > CAPÍTULO III - DAS SESSÕES PREPARATÓRIAS > SEÇÃO II - Da Eleição da Mesa
Dispositivo: Art. 7º, V

Art. 7º. A eleição dos membros da Mesa far-se-á em votação por escrutínio secreto e pelo sistema eletrônico, exigido maioria absoluta de votos, em primeiro escrutínio, e maioria simples, em segundo escrutínio, presente a maioria absoluta dos Deputados, observadas as seguintes exigências e formalidades:
V - proclamação pelo Presidente do resultado final e posse imediata dos eleitos."
"42","Art. 7º, Parágrafo único","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO I - DISPOSIÇÕES PRELIMINARES > CAPÍTULO III - DAS SESSÕES PREPARATÓRIAS > SEÇÃO II - Da Eleição da Mesa
Dispositivo: Art. 7º, Parágrafo único

Art. 7º. A eleição dos membros da Mesa far-se-á em votação por escrutínio secreto e pelo sistema eletrônico, exigido maioria absoluta de votos, em primeiro escrutínio, e maioria simples, em segundo escrutínio, presente a maioria absoluta dos Deputados, observadas as seguintes exigências e formalidades:
Parágrafo único. No caso de avaria do sistema eletrônico de votação, far-se-á a eleição por cédulas, observados os incisos II a V do caput deste artigo e as seguintes exigências:"
"43","Art. 7º, Parágrafo único, I","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO I - DISPOSIÇÕES PRELIMINARES > CAPÍTULO III - DAS SESSÕES PREPARATÓRIAS > SEÇÃO II - Da Eleição da Mesa
Dispositivo: Art. 7º, Parágrafo único, I

Art. 7º. A eleição dos membros da Mesa far-se-á em votação por escrutínio secreto e pelo sistema eletrônico, exigido maioria absoluta de votos, em primeiro escrutínio, e maioria simples, em segundo escrutínio, presente a maioria absoluta dos Deputados, observadas as seguintes exigências e formalidades:
Parágrafo único. No caso de avaria do sistema eletrônico de votação, far-se-á a eleição por cédulas, observados os incisos II a V do caput deste artigo e as seguintes exigências:
I - cédulas impressas ou datilografadas, contendo cada uma somente o nome do votado e o cargo a que concorre, embora seja um só o ato de votação para todos os cargos, ou chapa completa, desde que decorrente de acordo partidário;"
"44","Art. 7º, Parágrafo único, II","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO I - DISPOSIÇÕES PRELIMINARES > CAPÍTULO III - DAS SESSÕES PREPARATÓRIAS > SEÇÃO II - Da Eleição da Mesa
Dispositivo: Art. 7º, Parágrafo único, II

Art. 7º. A eleição dos membros da Mesa far-se-á em votação por escrutínio secreto e pelo sistema eletrônico, exigido maioria absoluta de votos, em primeiro escrutínio, e maioria simples, em segundo escrutínio, presente a maioria absoluta dos Deputados, observadas as seguintes exigências e formalidades:
Parágrafo único. No caso de avaria do sistema eletrônico de votação, far-se-á a eleição por cédulas, observados os incisos II a V do caput deste artigo e as seguintes exigências:
II - colocação, em cabina indevassável, das cédulas em sobrecartas que resguardem o sigilo do voto;"
"45","Art. 7º, Parágrafo único, III","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO I - DISPOSIÇÕES PRELIMINARES > CAPÍTULO III - DAS SESSÕES PREPARATÓRIAS > SEÇÃO II - Da Eleição da Mesa
Dispositivo: Art. 7º, Parágrafo único, III

Art. 7º. A eleição dos membros da Mesa far-se-á em votação por escrutínio secreto e pelo sistema eletrônico, exigido maioria absoluta de votos, em primeiro escrutínio, e maioria simples, em segundo escrutínio, presente a maioria absoluta dos Deputados, observadas as seguintes exigências e formalidades:
Parágrafo único. No caso de avaria do sistema eletrônico de votação, far-se-á a eleição por cédulas, observados os incisos II a V do caput deste artigo e as seguintes exigências:
III - colocação das sobrecartas em 4 (quatro) urnas, à vista do Plenário, 2 (duas) destinadas à eleição do Presidente e as outras 2 (duas) à eleição dos demais membros da Mesa;"
"46","Art. 7º, Parágrafo único, IV","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO I - DISPOSIÇÕES PRELIMINARES > CAPÍTULO III - DAS SESSÕES PREPARATÓRIAS > SEÇÃO II - Da Eleição da Mesa
Dispositivo: Art. 7º, Parágrafo único, IV

Art. 7º. A eleição dos membros da Mesa far-se-á em votação por escrutínio secreto e pelo sistema eletrônico, exigido maioria absoluta de votos, em primeiro escrutínio, e maioria simples, em segundo escrutínio, presente a maioria absoluta dos Deputados, observadas as seguintes exigências e formalidades:
Parágrafo único. No caso de avaria do sistema eletrônico de votação, far-se-á a eleição por cédulas, observados os incisos II a V do caput deste artigo e as seguintes exigências:
IV - acompanhamento dos trabalhos de apuração, na Mesa, por 2 (dois) ou mais Deputados indicados à Presidência por Partidos ou Blocos Parlamentares diferentes e por candidatos avulsos;"
"47","Art. 7º, Parágrafo único, V","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO I - DISPOSIÇÕES PRELIMINARES > CAPÍTULO III - DAS SESSÕES PREPARATÓRIAS > SEÇÃO II - Da Eleição da Mesa
Dispositivo: Art. 7º, Parágrafo único, V

Art. 7º. A eleição dos membros da Mesa far-se-á em votação por escrutínio secreto e pelo sistema eletrônico, exigido maioria absoluta de votos, em primeiro escrutínio, e maioria simples, em segundo escrutínio, presente a maioria absoluta dos Deputados, observadas as seguintes exigências e formalidades:
Parágrafo único. No caso de avaria do sistema eletrônico de votação, far-se-á a eleição por cédulas, observados os incisos II a V do caput deste artigo e as seguintes exigências:
V - o Secretário designado pelo Presidente retirará as sobrecartas das urnas, em primeiro lugar as destinadas à eleição do Presidente; contá-las-á e, verificada a coincidência do seu número com o dos votantes, do que será cientificado o Plenário, abri-las-á e separará as cédulas pelos cargos a preencher;"
"48","Art. 7º, Parágrafo único, VI","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO I - DISPOSIÇÕES PRELIMINARES > CAPÍTULO III - DAS SESSÕES PREPARATÓRIAS > SEÇÃO II - Da Eleição da Mesa
Dispositivo: Art. 7º, Parágrafo único, VI

Art. 7º. A eleição dos membros da Mesa far-se-á em votação por escrutínio secreto e pelo sistema eletrônico, exigido maioria absoluta de votos, em primeiro escrutínio, e maioria simples, em segundo escrutínio, presente a maioria absoluta dos Deputados, observadas as seguintes exigências e formalidades:
Parágrafo único. No caso de avaria do sistema eletrônico de votação, far-se-á a eleição por cédulas, observados os incisos II a V do caput deste artigo e as seguintes exigências:
VI - leitura pelo Presidente dos nomes dos votados;"
"49","Art. 7º, Parágrafo único, VII","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO I - DISPOSIÇÕES PRELIMINARES > CAPÍTULO III - DAS SESSÕES PREPARATÓRIAS > SEÇÃO II - Da Eleição da Mesa
Dispositivo: Art. 7º, Parágrafo único, VII

Art. 7º. A eleição dos membros da Mesa far-se-á em votação por escrutínio secreto e pelo sistema eletrônico, exigido maioria absoluta de votos, em primeiro escrutínio, e maioria simples, em segundo escrutínio, presente a maioria absoluta dos Deputados, observadas as seguintes exigências e formalidades:
Parágrafo único. No caso de avaria do sistema eletrônico de votação, far-se-á a eleição por cédulas, observados os incisos II a V do caput deste artigo e as seguintes exigências:
VII - proclamação dos votos, em voz alta, por um Secretário e sua anotação por 2 (dois) outros, à medida que apurados;"
"50","Art. 7º, Parágrafo único, VIII","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO I - DISPOSIÇÕES PRELIMINARES > CAPÍTULO III - DAS SESSÕES PREPARATÓRIAS > SEÇÃO II - Da Eleição da Mesa
Dispositivo: Art. 7º, Parágrafo único, VIII

Art. 7º. A eleição dos membros da Mesa far-se-á em votação por escrutínio secreto e pelo sistema eletrônico, exigido maioria absoluta de votos, em primeiro escrutínio, e maioria simples, em segundo escrutínio, presente a maioria absoluta dos Deputados, observadas as seguintes exigências e formalidades:
Parágrafo único. No caso de avaria do sistema eletrônico de votação, far-se-á a eleição por cédulas, observados os incisos II a V do caput deste artigo e as seguintes exigências:
VIII - invalidação da cédula que não atenda ao disposto no inciso I deste parágrafo;"
"51","Art. 7º, Parágrafo único, IX","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO I - DISPOSIÇÕES PRELIMINARES > CAPÍTULO III - DAS SESSÕES PREPARATÓRIAS > SEÇÃO II - Da Eleição da Mesa
Dispositivo: Art. 7º, Parágrafo único, IX

Art. 7º. A eleição dos membros da Mesa far-se-á em votação por escrutínio secreto e pelo sistema eletrônico, exigido maioria absoluta de votos, em primeiro escrutínio, e maioria simples, em segundo escrutínio, presente a maioria absoluta dos Deputados, observadas as seguintes exigências e formalidades:
Parágrafo único. No caso de avaria do sistema eletrônico de votação, far-se-á a eleição por cédulas, observados os incisos II a V do caput deste artigo e as seguintes exigências:
IX - redação pelo Secretário e leitura pelo Presidente do resultado de cada eleição, na ordem decrescente dos votados. (Artigo com redação dada pela Resolução nº 45, de 2006)"
"52","Art. 8º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO I - DISPOSIÇÕES PRELIMINARES > CAPÍTULO III - DAS SESSÕES PREPARATÓRIAS > SEÇÃO II - Da Eleição da Mesa
Dispositivo: Art. 8º

Art. 8º. Na composição da Mesa será assegurada, tanto quanto possível, a representação proporcional dos Partidos ou Blocos Parlamentares que participem da Câmara, os quais escolherão os respectivos candidatos aos cargos que, de acordo com o mesmo princípio, lhes caiba prover, sem prejuízo de candidaturas avulsas oriundas das mesmas bancadas, observadas as seguintes regras:"
"53","Art. 8º, I","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO I - DISPOSIÇÕES PRELIMINARES > CAPÍTULO III - DAS SESSÕES PREPARATÓRIAS > SEÇÃO II - Da Eleição da Mesa
Dispositivo: Art. 8º, I

Art. 8º. Na composição da Mesa será assegurada, tanto quanto possível, a representação proporcional dos Partidos ou Blocos Parlamentares que participem da Câmara, os quais escolherão os respectivos candidatos aos cargos que, de acordo com o mesmo princípio, lhes caiba prover, sem prejuízo de candidaturas avulsas oriundas das mesmas bancadas, observadas as seguintes regras:
I - a escolha será feita na forma prevista no estatuto de cada Partido, ou conforme o estabelecer a própria bancada e, ainda, segundo dispuser o ato de criação do Bloco Parlamentar;"
"54","Art. 8º, II","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO I - DISPOSIÇÕES PRELIMINARES > CAPÍTULO III - DAS SESSÕES PREPARATÓRIAS > SEÇÃO II - Da Eleição da Mesa
Dispositivo: Art. 8º, II

Art. 8º. Na composição da Mesa será assegurada, tanto quanto possível, a representação proporcional dos Partidos ou Blocos Parlamentares que participem da Câmara, os quais escolherão os respectivos candidatos aos cargos que, de acordo com o mesmo princípio, lhes caiba prover, sem prejuízo de candidaturas avulsas oriundas das mesmas bancadas, observadas as seguintes regras:
II - em caso de omissão, ou se a representação não fizer a indicação, caberá ao respectivo Líder fazê-la;"
"55","Art. 8º, III","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO I - DISPOSIÇÕES PRELIMINARES > CAPÍTULO III - DAS SESSÕES PREPARATÓRIAS > SEÇÃO II - Da Eleição da Mesa
Dispositivo: Art. 8º, III

Art. 8º. Na composição da Mesa será assegurada, tanto quanto possível, a representação proporcional dos Partidos ou Blocos Parlamentares que participem da Câmara, os quais escolherão os respectivos candidatos aos cargos que, de acordo com o mesmo princípio, lhes caiba prover, sem prejuízo de candidaturas avulsas oriundas das mesmas bancadas, observadas as seguintes regras:
III - o resultado da eleição ou a escolha constará de ata ou documento hábil, a ser enviado de imediato ao Presidente da Câmara, para publicação;"
"56","Art. 8º, IV","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO I - DISPOSIÇÕES PRELIMINARES > CAPÍTULO III - DAS SESSÕES PREPARATÓRIAS > SEÇÃO II - Da Eleição da Mesa
Dispositivo: Art. 8º, IV

Art. 8º. Na composição da Mesa será assegurada, tanto quanto possível, a representação proporcional dos Partidos ou Blocos Parlamentares que participem da Câmara, os quais escolherão os respectivos candidatos aos cargos que, de acordo com o mesmo princípio, lhes caiba prover, sem prejuízo de candidaturas avulsas oriundas das mesmas bancadas, observadas as seguintes regras:
IV - independentemente do disposto nos incisos anteriores, qualquer Deputado poderá concorrer aos cargos da Mesa que couberem à sua representação, mediante comunicação por escrito ao Presidente da Câmara, sendo-lhe assegurado o tratamento conferido aos demais candidatos."
"57","Art. 8º, §1º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO I - DISPOSIÇÕES PRELIMINARES > CAPÍTULO III - DAS SESSÕES PREPARATÓRIAS > SEÇÃO II - Da Eleição da Mesa
Dispositivo: Art. 8º, §1º

Art. 8º. Na composição da Mesa será assegurada, tanto quanto possível, a representação proporcional dos Partidos ou Blocos Parlamentares que participem da Câmara, os quais escolherão os respectivos candidatos aos cargos que, de acordo com o mesmo princípio, lhes caiba prover, sem prejuízo de candidaturas avulsas oriundas das mesmas bancadas, observadas as seguintes regras:
§1º Salvo composição diversa resultante de acordo entre as bancadas, a distribuição dos cargos da Mesa far-se-á por escolha das Lideranças, da maior para a de menor representação, conforme o número de cargos que corresponda a cada uma delas."
"58","Art. 8º, §2º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO I - DISPOSIÇÕES PRELIMINARES > CAPÍTULO III - DAS SESSÕES PREPARATÓRIAS > SEÇÃO II - Da Eleição da Mesa
Dispositivo: Art. 8º, §2º

Art. 8º. Na composição da Mesa será assegurada, tanto quanto possível, a representação proporcional dos Partidos ou Blocos Parlamentares que participem da Câmara, os quais escolherão os respectivos candidatos aos cargos que, de acordo com o mesmo princípio, lhes caiba prover, sem prejuízo de candidaturas avulsas oriundas das mesmas bancadas, observadas as seguintes regras:
§2º Se até 30 de novembro do segundo ano de mandato verificar-se qualquer vaga na Mesa, será ela preenchida mediante eleição, dentro de cinco sessões, observadas as disposições do artigo precedente. Ocorrida a vacância depois dessa data, a Mesa designará um dos membros titulares para responder pelo cargo."
"59","Art. 8º, §3º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO I - DISPOSIÇÕES PRELIMINARES > CAPÍTULO III - DAS SESSÕES PREPARATÓRIAS > SEÇÃO II - Da Eleição da Mesa
Dispositivo: Art. 8º, §3º

Art. 8º. Na composição da Mesa será assegurada, tanto quanto possível, a representação proporcional dos Partidos ou Blocos Parlamentares que participem da Câmara, os quais escolherão os respectivos candidatos aos cargos que, de acordo com o mesmo princípio, lhes caiba prover, sem prejuízo de candidaturas avulsas oriundas das mesmas bancadas, observadas as seguintes regras:
§3º É assegurada a participação de um membro da Minoria, ainda que pela proporcionalidade não lhe caiba lugar."
"60","Art. 8º, §4º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO I - DISPOSIÇÕES PRELIMINARES > CAPÍTULO III - DAS SESSÕES PREPARATÓRIAS > SEÇÃO II - Da Eleição da Mesa
Dispositivo: Art. 8º, §4º

Art. 8º. Na composição da Mesa será assegurada, tanto quanto possível, a representação proporcional dos Partidos ou Blocos Parlamentares que participem da Câmara, os quais escolherão os respectivos candidatos aos cargos que, de acordo com o mesmo princípio, lhes caiba prover, sem prejuízo de candidaturas avulsas oriundas das mesmas bancadas, observadas as seguintes regras:
§4º As vagas de cada Partido ou Bloco Parlamentar na composição da Mesa serão definidas com base no número de candidatos eleitos pela respectiva agremiação, na conformidade do resultado final das eleições proclamado pela Justiça Eleitoral, desconsideradas as mudanças de filiação partidária posteriores a esse ato. (Parágrafo acrescido pela Resolução nº 34, de 2005, em vigor a partir de 1º/2/2007)"
"61","Art. 8º, §5º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO I - DISPOSIÇÕES PRELIMINARES > CAPÍTULO III - DAS SESSÕES PREPARATÓRIAS > SEÇÃO II - Da Eleição da Mesa
Dispositivo: Art. 8º, §5º

Art. 8º. Na composição da Mesa será assegurada, tanto quanto possível, a representação proporcional dos Partidos ou Blocos Parlamentares que participem da Câmara, os quais escolherão os respectivos candidatos aos cargos que, de acordo com o mesmo princípio, lhes caiba prover, sem prejuízo de candidaturas avulsas oriundas das mesmas bancadas, observadas as seguintes regras:
§5º Em caso de mudança de legenda partidária, o membro da Mesa perderá automaticamente o cargo que ocupa, aplicando-se para o preenchimento da vaga o disposto no §2º deste artigo. (Parágrafo acrescido pela Resolução nº 34, de 2005, em vigor a partir de 1º/2/2007)"
