"Acao","De","Para"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\CASAMENTO\E-mail fotos casamento.pdf","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\CASAMENTO\E-mail fotos casamento.pdf"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\CASAMENTO\E-mail fotos pré-wedding.pdf","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\CASAMENTO\E-mail fotos pré-wedding.pdf"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\CASAMENTO\Endereços de convidados (Maurício) - 5.1.2022.docx","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\CASAMENTO\Endereços de convidados (Maurício) - 5.1.2022.docx"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\CASAMENTO\Hotel Vision - ANA CAROLINA e MAURÍCIO.pdf","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\CASAMENTO\Hotel Vision - ANA CAROLINA e MAURÍCIO.pdf"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\CASAMENTO\Inclusão AMIL.pdf","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\CASAMENTO\Inclusão AMIL.pdf"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\CASAMENTO\LINK DAS FOTOS DO CASAMENTO.txt","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\CASAMENTO\LINK DAS FOTOS DO CASAMENTO.txt"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\CASAMENTO\LINK FLICKR.txt","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\CASAMENTO\LINK FLICKR.txt"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\CASAMENTO\Links de fotos (Onedrive).docx","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\CASAMENTO\Links de fotos (Onedrive).docx"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\CASAMENTO\Lista de presença (almoço).docx","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\CASAMENTO\Lista de presença (almoço).docx"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\CASAMENTO\Mensagem iCasei site.pdf","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\CASAMENTO\Mensagem iCasei site.pdf"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\CASAMENTO\Mensagens (site).docx","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\CASAMENTO\Mensagens (site).docx"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\CASAMENTO\Mobills - Consolidação despesas do casamento - 78K em 31.7.2021.pdf","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\CASAMENTO\Mobills - Consolidação despesas do casamento - 78K em 31.7.2021.pdf"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\CASAMENTO\Nossa história iCasei site.pdf","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\CASAMENTO\Nossa história iCasei site.pdf"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\CASAMENTO\Orçamento (Royal Tulip) (1).pdf","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\CASAMENTO\Orçamento (Royal Tulip) (1).pdf"
"Mover","C:\Users\mauri\OneDrive\Cofre Pessoal\CASAMENTO\Orçamento (Royal Tulip) (2).pdf","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\CASAMENTO\Orçamento (Royal Tulip) (2).pdf"
