page_id,numeroUnico,status,old_count,new_count,error
32872195-5c64-8102-b164-f525c295babd,0600420-75.2024.6.17.0084,ok,0,1,
32872195-5c64-817c-9613-d894b2b3a2b1,0600348-50.2024.6.10.0095,ok,0,5,
32872195-5c64-8175-8e77-ecfc31683dc6,0600450-58.2024.6.08.0053,ok,0,3,
32872195-5c64-81c0-9f37-f494dacf26b3,0600507-21.2024.6.17.0055,ok,0,2,
32872195-5c64-818f-9fa4-d89ca7170ada,0600005-81.2025.6.05.0152,ok,0,1,
32872195-5c64-8141-9f19-d3ec36316b14,0600559-97.2024.6.25.0021,ok,0,2,
32872195-5c64-8143-8a40-cdc14140131b,0600373-13.2020.6.10.0060,ok,1,5,
32872195-5c64-8146-bdf4-f5d7a9fcf93c,0606193-76.2022.6.19.0000,ok,0,1,
32872195-5c64-81fb-b317-c57d04b89559,0600375-98.2024.6.22.0030,ok,1,2,
32872195-5c64-8177-9ada-e37f1e120ced,0600537-19.2024.6.26.0148,ok,0,1,
32872195-5c64-8125-b1fb-d2773f62076e,0600228-54.2024.6.16.0090,ok,0,1,
32872195-5c64-81e6-bbf6-ede6bce4ca7c,0600879-49.2024.6.13.0097,ok,0,2,
32872195-5c64-8159-9172-ebe9732c94f3,0600172-93.2024.6.16.0066,ok,0,2,
32872195-5c64-81fd-a112-dfab804d6a9f,0600557-60.2024.6.18.0074,ok,0,4,
32872195-5c64-8116-b5e9-fd95285a7e26,0600168-60.2024.6.26.0201,ok,0,2,
32872195-5c64-8143-b95d-dd6904793f4f,0600168-60.2024.6.26.0201,ok,0,2,
32872195-5c64-81aa-bdeb-c5e73f5c0d03,0600678-75.2024.6.06.0057,ok,0,3,
32872195-5c64-81c9-99f1-f9fba049c564,0600678-75.2024.6.06.0057,ok,0,3,
32872195-5c64-8107-bff8-d78d27906456,0600400-74.2024.6.15.0073,ok,0,2,
32872195-5c64-8113-9f0a-c896ee80bb3b,0600353-04.2024.6.02.0028,ok,0,4,
32872195-5c64-8178-90be-ecf2ff7ac427,0600721-89.2024.6.16.0006,ok,0,3,
32872195-5c64-8164-8a32-e7f26e61e9ac,0600002-07.2025.6.05.0030,ok,0,2,
32872195-5c64-81c7-b1bc-fdff4e06ebd9,0600649-05.2024.6.21.0058,ok,0,4,
32872195-5c64-8120-8d45-d2735eb1175d,0600189-71.2024.6.19.0026,ok,0,9,
32872195-5c64-8192-9e62-f470c7974820,0600288-15.2024.6.21.0049,ok,0,5,
32872195-5c64-8157-9f40-cd8d68897813,0600520-65.2024.6.26.0056,ok,0,6,
32872195-5c64-81ca-9809-e00eafa2b59c,0600232-63.2024.6.16.0164,ok,0,3,
32872195-5c64-81c2-8b38-e74ba9fae694,0600839-34.2024.6.10.0038,ok,0,6,
32872195-5c64-81d8-a381-f9744c64cacd,0601412-28.2024.6.26.0135,ok,0,1,
32872195-5c64-8181-bc83-e404f5e9be2b,0600610-49.2024.6.16.0057,ok,0,6,
32872195-5c64-81ff-8fac-e068d5a816e5,0600465-10.2024.6.21.0168,ok,0,3,
32872195-5c64-8169-a98f-c677f88ae916,0600001-22.2025.6.05.0030,ok,0,1,
32872195-5c64-81ca-8e11-dae3480b5571,0600001-22.2025.6.05.0030,ok,0,1,
32872195-5c64-8198-87f1-d6989282d247,0600556-28.2024.6.26.0244,ok,0,1,
32872195-5c64-817f-86de-efbe2562b97a,0600360-70.2024.6.16.0136,ok,0,2,
32872195-5c64-81fe-85d9-c83a94766b79,0601228-07.2024.6.26.0189,ok,1,5,
32872195-5c64-815a-9248-c1717921c13e,0601237-61.2022.6.03.0000,ok,0,1,
32872195-5c64-8160-8c0f-d757bb201594,0600208-81.2024.6.19.0154,ok,0,1,
32872195-5c64-81eb-9efb-cd611fc600ab,0600208-81.2024.6.19.0154,ok,0,1,
32872195-5c64-8192-8841-eae639dc62a1,0600258-43.2024.6.12.0012,ok,0,1,
32872195-5c64-81c1-9c8c-c211779c5277,0600167-68.2024.6.26.0365,ok,0,1,
32872195-5c64-818e-b39f-cb2edfa5f770,0600603-93.2024.6.13.0169,ok,0,2,
32872195-5c64-8161-bd19-c045b81f850d,0600402-07.2024.6.16.0141,ok,0,4,
32872195-5c64-817f-b7ee-f79f29d0559e,0605632-59.2018.6.13.0000,ok,0,4,
32872195-5c64-81e9-a7df-ea81a9bc76c2,0603706-54.2018.6.09.0000,ok,0,1,
32872195-5c64-81e0-8f10-ed3f34305540,0600477-84.2024.6.24.0024,ok,0,4,
32872195-5c64-812d-823f-cc0edbe08f64,0600135-92.2024.6.06.0115,ok,0,9,
32872195-5c64-8181-ba41-d633d8a089e1,0600715-05.2024.6.06.0057,ok,0,7,
32872195-5c64-8117-b9a8-d5d0476d71e0,0600001-37.2025.6.10.0077,ok,0,5,
32872195-5c64-8131-a047-ccd255e503b0,0600220-50.2024.6.13.0126,ok,0,2,
32872195-5c64-81c7-9873-c8b1453b8c45,0600587-37.2024.6.26.0183,ok,0,4,
32872195-5c64-81a7-82bb-cc73881dba3c,0600408-42.2022.6.08.0000,ok,0,1,
32872195-5c64-810b-b12e-fcee6bef610c,0601464-63.2024.6.14.0036,ok,1,2,
32872195-5c64-816a-a5da-d1a962286c3f,0600057-49.2021.6.10.0000,ok,0,1,
32872195-5c64-811c-9ce1-c29eb52ee6b9,0600546-58.2024.6.25.0002,ok,0,1,
32872195-5c64-81f6-9733-ef1873d27af1,0600168-56.2023.6.21.0000,ok,0,1,
32872195-5c64-81a2-9196-e4614a4d6731,0600107-02.2023.6.03.0000,ok,0,1,
32872195-5c64-81c7-a5f8-ded66c75564c,0600511-38.2024.6.20.0067,ok,0,1,
32872195-5c64-817e-9f97-ce5ea6a134a5,0600203-93.2026.6.00.0000,ok,0,2,
32872195-5c64-810b-b27c-cf588b835295,0600508-68.2024.6.13.0329,ok,0,6,
32872195-5c64-81f3-b62a-fa891d654332,0600428-27.2024.6.06.0062,ok,0,6,
32872195-5c64-81fe-b81a-e56a04b04ffb,0600545-98.2024.6.11.0055,ok,0,7,
32872195-5c64-81b7-9065-eadbb53e5d31,0602227-46.2022.6.14.0000,ok,0,1,
32872195-5c64-819b-8c23-c41ffa647d89,0600451-17.2018.6.26.0000,ok,0,1,
32872195-5c64-811b-baf0-c1a713307eaa,0600158-36.2020.6.06.0064,ok,0,1,
32872195-5c64-8175-9937-e73cda43f5e9,0600240-96.2021.6.00.0000,ok,0,1,
32872195-5c64-819a-b080-e03e77f41c2c,0600517-45.2024.6.20.0067,ok,0,1,
32872195-5c64-81b4-bb0d-d43673e123e9,0600221-69.2024.6.16.0023,ok,0,1,
32872195-5c64-81fe-af81-dadfa749e378,0600462-47.2024.6.22.0000,ok,1,2,
32872195-5c64-815b-aa0c-f9d0204baee6,0600444-50.2024.6.05.0048,ok,0,5,
32872195-5c64-8131-83a0-e1ebc2e3306b,0600416-38.2024.6.06.0086,ok,0,2,
32872195-5c64-813b-a158-d7bf66dd6413,0600348-38.2024.6.06.0038,ok,0,2,
32872195-5c64-8139-8c0a-dd01d582cf53,0000186-58.2016.6.00.0000,ok,0,1,
32872195-5c64-8116-9b9d-f7a01ae2f61a,0601613-70.2018.6.00.0000,ok,0,1,
32872195-5c64-812a-be61-c0c96afd2d5d,0600572-87.2024.6.02.0037,ok,0,5,
32872195-5c64-81a8-a1d6-c42d8b50e5cc,0600450-11.2024.6.26.0424,ok,0,1,
32872195-5c64-81ad-b5f8-f872e2730062,0600314-18.2022.6.18.0000,ok,0,1,
32872195-5c64-81b7-b5fa-d8e1a4eafc1e,0602489-88.2022.6.07.0000,ok,0,5,
32872195-5c64-8105-a700-f0b8a99ad06f,0600505-76.2024.6.06.0081,ok,0,1,
32872195-5c64-81de-a730-d322e73f05cb,0603695-88.2022.6.16.0000,ok,0,1,
32872195-5c64-816c-b8fe-cd19bba52595,0600310-06.2024.6.12.0023,ok,0,1,
32872195-5c64-81d6-b9be-cecf0260e805,0600048-18.2024.6.05.0131,ok,0,4,
32872195-5c64-81b3-8ae0-e1c1e10713ac,0600018-15.2024.6.25.0005,ok,0,3,
32872195-5c64-81aa-9b62-f67c79630262,0600428-58.2024.6.13.0312,ok,0,4,
32872195-5c64-81e3-894f-cd49eb17a68c,0600132-24.2024.6.25.0014,ok,1,5,
32872195-5c64-819d-a9fc-e493eaf0f332,0600186-19.2024.6.19.0026,ok,0,2,
32872195-5c64-8108-a1d8-cf2519c94a3d,0600119-12.2024.6.26.0365,ok,0,2,
32872195-5c64-8175-9084-c9a20cf00fb8,0600614-50.2020.6.21.0134,ok,1,2,
32872195-5c64-81ee-87f6-fcc7a913b697,0600186-17.2024.6.06.0079,ok,0,3,
32872195-5c64-81cc-8c0c-e498da78d584,0600361-69.2024.6.10.0056,ok,1,3,
32872195-5c64-8199-99ae-d381cf2bfaca,0600307-46.2024.6.04.0032,ok,0,2,
32872195-5c64-8145-adf1-cc564d19e41c,0600456-32.2024.6.02.0021,ok,0,1,
32872195-5c64-8190-be97-ef5ef62348ac,0600210-68.2024.6.10.0003,ok,0,1,
32872195-5c64-81f9-bba4-fb4be9ab58f4,0600193-95.2024.6.06.0115,ok,1,3,
32872195-5c64-8138-98f9-c0791e3dc7a3,0601459-41.2024.6.14.0036,ok,1,3,
32872195-5c64-8149-8980-cb6739266da1,0600302-73.2024.6.06.0030,ok,0,4,
32872195-5c64-81d8-8e32-edf3086816c2,0600401-50.2022.6.08.0000,ok,0,1,
32872195-5c64-81b5-9e69-d7bed9ca5dd4,0600090-83.2024.6.06.0052,ok,1,5,
32872195-5c64-8129-92db-e078a872004d,0600216-85.2020.6.15.0000,ok,0,1,
32872195-5c64-8164-ba5f-e5ee197dbab4,0600252-29.2024.6.16.0043,ok,1,4,
32872195-5c64-811a-830b-dbcdd9af8ec6,0600082-79.2024.6.26.0269,ok,0,2,
32872195-5c64-81cc-9062-d81beac8310d,0600593-96.2024.6.14.0015,ok,0,4,
32872195-5c64-81ff-9ef1-e60bb893a4f8,0600248-88.2024.6.21.0063,ok,0,4,
32872195-5c64-8170-bd6a-f6a14fe55883,0600279-56.2024.6.25.0012,ok,0,3,
32872195-5c64-81c7-b24f-ea1a56530b8d,0600057-55.2024.6.26.0305,ok,1,3,
32872195-5c64-81ff-aafd-c1c900dd4d34,0600173-38.2024.6.16.0144,ok,0,1,
32872195-5c64-819d-ad71-e3034d03b8e2,0600116-29.2024.6.06.0037,ok,0,2,
32872195-5c64-8122-8993-c7bd133f3286,0600455-72.2024.6.06.0009,ok,0,4,
32872195-5c64-8134-9382-c3a161670011,0601139-32.2020.6.21.0134,ok,1,2,
32872195-5c64-8151-91c6-fd63850c5ec6,0601139-32.2020.6.21.0134,ok,1,2,
32872195-5c64-812a-8093-fab16093c26e,0600384-62.2022.6.17.0000,ok,0,1,
32872195-5c64-819b-bc94-ca7fec05b6df,0600106-15.2024.6.05.0036,ok,0,1,
32872195-5c64-81e0-8832-e2ba346a8b13,0600106-15.2024.6.05.0036,ok,0,1,
32872195-5c64-818e-8e86-dab2291a36f7,0600752-60.2024.6.03.0010,ok,0,2,
32872195-5c64-817b-847d-e6d568bfcfe6,0600133-67.2024.6.06.0101,ok,1,4,
32872195-5c64-8145-b040-f6fa9466d574,0600221-78.2024.6.02.0049,ok,0,1,
32872195-5c64-8151-a17b-cb4c4842c68a,0600200-03.2024.6.19.0026,ok,0,1,
32872195-5c64-8102-af43-c3b858962ac3,0600441-65.2024.6.19.0029,ok,1,7,
32872195-5c64-81e9-a33a-fbda66cc3ede,0600379-24.2024.6.02.0053,ok,0,1,
32872195-5c64-810f-87e0-c0c59cf06953,0601114-42.2024.6.13.0250,ok,0,2,
32872195-5c64-8131-a1e5-cb348406636e,0600304-82.2024.6.15.0033,ok,0,4,
32872195-5c64-8143-8cc4-cc99e4256e76,0600283-52.2024.6.14.0060,ok,0,1,
32872195-5c64-81ef-ba5b-c417fe809225,0600825-08.2024.6.15.0007,ok,0,3,
32872195-5c64-81ab-ada2-c3bd4234d16b,0602706-77.2022.6.09.0000,ok,0,2,
32872195-5c64-811b-9d2e-c2f88ec3b71b,0600697-89.2025.6.00.0000,ok,1,4,
32872195-5c64-8187-bff9-c01e392afe7d,0600053-49.2024.6.04.0040,ok,0,4,
32872195-5c64-81d8-85a4-fe2107dc56bd,0600206-61.2024.6.18.0018,ok,0,3,
32872195-5c64-81be-852f-c59ba138b750,0600594-57.2024.6.16.0199,ok,0,4,
32872195-5c64-81f7-92f5-e5be4a59dfca,0000201-32.2013.6.00.0000,ok,0,2,
32872195-5c64-81f4-9504-d7baa1a161dc,0000238-59.2013.6.00.0000,ok,0,1,
32872195-5c64-810a-8ded-dd675e632725,0000286-81.2014.6.00.0000,ok,0,1,
32872195-5c64-8151-91ab-c2dace176c79,0000265-71.2015.6.00.0000,ok,0,1,
32872195-5c64-8198-b4a4-c27239fa3d96,0601166-38.2025.6.00.0000,ok,0,1,
32872195-5c64-8118-aaf8-eb1d3bc5cbf0,0000267-46.2012.6.00.0000,ok,0,1,
32872195-5c64-818f-bc54-ff28c9fd4fd7,0600410-36.2024.6.06.0052,ok,0,4,
32872195-5c64-819e-818c-df8a7754e35a,0600329-10.2024.6.14.0038,ok,0,6,
32872195-5c64-810f-a902-e4fd4bd2be81,0600029-13.2025.6.26.0189,ok,0,3,
32872195-5c64-8101-b657-c3fcce8f362a,0600132-46.2024.6.06.0113,ok,0,4,
32872195-5c64-813c-829a-c6fa5dd51381,0600816-21.2024.6.26.0078,ok,0,2,
32872195-5c64-8172-934f-fb9c328b6311,0600477-69.2024.6.10.0058,ok,0,2,
32872195-5c64-81dd-843a-d6495c9bde53,0607008-20.2018.6.26.0000,ok,0,2,
32872195-5c64-81d1-92a9-c1234e03b79b,0601105-80.2025.6.00.0000,ok,0,2,
32872195-5c64-813f-b44b-e0eca89743ad,0600432-34.2018.6.00.0000,ok,0,2,
