id,ordem_doc,arquivo_fonte,norma_id,norma_titulo,norma_nome_popular,macrogrupo,grupo_sumario,pagina_inicial,pagina_final,hierarquia_normativa,tipo_dispositivo,dispositivo,dispositivo_pai,artigo,paragrafo,inciso,alinea,item,texto_dispositivo,notas_texto,notas_json,qtd_notas,referencias_normativas,referencias_jurisprudenciais,referencias_sumulas,texto_rag,resumo_curto,palavras_chave,incluir_no_rag,chars,tokens_estimados,row_key,csv_arquivo,dispositivo_pai_id,dispositivo_pai_row_key
286,286,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,56,56,PARTE TERCEIRA > TÍTULO I - DA QUALIFICAÇÃO E INSCRIÇÃO,paragrafo,"Art. 47, §1º",Art. 47,Art. 47,§1º,,,,"§ 1º Os cartórios de registro civil farão, ainda, gratuitamente, o registro de nascimento, visando ao fornecimento de certidão aos alistandos, desde que provem carência de recursos, ou aos delegados de partido, para fins eleitorais.","Parágrafo acrescido pelo art. 2º da Lei n. 6.018/1974, com a consequente renumeração dos §§ 1º a 3º. Os antigos parágrafos haviam sido acrescidos pelo art. 15 da Lei n. 4.961/1966.
Lei n. 9.534/1997: gratuidade do registro civil de nascimento e da certidão respectiva.
V. art. 373 deste código.","[{""ordem"": 1, ""marcador"": ""quadrado"", ""texto"": ""Parágrafo acrescido pelo art. 2º da Lei n. 6.018/1974, com a consequente renumeração dos §§ 1º a 3º. Os antigos parágrafos haviam sido acrescidos pelo art. 15 da Lei n. 4.961/1966."", ""pagina_inicial"": 56, ""pagina_final"": 56}, {""ordem"": 2, ""marcador"": ""quadrado"", ""texto"": ""Lei n. 9.534/1997: gratuidade do registro civil de nascimento e da certidão respectiva."", ""pagina_inicial"": 56, ""pagina_final"": 56}, {""ordem"": 3, ""marcador"": ""quadrado"", ""texto"": ""V. art. 373 deste código."", ""pagina_inicial"": 56, ""pagina_final"": 56}]",3,Lei n. 6.018/1974; Lei n. 4.961/1966; Lei n. 9.534/1997,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: Art. 47, §1º Tipo: paragrafo Hierarquia: PARTE TERCEIRA > TÍTULO I - DA QUALIFICAÇÃO E INSCRIÇÃO Dispositivo pai: Art. 47 ID do dispositivo pai: 001_lei_4737_1965_codigo_eleitoral:285 Páginas: 56-56 Resumo: Art. 47, §1º: § 1º Os cartórios de registro civil farão, ainda, gratuitamente, o registro de nascimento, visando ao fornecimento de certidão aos alistandos, desde que provem carência de recursos, ou aos delegados de partido, para fins eleitorais. | 3 nota(s) vinculada(s) § 1º Os cartórios de registro civil farão, ainda, gratuitamente, o registro de nascimento, visando ao fornecimento de certidão aos alistandos, desde que provem carência de recursos, ou aos delegados de partido, para fins eleitorais. Notas vinculadas: Parágrafo acrescido pelo art. 2º da Lei n. 6.018/1974, com a consequente renumeração dos §§ 1º a 3º. Os antigos parágrafos haviam sido acrescidos pelo art. 15 da Lei n. 4.961/1966. Lei n. 9.534/1997: gratuidade do registro civil de nascimento e da certidão respectiva. V. art. 373 deste código.","Art. 47, §1º: § 1º Os cartórios de registro civil farão, ainda, gratuitamente, o registro de nascimento, visando ao fornecimento de certidão aos alistandos, desde que provem carência de recursos, ou aos delegados de partido, para fins eleitorais. | 3 nota(s) vinculada(s)",registro; civil; nascimento; certidao; julho; parte; terceira; titulo; qualificacao; inscricao,True,1231,308,001_lei_4737_1965_codigo_eleitoral:286,001_lei_4737_1965_codigo_eleitoral.csv,285,001_lei_4737_1965_codigo_eleitoral:285
287,287,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,56,56,PARTE TERCEIRA > TÍTULO I - DA QUALIFICAÇÃO E INSCRIÇÃO,paragrafo,"Art. 47, §2º",Art. 47,Art. 47,§2º,,,,"§ 2º Em cada cartório de registro civil haverá um livro especial, aberto e rubricado pelo juiz eleitoral, onde o cidadão ou o delegado de partido deixará expresso o pedido de certidão para fins eleitorais, datando-o.",,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: Art. 47, §2º Tipo: paragrafo Hierarquia: PARTE TERCEIRA > TÍTULO I - DA QUALIFICAÇÃO E INSCRIÇÃO Dispositivo pai: Art. 47 ID do dispositivo pai: 001_lei_4737_1965_codigo_eleitoral:285 Páginas: 56-56 Resumo: Art. 47, §2º: § 2º Em cada cartório de registro civil haverá um livro especial, aberto e rubricado pelo juiz eleitoral, onde o cidadão ou o delegado de partido deixará expresso o pedido de certidão para fins eleitorais, datando-o. § 2º Em cada cartório de registro civil haverá um livro especial, aberto e rubricado pelo juiz eleitoral, onde o cidadão ou o delegado de partido deixará expresso o pedido de certidão para fins eleitorais, datando-o.","Art. 47, §2º: § 2º Em cada cartório de registro civil haverá um livro especial, aberto e rubricado pelo juiz eleitoral, onde o cidadão ou o delegado de partido deixará expresso o pedido de certidão para fins eleitorais, datando-o.",julho; parte; terceira; titulo; qualificacao; inscricao; cada; cartorio; registro; civil,True,861,215,001_lei_4737_1965_codigo_eleitoral:287,001_lei_4737_1965_codigo_eleitoral.csv,285,001_lei_4737_1965_codigo_eleitoral:285
288,288,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,56,56,PARTE TERCEIRA > TÍTULO I - DA QUALIFICAÇÃO E INSCRIÇÃO,paragrafo,"Art. 47, §3º",Art. 47,Art. 47,§3º,,,,"§ 3º O escrivão, dentro de quinze dias da data do pedido, concederá a certidão, ou justificará, perante o juiz eleitoral, por que deixa de fazê-lo.",,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: Art. 47, §3º Tipo: paragrafo Hierarquia: PARTE TERCEIRA > TÍTULO I - DA QUALIFICAÇÃO E INSCRIÇÃO Dispositivo pai: Art. 47 ID do dispositivo pai: 001_lei_4737_1965_codigo_eleitoral:285 Páginas: 56-56 Resumo: Art. 47, §3º: § 3º O escrivão, dentro de quinze dias da data do pedido, concederá a certidão, ou justificará, perante o juiz eleitoral, por que deixa de fazê-lo. § 3º O escrivão, dentro de quinze dias da data do pedido, concederá a certidão, ou justificará, perante o juiz eleitoral, por que deixa de fazê-lo.","Art. 47, §3º: § 3º O escrivão, dentro de quinze dias da data do pedido, concederá a certidão, ou justificará, perante o juiz eleitoral, por que deixa de fazê-lo.",julho; parte; terceira; titulo; qualificacao; inscricao; escrivao; dentro; quinze; dias,True,723,181,001_lei_4737_1965_codigo_eleitoral:288,001_lei_4737_1965_codigo_eleitoral.csv,285,001_lei_4737_1965_codigo_eleitoral:285
289,289,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,56,56,PARTE TERCEIRA > TÍTULO I - DA QUALIFICAÇÃO E INSCRIÇÃO,paragrafo,"Art. 47, §4º",Art. 47,Art. 47,§4º,,,,§ 4º A infração ao disposto neste artigo sujeitará o escrivão às penas do art. 293.,"Parágrafos 2º a 4º acrescidos pelo art. 15 da Lei n. 4.961/1966, que os numerava como §§ 1º a 3º.","[{""ordem"": 1, ""marcador"": ""quadrado"", ""texto"": ""Parágrafos 2º a 4º acrescidos pelo art. 15 da Lei n. 4.961/1966, que os numerava como §§ 1º a 3º."", ""pagina_inicial"": 56, ""pagina_final"": 56}]",1,Lei n. 4.961/1966,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: Art. 47, §4º Tipo: paragrafo Hierarquia: PARTE TERCEIRA > TÍTULO I - DA QUALIFICAÇÃO E INSCRIÇÃO Dispositivo pai: Art. 47 ID do dispositivo pai: 001_lei_4737_1965_codigo_eleitoral:285 Páginas: 56-56 Resumo: Art. 47, §4º: § 4º A infração ao disposto neste artigo sujeitará o escrivão às penas do art. 293. | 1 nota(s) vinculada(s) § 4º A infração ao disposto neste artigo sujeitará o escrivão às penas do art. 293. Notas vinculadas: Parágrafos 2º a 4º acrescidos pelo art. 15 da Lei n. 4.961/1966, que os numerava como §§ 1º a 3º.","Art. 47, §4º: § 4º A infração ao disposto neste artigo sujeitará o escrivão às penas do art. 293. | 1 nota(s) vinculada(s)",julho; parte; terceira; titulo; qualificacao; inscricao; infracao; disposto; neste; artigo,True,736,184,001_lei_4737_1965_codigo_eleitoral:289,001_lei_4737_1965_codigo_eleitoral.csv,285,001_lei_4737_1965_codigo_eleitoral:285
290,290,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,56,57,PARTE TERCEIRA > TÍTULO I - DA QUALIFICAÇÃO E INSCRIÇÃO,artigo,Art. 48,,Art. 48,,,,,"Art. 48. O empregado mediante comunicação com 48 (quarenta e oito) horas de antecedência, poderá deixar de comparecer ao serviço, sem prejuízo do salário e por tempo não excedente a 2 (dois) dias, para o fim de se alistar eleitor ou requerer transferência.","CLT: Art. 473. O empregado poderá deixar de comparecer ao serviço sem prejuízo do salário: [...] V - até 2 (dois) dias consecutivos ou não, para o fim de se alistar eleitor, nos termos da lei respectiva. Lei n. 8.112/1990: Art. 97. Sem qualquer prejuízo, poderá o servidor ausentar-se do serviço: [...] II - pelo período comprovadamente necessário para alistamento ou recadastramento eleitoral, limitado, em qualquer caso, a 2 (dois) dias.","[{""ordem"": 1, ""marcador"": ""quadrado"", ""texto"": ""CLT: Art. 473. O empregado poderá deixar de comparecer ao serviço sem prejuízo do salário: [...] V - até 2 (dois) dias consecutivos ou não, para o fim de se alistar eleitor, nos termos da lei respectiva. Lei n. 8.112/1990: Art. 97. Sem qualquer prejuízo, poderá o servidor ausentar-se do serviço: [...] II - pelo período comprovadamente necessário para alistamento ou recadastramento eleitoral, limitado, em qualquer caso, a 2 (dois) dias."", ""pagina_inicial"": 56, ""pagina_final"": 57}]",1,Lei n. 8.112/1990,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: Art. 48 Tipo: artigo Hierarquia: PARTE TERCEIRA > TÍTULO I - DA QUALIFICAÇÃO E INSCRIÇÃO Páginas: 56-57 Resumo: Art. 48: O empregado mediante comunicação com 48 (quarenta e oito) horas de antecedência, poderá deixar de comparecer ao serviço, sem prejuízo do salário e por tempo não excedente a 2 (dois) dias, para o fim de se alistar eleitor ou requerer transferência. | 1 nota(s) vinculada(s) Art. 48. O empregado mediante comunicação com 48 (quarenta e oito) horas de antecedência, poderá deixar de comparecer ao serviço, sem prejuízo do salário e por tempo não excedente a 2 (dois) dias, para o fim de se alistar eleitor ou requerer transferência. Notas vinculadas: CLT: Art. 473. O empregado poderá deixar de comparecer ao serviço sem prejuízo do salário: [...] V - até 2 (dois) dias consecutivos ou não, para o fim de se alistar eleitor, nos termos da lei respectiva. Lei n. 8.112/1990: Art. 97. Sem qualquer prejuízo, poderá o servidor ausentar-se do serviço: [...] II - pelo período comprovadamente necessário para alistamento ou recadastramento eleitoral, limitado, em qualquer caso, a 2 (dois) dias.","Art. 48: O empregado mediante comunicação com 48 (quarenta e oito) horas de antecedência, poderá deixar de comparecer ao serviço, sem prejuízo do salário e por tempo não excedente a 2 (dois) dias, para o fim de se alistar eleitor ou requerer transferência. | 1 nota(s) vinculada(s)",podera; servico; prejuizo; dois; dias; empregado; deixar; comparecer; salario; alistar,True,1315,329,001_lei_4737_1965_codigo_eleitoral:290,001_lei_4737_1965_codigo_eleitoral.csv,,
291,291,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,57,57,PARTE TERCEIRA > TÍTULO I - DA QUALIFICAÇÃO E INSCRIÇÃO,artigo,Art. 49,,Art. 49,,,,,"Art. 49. Os cegos alfabetizados pelo sistema braille, que reunirem as demais condições de alistamento, podem qualificar-se mediante o preenchimento da fórmula impressa e a aposição do nome com as letras do referido alfabeto.",,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: Art. 49 Tipo: artigo Hierarquia: PARTE TERCEIRA > TÍTULO I - DA QUALIFICAÇÃO E INSCRIÇÃO Páginas: 57-57 Resumo: Art. 49: Os cegos alfabetizados pelo sistema braille, que reunirem as demais condições de alistamento, podem qualificar-se mediante o preenchimento da fórmula impressa e a aposição do nome com as letras do referido alfabeto. Art. 49. Os cegos alfabetizados pelo sistema braille, que reunirem as demais condições de alistamento, podem qualificar-se mediante o preenchimento da fórmula impressa e a aposição do nome com as letras do referido alfabeto.","Art. 49: Os cegos alfabetizados pelo sistema braille, que reunirem as demais condições de alistamento, podem qualificar-se mediante o preenchimento da fórmula impressa e a aposição do nome com as letras do referido alfabeto.",julho; parte; terceira; titulo; qualificacao; inscricao; cegos; alfabetizados; sistema; braille,True,768,192,001_lei_4737_1965_codigo_eleitoral:291,001_lei_4737_1965_codigo_eleitoral.csv,,
292,292,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,57,57,PARTE TERCEIRA > TÍTULO I - DA QUALIFICAÇÃO E INSCRIÇÃO,paragrafo,"Art. 49, §1º",Art. 49,Art. 49,§1º,,,,§ 1º De forma idêntica serão assinadas a folha individual de votação e as vias do título.,"Lei n. 6.996/1982, art. 12, caput: a folha individual foi substituída por listas de eleitores emitidas no processamento eletrônico de dados.","[{""ordem"": 1, ""marcador"": ""ticado"", ""texto"": ""Lei n. 6.996/1982, art. 12, caput: a folha individual foi substituída por listas de eleitores emitidas no processamento eletrônico de dados."", ""pagina_inicial"": 57, ""pagina_final"": 57}]",1,Lei n. 6.996/1982,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: Art. 49, §1º Tipo: paragrafo Hierarquia: PARTE TERCEIRA > TÍTULO I - DA QUALIFICAÇÃO E INSCRIÇÃO Dispositivo pai: Art. 49 ID do dispositivo pai: 001_lei_4737_1965_codigo_eleitoral:291 Páginas: 57-57 Resumo: Art. 49, §1º: § 1º De forma idêntica serão assinadas a folha individual de votação e as vias do título. | 1 nota(s) vinculada(s) § 1º De forma idêntica serão assinadas a folha individual de votação e as vias do título. Notas vinculadas: Lei n. 6.996/1982, art. 12, caput: a folha individual foi substituída por listas de eleitores emitidas no processamento eletrônico de dados.","Art. 49, §1º: § 1º De forma idêntica serão assinadas a folha individual de votação e as vias do título. | 1 nota(s) vinculada(s)",titulo; folha; individual; julho; parte; terceira; qualificacao; inscricao; forma; identica,True,791,198,001_lei_4737_1965_codigo_eleitoral:292,001_lei_4737_1965_codigo_eleitoral.csv,291,001_lei_4737_1965_codigo_eleitoral:291
293,293,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,57,57,PARTE TERCEIRA > TÍTULO I - DA QUALIFICAÇÃO E INSCRIÇÃO,paragrafo,"Art. 49, §2º",Art. 49,Art. 49,§2º,,,,"§ 2º Esses atos serão feitos na presença também de funcionários de estabelecimento especializado de amparo e proteção de cegos, conhecedor do sistema braille, que subscreverá, com o escrivão ou funcionário designado, a seguinte declaração a ser lançada no modelo de requerimento: “Atestamos que a presente fórmula bem como a folha individual de votação e vias do título foram subscritas pelo próprio, em nossa presença”.","Lei n. 10.842/2004, art. 4º, caput: as atribuições da escrivania eleitoral passaram a ser exercidas privativamente pelo chefe de cartório eleitoral.
Lei n. 6.996/1982, art. 12, caput: substituição da folha individual de votação por listas de eleitores emitidas por computador no processamento eletrônico de dados.","[{""ordem"": 1, ""marcador"": ""ticado"", ""texto"": ""Lei n. 10.842/2004, art. 4º, caput: as atribuições da escrivania eleitoral passaram a ser exercidas privativamente pelo chefe de cartório eleitoral."", ""pagina_inicial"": 57, ""pagina_final"": 57}, {""ordem"": 2, ""marcador"": ""ticado"", ""texto"": ""Lei n. 6.996/1982, art. 12, caput: substituição da folha individual de votação por listas de eleitores emitidas por computador no processamento eletrônico de dados."", ""pagina_inicial"": 57, ""pagina_final"": 57}]",2,Lei n. 10.842/2004; Lei n. 6.996/1982,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: Art. 49, §2º Tipo: paragrafo Hierarquia: PARTE TERCEIRA > TÍTULO I - DA QUALIFICAÇÃO E INSCRIÇÃO Dispositivo pai: Art. 49 ID do dispositivo pai: 001_lei_4737_1965_codigo_eleitoral:291 Páginas: 57-57 Resumo: Art. 49, §2º: § 2º Esses atos serão feitos na presença também de funcionários de estabelecimento especializado de amparo e proteção de cegos, conhecedor do sistema braille, que subscreverá, com o escrivão ou funcionário designado, a seguinte declaração a ser lançada no modelo de requerimento: “Atestamos que a presente fórmula bem como a folha individual de votação e vias do título foram subscritas pelo próprio, em... § 2º Esses atos serão feitos na presença também de funcionários de estabelecimento especializado de amparo e proteção de cegos, conhecedor do sistema braille, que subscreverá, com o escrivão ou funcionário designado, a seguinte declaração a ser lançada no modelo de requerimento: “Atestamos que a presente fórmula bem como a folha individual de votação e vias do título foram subscritas pelo próprio, em nossa presença”. Notas vinculadas: Lei n. 10.842/2004, art. 4º, caput: as atribuições da escrivania eleitoral passaram a ser exercidas privativamente pelo chefe de cartório eleitoral. Lei n. 6.996/1982, art. 12, caput: substituição da folha individual de votação por listas de eleitores emitidas por computador no processamento eletrônico de dados.","Art. 49, §2º: § 2º Esses atos serão feitos na presença também de funcionários de estabelecimento especializado de amparo e proteção de cegos, conhecedor do sistema braille, que subscreverá, com o escrivão ou funcionário designado, a seguinte declaração a ser lançada no modelo de requerimento: “Atestamos que a presente fórmula bem como a folha individual de votação e vias do título foram subscritas pelo próprio, em...",titulo; presenca; folha; individual; votacao; caput; eleitoral; julho; parte; terceira,True,1587,397,001_lei_4737_1965_codigo_eleitoral:293,001_lei_4737_1965_codigo_eleitoral.csv,291,001_lei_4737_1965_codigo_eleitoral:291
294,294,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,57,57,PARTE TERCEIRA > TÍTULO I - DA QUALIFICAÇÃO E INSCRIÇÃO,artigo,Art. 50,,Art. 50,,,,,"Art. 50. O juiz eleitoral providenciará para que se proceda ao alistamento nas próprias sedes dos estabelecimentos de proteção aos cegos, marcando previamente, dia e hora para tal fim, podendo se inscrever na zona eleitoral correspondente todos os cegos do município.",V. art. 136 deste código.,"[{""ordem"": 1, ""marcador"": ""ticado"", ""texto"": ""V. art. 136 deste código."", ""pagina_inicial"": 57, ""pagina_final"": 57}]",1,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: Art. 50 Tipo: artigo Hierarquia: PARTE TERCEIRA > TÍTULO I - DA QUALIFICAÇÃO E INSCRIÇÃO Páginas: 57-57 Resumo: Art. 50: O juiz eleitoral providenciará para que se proceda ao alistamento nas próprias sedes dos estabelecimentos de proteção aos cegos, marcando previamente, dia e hora para tal fim, podendo se inscrever na zona eleitoral correspondente todos os cegos do município. | 1 nota(s) vinculada(s) Art. 50. O juiz eleitoral providenciará para que se proceda ao alistamento nas próprias sedes dos estabelecimentos de proteção aos cegos, marcando previamente, dia e hora para tal fim, podendo se inscrever na zona eleitoral correspondente todos os cegos do município. Notas vinculadas: V. art. 136 deste código.","Art. 50: O juiz eleitoral providenciará para que se proceda ao alistamento nas próprias sedes dos estabelecimentos de proteção aos cegos, marcando previamente, dia e hora para tal fim, podendo se inscrever na zona eleitoral correspondente todos os cegos do município. | 1 nota(s) vinculada(s)",eleitoral; cegos; julho; parte; terceira; titulo; qualificacao; inscricao; juiz; providenciara,True,923,231,001_lei_4737_1965_codigo_eleitoral:294,001_lei_4737_1965_codigo_eleitoral.csv,,
295,295,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,57,57,PARTE TERCEIRA > TÍTULO I - DA QUALIFICAÇÃO E INSCRIÇÃO,paragrafo,"Art. 50, §1º",Art. 50,Art. 50,§1º,,,,§ 1º Os eleitores inscritos em tais condições deverão ser localizados em uma mesma seção da respectiva zona.,,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: Art. 50, §1º Tipo: paragrafo Hierarquia: PARTE TERCEIRA > TÍTULO I - DA QUALIFICAÇÃO E INSCRIÇÃO Dispositivo pai: Art. 50 ID do dispositivo pai: 001_lei_4737_1965_codigo_eleitoral:294 Páginas: 57-57 Resumo: Art. 50, §1º: § 1º Os eleitores inscritos em tais condições deverão ser localizados em uma mesma seção da respectiva zona. § 1º Os eleitores inscritos em tais condições deverão ser localizados em uma mesma seção da respectiva zona.","Art. 50, §1º: § 1º Os eleitores inscritos em tais condições deverão ser localizados em uma mesma seção da respectiva zona.",julho; parte; terceira; titulo; qualificacao; inscricao; eleitores; inscritos; tais; condicoes,True,645,161,001_lei_4737_1965_codigo_eleitoral:295,001_lei_4737_1965_codigo_eleitoral.csv,294,001_lei_4737_1965_codigo_eleitoral:294
296,296,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,57,57,PARTE TERCEIRA > TÍTULO I - DA QUALIFICAÇÃO E INSCRIÇÃO,paragrafo,"Art. 50, §2º",Art. 50,Art. 50,§2º,,,,"§ 2º Se no alistamento realizado pela forma prevista nos artigos anteriores, o número de eleitores não alcançar o mínimo exigido, este se completará com a inclusão de outros, ainda que não sejam cegos.",,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: Art. 50, §2º Tipo: paragrafo Hierarquia: PARTE TERCEIRA > TÍTULO I - DA QUALIFICAÇÃO E INSCRIÇÃO Dispositivo pai: Art. 50 ID do dispositivo pai: 001_lei_4737_1965_codigo_eleitoral:294 Páginas: 57-57 Resumo: Art. 50, §2º: § 2º Se no alistamento realizado pela forma prevista nos artigos anteriores, o número de eleitores não alcançar o mínimo exigido, este se completará com a inclusão de outros, ainda que não sejam cegos. § 2º Se no alistamento realizado pela forma prevista nos artigos anteriores, o número de eleitores não alcançar o mínimo exigido, este se completará com a inclusão de outros, ainda que não sejam cegos.","Art. 50, §2º: § 2º Se no alistamento realizado pela forma prevista nos artigos anteriores, o número de eleitores não alcançar o mínimo exigido, este se completará com a inclusão de outros, ainda que não sejam cegos.",julho; parte; terceira; titulo; qualificacao; inscricao; alistamento; realizado; forma; prevista,True,831,208,001_lei_4737_1965_codigo_eleitoral:296,001_lei_4737_1965_codigo_eleitoral.csv,294,001_lei_4737_1965_codigo_eleitoral:294
297,297,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,57,57,PARTE TERCEIRA > TÍTULO I - DA QUALIFICAÇÃO E INSCRIÇÃO,artigo,Art. 51,,Art. 51,,,,,Art. 51. (Revogado pelo art. 1º da Lei n. 7.914/1989).,,[],0,Lei n. 7.914/1989,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: Art. 51 Tipo: artigo Hierarquia: PARTE TERCEIRA > TÍTULO I - DA QUALIFICAÇÃO E INSCRIÇÃO Páginas: 57-57 Resumo: Art. 51: (Revogado pelo art. 1º da Lei n. 7.914/1989). | há marcação de revogação/cancelamento/veto Art. 51. (Revogado pelo art. 1º da Lei n. 7.914/1989).",Art. 51: (Revogado pelo art. 1º da Lei n. 7.914/1989). | há marcação de revogação/cancelamento/veto,julho; parte; terceira; titulo; qualificacao; inscricao; revogado,True,473,118,001_lei_4737_1965_codigo_eleitoral:297,001_lei_4737_1965_codigo_eleitoral.csv,,
298,298,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,57,57,PARTE TERCEIRA > TÍTULO I - DA QUALIFICAÇÃO E INSCRIÇÃO > CAPÍTULO I - DA SEGUNDA VIA,estrutura,CAPÍTULO I - DA SEGUNDA VIA,,Art. 51,,,,,CAPÍTULO I - DA SEGUNDA VIA,,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: CAPÍTULO I - DA SEGUNDA VIA Tipo: estrutura Hierarquia: PARTE TERCEIRA > TÍTULO I - DA QUALIFICAÇÃO E INSCRIÇÃO > CAPÍTULO I - DA SEGUNDA VIA Páginas: 57-57 Resumo: Estrutura da Código Eleitoral CAPÍTULO I - DA SEGUNDA VIA",Estrutura da Código Eleitoral,capitulo; segunda; julho; parte; terceira; titulo; qualificacao; inscricao,True,429,107,001_lei_4737_1965_codigo_eleitoral:298,001_lei_4737_1965_codigo_eleitoral.csv,,
