row_idx,ID,ramo,numero_processo,tipo_de_processo,relator,data_julgamento,match_stage,qtd_candidatos_total,link_1,link_2,link_3,hrefs_ordenados_todos
18904,18905,Partido político,714,Rp,Min. Humberto Gomes de Barros,12/13/2005,B_contencao,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=714/processoClasse=RP/decisaoData=20051213,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/24819,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=714/processoClasse=RP/decisaoData=20051213 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/24819
18907,18908,Partido político,931,Rp,Min. José Delgado,6/5/2007,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=931/processoClasse=RP/decisaoData=20070605,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/28582,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=931/processoClasse=RP/decisaoData=20070605 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/28582
18910,18911,Partido político,380,Rcl,Min. Cesar Asfor Rocha,3/20/2007,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=380/processoClasse=RCL/decisaoData=20070320,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/28217,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=380/processoClasse=RCL/decisaoData=20070320 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/28217
18913,18914,Partido político,654,Rp,Min. Francisco Peçanha Martins,8/31/2004,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=654/processoClasse=RP/decisaoData=20040831,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/20949,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=654/processoClasse=RP/decisaoData=20040831 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/20949
18949,18950,Partido político,380,Rcl,Min. Cesar Asfor Rocha,3/20/2007,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=380/processoClasse=RCL/decisaoData=20070320,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/28217,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=380/processoClasse=RCL/decisaoData=20070320 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/28217
19062,19063,Pesquisa eleitoral,3725,Ag,Min. Fernando Neves,10/24/2002,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=3725/processoClasse=AG/decisaoData=20021024,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/664,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=3725/processoClasse=AG/decisaoData=20021024 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/664
19097,19098,Pesquisa eleitoral,20664,REspe,Min. Fernando Neves,2/4/2003,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=20664/processoClasse=RESPE/decisaoData=20030204,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/23231,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=20664/processoClasse=RESPE/decisaoData=20030204 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/23231
19218,19219,Pesquisa eleitoral,20664,REspe,Min. Fernando Neves,2/4/2003,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=20664/processoClasse=RESPE/decisaoData=20030204,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/23231,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=20664/processoClasse=RESPE/decisaoData=20030204 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/23231
19219,19220,Pesquisa eleitoral,3725,Ag,Min. Fernando Neves,10/24/2002,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=3725/processoClasse=AG/decisaoData=20021024,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/664,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=3725/processoClasse=AG/decisaoData=20021024 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/664
19223,19224,Pesquisa eleitoral,425898,AgR-Rp,Min. Gilmar Mendes,9/11/2014,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=425898/processoClasse=RP/decisaoData=20140911,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/50371,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=425898/processoClasse=RP/decisaoData=20140911 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/50371
19228,19229,Pesquisa eleitoral,425898,AgR-Rp,Min. Gilmar Mendes,9/11/2014,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=425898/processoClasse=RP/decisaoData=20140911,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/50371,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=425898/processoClasse=RP/decisaoData=20140911 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/50371
19287,19288,Propaganda eleitoral,60115642,AgR-REspEl,Min. Floriano de Azevedo Marques,6/27/2024,B_contencao,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3320237,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3327572,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3320237 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3327572
19306,19307,Propaganda eleitoral,26055,AgR-AI,Min. Luiz Fux,4/16/2015,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=26055/processoClasse=AI/decisaoData=20150416,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/51930,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=26055/processoClasse=AI/decisaoData=20150416 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/51930
19325,19326,Propaganda eleitoral,222623,R-Rp,Min. Nancy Andrighi,5/12/2011,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=222623/processoClasse=RP/decisaoData=20110512,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/41561,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=222623/processoClasse=RP/decisaoData=20110512 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/41561
19326,19327,Propaganda eleitoral,321274,R-Rp,Min. Arnaldo Versiani,4/13/2011,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=321274/processoClasse=RP/decisaoData=20110413,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=321274/processoClasse=Rp/decisaoData=20110413,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=321274/processoClasse=RP/decisaoData=20110413 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=321274/processoClasse=Rp/decisaoData=20110413
19327,19328,Propaganda eleitoral,189711,R-Rp,Min. Joelson Dias,4/5/2011,B_contencao,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=189711/processoClasse=RP/decisaoData=20110405,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=189711/processoClasse=RRP/decisaoData=20110405,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=189711/processoClasse=RP/decisaoData=20110405 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=189711/processoClasse=RRP/decisaoData=20110405
19339,19340,Propaganda eleitoral,16183,REspe,Min. Eduardo Alckmin,2/17/2000,B_contencao,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=16183/processoClasse=RESPE/decisaoData=20000217,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/6052,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=16183/processoClasse=RESPE/decisaoData=20000217 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/6052
19340,19341,Propaganda eleitoral,15732,REspe,Min. Eduardo Alckmin,4/15/1999,B_contencao,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=15732/processoClasse=RESPE/decisaoData=19990415,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/15104,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=15732/processoClasse=RESPE/decisaoData=19990415 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/15104
19341,19342,Propaganda eleitoral,16426,REspe,Min. Fernando Neves,11/28/2000,B_contencao,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=16426/processoClasse=RESPE/decisaoData=20001128,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/15104,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=16426/processoClasse=RESPE/decisaoData=20001128 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/15104
19355,19356,Propaganda eleitoral,22231,Res.,Min. José Delgado,6/8/2006,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/25531,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1247/processoClasse=CTA/decisaoData=20060608,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/25531 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1247/processoClasse=CTA/decisaoData=20060608
19368,19369,Propaganda eleitoral,19902,REspe,Min. Luiz Carlos Madeira,9/24/2002,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/2454,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=19331/processoClasse=RESPE/decisaoData=20010913,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/2454 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=19331/processoClasse=RESPE/decisaoData=20010913
19369,19370,Propaganda eleitoral,19331,REspe,Min. Sepúlveda Pertence,9/13/2001,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=19331/processoClasse=RESPE/decisaoData=20010913,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/2454,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=19331/processoClasse=RESPE/decisaoData=20010913 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/2454
19376,19377,Propaganda eleitoral,5124,REspe,Min. Luiz Fux,10/18/2016,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5124/processoClasse=RESPE/decisaoData=20161018,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/126774,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5124/processoClasse=RESPE/decisaoData=20161018 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/126774
19383,19384,Propaganda eleitoral,21590,AgR-REspe,Min. Nancy Andrighi,3/21/2013,B_contencao,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=21590/processoClasse=RESPE/decisaoData=20130321,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/48069,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=21590/processoClasse=RESPE/decisaoData=20130321 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/48069
19401,19402,Propaganda eleitoral,15301,REspe,Min. Eduardo Alckmin,3/23/1999,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=15301/processoClasse=RESPE/decisaoData=19990323,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/6295,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=15301/processoClasse=RESPE/decisaoData=19990323 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/6295
19414,19415,Propaganda eleitoral,1527171,AgR-REspe,Min. Castro Meira,6/6/2013,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1527171/processoClasse=RESPE/decisaoData=20130606,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/48024,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1527171/processoClasse=RESPE/decisaoData=20130606 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/48024
19448,19449,Propaganda eleitoral,833275,AgR-AI,Min. Laurita Vaz,11/5/2013,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=833275/processoClasse=AI/decisaoData=20131105,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/48501,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=833275/processoClasse=AI/decisaoData=20131105 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/48501
19455,19456,Propaganda eleitoral,24446,AgR-REspe,Min. Dias Toffoli,3/21/2013,B_contencao,3,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=24446/processoClasse=RESPE/decisaoData=20130321,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/127565,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/48072,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=24446/processoClasse=RESPE/decisaoData=20130321 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/127565 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/48072
19463,19464,Propaganda eleitoral,376002,AgR-AI,Min. Laurita Vaz,12/12/2013,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=376002/processoClasse=AI/decisaoData=20131212,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/48942,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=376002/processoClasse=AI/decisaoData=20131212 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/48942
19467,19468,Propaganda eleitoral,12941,AgR-AI,Min. Luciana Lóssio,8/1/2013,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=12941/processoClasse=AI/decisaoData=20130801,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/52791,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=12941/processoClasse=AI/decisaoData=20130801 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/52791
19483,19484,Propaganda eleitoral,25643,AgRgREspe,Min. Joaquim Barbosa,6/23/2009,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=25643/processoClasse=RESPE/decisaoData=20090623,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/36177,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=25643/processoClasse=RESPE/decisaoData=20090623 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/36177
19502,19503,Propaganda eleitoral,2124,Ag,Min. Edson Vidigal,3/28/2000,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=2124/processoClasse=AG/decisaoData=20000328,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/7064,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=2124/processoClasse=AG/decisaoData=20000328 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/7064
19521,19522,Propaganda eleitoral,22246,Res.,Min. Carlos Ayres Britto,6/8/2006,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/25613,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1274/processoClasse=CTA/decisaoData=20060608,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/25613 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1274/processoClasse=CTA/decisaoData=20060608
19522,19523,Propaganda eleitoral,1274,Cta,Min. Carlos Ayres Britto,6/8/2006,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1274/processoClasse=CTA/decisaoData=20060608,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/25613,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1274/processoClasse=CTA/decisaoData=20060608 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/25613
19526,19527,Propaganda eleitoral,21148,Res.,Min. Sepúlveda Pertence,7/1/2002,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/2569,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=799/processoClasse=CTA/decisaoData=20020701,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/2569 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=799/processoClasse=CTA/decisaoData=20020701
19538,19539,Propaganda eleitoral,23084,Res.,Min. Joaquim Barbosa,6/10/2009,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/36305,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1335/processoClasse=CTA_/decisaoData=20090610,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/36305 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1335/processoClasse=CTA_/decisaoData=20090610
19556,19557,Propaganda eleitoral,385277,AgR-AI,Min. Marcelo Ribeiro,3/17/2011,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=385277/processoClasse=AI/decisaoData=20110317,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/41502,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=385277/processoClasse=AI/decisaoData=20110317 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/41502
19562,19563,Propaganda eleitoral,23084,Res.,Min. Joaquim Barbosa,6/10/2009,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/36305,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1335/processoClasse=CTA_/decisaoData=20090610,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/36305 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1335/processoClasse=CTA_/decisaoData=20090610
19564,19565,Propaganda eleitoral,27091,REspe,Min. Ari Pargendler,8/19/2008,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=27091/processoClasse=RESPE/decisaoData=20080819,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/31093,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=27091/processoClasse=RESPE/decisaoData=20080819 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/31093
19578,19579,Propaganda eleitoral,15808,REspe,Min. Eduardo Ribeiro,11/16/1999,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=15808/processoClasse=RESPE/decisaoData=19991116,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/6063,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=15808/processoClasse=RESPE/decisaoData=19991116 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/6063
19600,19601,Propaganda eleitoral,32389,AgR-AI,Min. Henrique Neves da Silva,10/14/2014,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=32389/processoClasse=AI/decisaoData=20141014,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/50499,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=32389/processoClasse=AI/decisaoData=20141014 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/50499
19604,19605,Propaganda eleitoral,3908,AgRgAg,Min. Carlos Velloso,4/22/2003,B_contencao,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=3908/processoClasse=AG/decisaoData=20030422,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/68,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=3908/processoClasse=AG/decisaoData=20030422 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/68
19619,19620,Propaganda eleitoral,32389,AgR-AI,Min. Henrique Neves,10/14/2014,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=32389/processoClasse=AI/decisaoData=20141014,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/50499,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=32389/processoClasse=AI/decisaoData=20141014 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/50499
19639,19640,Propaganda eleitoral,1985,Ag,Min. Nelson Jobim,11/4/1999,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1985/processoClasse=AG/decisaoData=19991104,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/14295,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1985/processoClasse=AG/decisaoData=19991104 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/14295
19640,19641,Propaganda eleitoral,1569,Ag,Min. Eduardo Ribeiro,9/9/1999,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1569/processoClasse=AG/decisaoData=19990909,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/15037,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1569/processoClasse=AG/decisaoData=19990909 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/15037
19644,19645,Propaganda eleitoral,15548,REspe,Min. Eduardo Alckmin,10/22/1998,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=15548/processoClasse=RESPE/decisaoData=19981022,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/15158,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=15548/processoClasse=RESPE/decisaoData=19981022 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/15158
19681,19682,Propaganda eleitoral,15637,REspe,Min. Eduardo Alckmin,11/17/1998,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=15637/processoClasse=RESPE/decisaoData=19981117,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/15148,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=15637/processoClasse=RESPE/decisaoData=19981117 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/15148
19708,19709,Propaganda eleitoral,186773,R-Rp,Min. Joelson Dias,8/24/2010,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=186773/processoClasse=RP/decisaoData=20100824,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/38999,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=186773/processoClasse=RP/decisaoData=20100824 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/38999
19835,19836,Propaganda eleitoral,38029,REC-Rp,Min. Tarcísio Vieira de Carvalho Neto,8/7/2014,A_exato,2,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=38029/processoClasse=RP/decisaoData=20140807,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/50438,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=38029/processoClasse=RP/decisaoData=20140807 | https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/50438
