ID_novo,ramo,numero_processo,tipo_de_processo,relator,data_julgamento,link_1,fonte_html,texto_citacao_raw
26081,Partido político,1614,Res.,Min. Gerardo Grossi,3/21/2006,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1614/processoClasse=pet/decisaoData=20060321,local,"(Res. nº 22.174, de 21.3.2006, rel. Min. Gerardo Grossi.)"
26082,Partido político,1614,Res.,Min. Gerardo Grossi,9/5/2006,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1614/processoClasse=pet/decisaoData=20060905,local,"(Res. nº 22405, de 5.9.2006, rel. Min. Gerardo Grossi.)"
26083,Partido político,1672,Res.,Min. Marco Aurélio,4/25/2006,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1672/processoClasse=pet/decisaoData=20060425,local,"(Res. nº 22195, de 25.4.2006, rel. Min. Marco Aurélio.)"
26084,Partido político,1674,Cta,Min. Eros Grau,3/10/2009,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1674/processoClasse=cta/decisaoData=20090310,local,"(Res. n. 23018 na Cta n. 1674, de 10/3/2009, rel. Min. Eros Grau;"
26085,Partido político,1856,Res.,Min. Fernando Gonçalves,5/21/2009,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1856/processoClasse=pet/decisaoData=20090521,local,"(Res. nº 23059, de 21.5.2009, rel. Min. Fernando Gonçalves.)"
26086,Partido político,19417,Res.,Min. Luiz Carlos Madeira,9/20/2005,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=19417/processoClasse=pa/decisaoData=20050920,local,"(Res. nº 22.090, de 20.9.2005, rel. Min. Luiz Carlos Madeira.)"
26087,Partido político,19525,PA,Min. Cezar Peluso,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=19525/processoClasse=pa/decisaoData=20060801,local,"( Res. nº 22316 no PA nº 19525, de 1º.8.2006, rel. Min. Cezar Peluso.)"
26088,Partido político,19731,Res.,Min. Cesar Asfor Rocha,2/6/2007,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=19731/processoClasse=pa/decisaoData=20070206,local,"(Res. nº 22.506, de 6.2.2007, rel. Min. Cesar Asfor Rocha.)"
26089,Partido político,19809,Res.,Min. Marcelo Ribeiro,3/11/2008,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=19809/processoClasse=pa/decisaoData=20080311,local,"(Res. nº 22.737, de 11.3.2008, rel. Min. Marcelo Ribeiro;"
26090,Partido político,19815,Res.,Min. Arnaldo Versiani,11/13/2007,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=19815/processoClasse=pa/decisaoData=20071113,local,"(Res. nº 22.629, de 13.11.2007, rel. Min. Arnaldo Versiani.)"
26091,Partido político,2072,Res.,Min. Caputo Bastos,10/31/2006,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=2072/processoClasse=pet/decisaoData=20061031,local,"(Res. nº 22466, de 31.10.2006, rel. Min. Caputo Bastos.)"
26092,Partido político,22258,Res.,Min. Cezar Peluso,6/28/2006,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/26037,local,"(Res. nº 22258 no AgR-Pet. nº 1682, de 28.6.2006, rel. Min. Cezar Peluso.)"
26093,Partido político,22665,Res.,Min. Caputo Bastos,12/13/2007,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/29541,local,"( Res. nº 22665 na Pet. nº 2777, de 13.12.2007, rel. Min. Caputo Bastos;"
26094,Partido político,23265,Res.,Min. Cármen Lúcia,5/11/2010,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/38103,local,"(Res. nº 23265 nos ED-PP nº 32, de 11.5.2010, rel. Min. Cármen Lúcia.)"
26095,Partido político,2456,Res.,Min. José Delgado,3/15/2007,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=2456/processoClasse=pet/decisaoData=20070315,local,"(Res. nº 22519 na Pet. nº 2456, de 15.3.2007, rel. Min. José Delgado.)"
26096,Partido político,257,Pet,Min. Eduardo Ribeiro,4/7/1998,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=257/processoClasse=pet/decisaoData=19980407,local,"(Res. nº 20159 na Pet nº 257, de 7.4.98, rel. Min. Eduardo Ribeiro.)"
26097,Partido político,2577,Res.,Min. Gerardo Grossi,11/28/2006,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=2577/processoClasse=pet/decisaoData=20061128,local,"no mesmo sentido a Res. nº 22.489, de 28.11.2006, rel. Min. Gerardo Grossi;"
26098,Partido político,2623,Res.,Min. José Delgado,9/25/2007,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=2623/processoClasse=pet/decisaoData=20070925,local,"(Res. nº 22.592, de 25.9.2007, rel. Min. José Delgado.)"
26099,Partido político,2656,Res.,Min. Ricardo Lewandowski,6/2/2009,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=2656/processoClasse=pet/decisaoData=20090602,local,"(Res. nº 23068, de 2.6.2009, rel. Min. Ricardo Lewandowski.)"
26100,Partido político,2657,Res.,Min. Eros Grau,4/14/2009,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=2657/processoClasse=pet/decisaoData=20090414,local,"e a Res. nº 23.037, de 14.4.2009, rel. Min. Eros Grau.)"
26101,Partido político,266,Res.,Min. Edson Vidigal,4/25/2000,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=266/processoClasse=RP/decisaoData=20000425,local,"(Res. nº 20603 na Rp nº 266, de 25.4.2000, rel. Min. Edson Vidigal.)"
26102,Partido político,2675,Res.,Min. Joaquim Barbosa,6/26/2008,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=2675/processoClasse=pet/decisaoData=20080626,local,"(Res. nº 22.875, de 26.6.2008, rel. Min. Joaquim Barbosa;"
26103,Partido político,2699,Res.,Min. Caputo Bastos,4/15/2008,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=2699/processoClasse=pet/decisaoData=20080415,local,"(Res. nº 22769, de 15.4.2008, rel. Min. Caputo Bastos;"
26104,Partido político,278,Res.,Min. Costa Leite,12/7/1995,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=278/processoClasse=cp/decisaoData=19951207,local,"(Res. nº 19412 no RGP nº 278, de 7.12.95, rel. Min. Costa Leite.)"
26105,Partido político,296,Res.,Min. Costa Porto,5/25/1999,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=296/processoClasse=RGP/decisaoData=19990525,local,"Res. nº 20443 no RGP nº 296, de 25.5.99, rel. Min. Costa Porto.)"
26106,Partido político,297,Res.,Min. Garcia Vieira e,4/13/2000,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=297/processoClasse=RGP/decisaoData=20000413,local,"Res. nº 20597 no RGP nº 297, de 13.4.2000, rel. Min. Garcia Vieira e"
26107,Partido político,298,Res.,Min. Sepúlveda Pertence,4/2/2002,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=298/processoClasse=RGP/decisaoData=20020402,local,"(Res. nº 21052, de 2.4.2002 no RGP nº 298, rel. Min. Sepúlveda Pertence;"
26108,Partido político,304,Res.,Min. Gilmar Mendes,2/2/2006,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=304/processoClasse=rgp/decisaoData=20060202,local,"(Res. nº 22153 na RPP n°304, de 2.2.2006, rel. Min. Gilmar Mendes.)"
26109,Partido político,317,Res.,Min. Barros Monteiro,6/6/2002,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=317/processoClasse=pet/decisaoData=20020606,local,"Res. nº 21.115, de 6.6.2002, rel. Min. Barros Monteiro;"
26110,Partido político,330,Res.,Min. Gilmar Mendes,8/17/2004,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=330/processoClasse=pet/decisaoData=20040817,local,"(Res. nº 21886, de 17.8.2004, rel. Min. Gilmar Mendes.)"
26111,Partido político,369,Res.,Min. Maurício Corrêa,9/30/1997,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=369/processoClasse=pet/decisaoData=19970930,local,"a Res. nº 19.982, de 30.9.97, rel. Min. Maurício Corrêa;"
26112,Partido político,523,Res.,Min. Peçanha Martins,4/7/2005,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=523/processoClasse=cta/decisaoData=20050407,local,"(Res. nº 22009, de 7.4.2005, rel. Min. Peçanha Martins.)"
26113,Partido político,56,Inst,Min. Fernando Neves,10/31/2002,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=56/processoClasse=INST/decisaoData=20021031,local,"(Res. n o 21281 na Inst nº 56, de 31.10.2002, rel. Min. Fernando Neves.)"
26114,Partido político,60010614,Ac.,,11/13/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3481801,local,"(Ac. de 13/11/2025 no AgR-REspEI n. 060010614, rel Min. Nunes Marques.)"
26115,Partido político,60024816,AREspE,Min. André Mendonça,10/30/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3475408,local,"(Ac. de 30/10/2025 no AgR-AREspE n. 060024816, rel. Min. André Mendonça.)"
26116,Partido político,60030714,AREspE,Min. André Mendonça,12/4/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3485636,local,"(Ac. de 4/12/2025 no AgR-AREspE n. 060030714, rel. Min. André Mendonça.)"
26117,Partido político,60036678,Ac.,Min. Floriano de Azevedo Marques,11/10/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3480087,local,"(Ac. de 10/11/2025 no RPP n. 060036678, rel. Min. Floriano de Azevedo Marques;"
26118,Partido político,60038080,Ac.,Min. Isabel Gallotti,10/9/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3468592,local,"(Ac. de 9/10/2025 no AgR-REspEl n. 060038080, rel. Min. Isabel Gallotti.)"
26119,Partido político,60039502,Ac.,Min. André Mendonça,12/4/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3486880,local,"(Ac. de 4/12/2025 na PC-PP n. 060039502, rel. Min. André Mendonça.)"
26120,Partido político,60045021,Ac.,Min. Isabel Galloti,11/10/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3479898,local,"(Ac. de 10/11/2025 na CtaEl n. 060045021, rel. Min. Isabel Galloti.)"
26121,Partido político,60054262,Ac.,Min. Isabel Gallotti,11/10/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3479818,local,"(Ac. de 10/11/2025 na CtaEI n. 060054262, rel. Min. Isabel Gallotti.)"
26122,Partido político,60068490,Ac.,Min. André Mendonça,11/4/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3478871,local,"(Ac. de 4/11/2025 no RPP n. 060068490, rel. Min. André Mendonça.)"
26123,Partido político,60099751,Ac.,Min. Isabel Gallotti,11/17/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3482676,local,"(Ac. de 17/11/2025 no AgR-PetCiv n. 060099751, rel. Min. Isabel Gallotti.)"
26124,Partido político,60165114,Ac.,Min. Floriano de Azevedo Marques,10/9/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3469007,local,"(Ac. de 9/10/2025 na PCE n. 060165114, rel. Min. Floriano de Azevedo Marques.)"
26125,Partido político,724,Cta,Min. Carlos Velloso,4/22/2003,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=724/processoClasse=CTA/decisaoData=20030422,local,"(Res. nº 21381 na Cta nº 724, de 22.4.2003, rel. Min. Carlos Velloso.)"
26126,Partido político,8961,Ag,Min. Célio Borja,5/9/1991,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/13884,local,"(Ac. nº 11943 no Ag nº 8961, de 9.5.91, rel. Min. Célio Borja"
26127,Partido político,8962,Ag,Min. Célio Borja,5/9/1991,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/15376,local,"Ac. nº 11944 no Ag nº 8962, de 9.5.91, rel. Min. Célio Borja.)"
26128,Partido político,899,Res.,Min. Ellen Gracie,5/23/2004,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=899/processoClasse=pet/decisaoData=20040325,local,"(Res. nº 21675, de 23.5.2004, rel. Min. Ellen Gracie.)"
26129,Partido político,906,Res.,Min. Gilmar Mendes,8/17/2004,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=906/processoClasse=pet/decisaoData=20040817,local,"(Res. nº 21887, de 17.8.2004, rel. Min. Gilmar Mendes.)"
26130,Pesquisa eleitoral,2114,Pet,Min. Marcelo Ribeiro,9/5/2006,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=2114/processoClasse=PET/decisaoData=20060905,local,"(Res. n° 22406 na Pet nº 2114, de 5.9.2006, rel. Min. Marcelo Ribeiro.)"
26131,Pesquisa eleitoral,34,Inst,Min. Eduardo Alckmin,4/2/1998,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=34/processoClasse=INST_/decisaoData=19980402,local,"(Res. n° 20150 na Inst nº 34, de 2.4.98, rel. Min. Eduardo Alckmin.)"
26132,Pesquisa eleitoral,435,Pet,Min. Eduardo Alckmin,4/30/1998,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=435/processoClasse=PET/decisaoData=19980430,local,"(Res. nº 20183 na Pet nº 435, de 30.4.98, rel. Min. Eduardo Alckmin.)"
26133,Pesquisa eleitoral,54,Inst,Min. Fernando Neves,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=54/processoClasse=INST_/decisaoData=20020801,local,"(Res. n° 21158 na Inst nº 54, de 1°.8.2002, rel. Min. Fernando Neves.)"
26134,Pesquisa eleitoral,54,Inst,Min. Fernando Neves,5/9/2002,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=54/processoClasse=INST_/decisaoData=20020509,local,"(Res. nº 21092 na Inst nº 54, de 9.5.2002, rel. Min. Fernando Neves.)"
26135,Pesquisa eleitoral,54,Inst,Min. Fernando Neves,9/10/2002,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=54/processoClasse=INST_/decisaoData=20020910,local,"(Res. nº 21200 na Inst nº 54, de 10.9.2002, rel. Min. Fernando Neves.)"
26136,Pesquisa eleitoral,54,Inst,Min. Fernando Neves,9/17/2002,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=54/processoClasse=INST_/decisaoData=20020917,local,"(Res. nº 21209 na Inst nº 54, de 17.9.2002, rel. Min. Fernando Neves.)"
26137,Pesquisa eleitoral,60004152,AREspE,Min. André Mendonça,10/16/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3471422,local,"(Ac. de 16/10/2025 no AgR-AREspE n. 060004152, rel. Min. André Mendonça.)"
26138,Pesquisa eleitoral,60004674,AREspE,Min. Floriano de Azevedo Marques,10/30/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3477384,local,"(Ac. de 30/10/2025 no AgR-AREspE n. 060004674, rel. Min. Floriano de Azevedo Marques.)"
26139,Pesquisa eleitoral,60044671,AREspE,Min. Floriano de Azevedo Marques,10/16/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3472917,local,"(Ac. de 16/10/2025 no AgR-AREspE n. 060044671, rel. Min. Floriano de Azevedo Marques.)"
26140,Pesquisa eleitoral,60053523,Ac.,Min. Estela Aranha,12/2/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3486232,local,"(Ac. de 2/12/2025 no AgR-REspEl n. 060053523, rel. Min. Estela Aranha.)"
26141,Pesquisa eleitoral,65,Inst,Min. Fernando Neves,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=65/processoClasse=INST_/decisaoData=20021001,local,"(Res. n° 21229 na Inst nº 65, de 1°.10.2002, rel. Min. Fernando Neves.)"
26142,Pesquisa eleitoral,65,Inst,Min. Fernando Neves,10/4/2002,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=65/processoClasse=INST_/decisaoData=20021004,local,"(Res. n° 21232 na Inst nº 65, de 4.10.2002, rel. Min. Fernando Neves.)"
26143,Pesquisa eleitoral,698,Cta,Min. Fernando Neves,6/19/2001,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=698/processoClasse=CTA/decisaoData=20010619,local,"(Res. n° 20816 na Cta nº 698, de 19.6.2001, rel. Min. Fernando Neves.)"
26144,Pesquisa eleitoral,72,Inst,Min. Fernando Neves,4/13/2004,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=72/processoClasse=INST_/decisaoData=20040413,local,"(Res. nº 21712 na Inst nº 72, de 13.4.2004, rel. Min. Fernando Neves."
26145,Propaganda eleitoral,10505,Ac.,Min. Francisco Rezek,3/2/1989,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/13704,local,"(Ac. nº 10505 no HC nº 140 de 2.3.89, rel. Min. Francisco Rezek.)"
26146,Propaganda eleitoral,10537,Res.,Min. José Cândido,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=10537/processoClasse=RP/decisaoData=19921201,local,"(Res. nº 18809 na Rp nº 10537, de 1º.12.92, rel. Min. José Cândido.)"
26147,Propaganda eleitoral,1055,Cta,Min. Carlos Madeira,6/8/2004,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1055/processoClasse=CTA/decisaoData=20040608,live,"Res. 21805 na Cta nº 1055, de 8.6.2004, rel. Min. Carlos Madeira.)"
26148,Propaganda eleitoral,1055,Cta,Min. Luiz Carlos Madeira,6/22/2004,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1055/processoClasse=CTA/decisaoData=20040622,live,"(Res. n o 21836 na Cta nº 1055, de 22.6.2004, rel. Min. Luiz Carlos Madeira;"
26149,Propaganda eleitoral,1117,Cta,Min. Luiz Carlos Madeira,8/24/2004,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1117/processoClasse=CTA/decisaoData=20040824,local,"(Res. nº 21901 na Cta nº 1117, de 24.8.2004, rel. Min. Luiz Carlos Madeira.)"
26150,Propaganda eleitoral,1197,Cta,Min. Cesar Asfor Rocha,6/6/2006,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1197/processoClasse=CTA/decisaoData=20060606,live,"(Res. n o 22223 na Cta nº 1197, de 6.6.2006, rel. Min. Cesar Asfor Rocha.)"
26151,Propaganda eleitoral,12041,Ac.,Min. Hugo Gueiros,8/15/1991,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/9110,local,"(Ac. nº 12041 no RHC nº 166, de 15.8.91, rel. Min. Hugo Gueiros.)"
26152,Propaganda eleitoral,121034,Cta,Min. Aldir Passarinho Junior,6/8/2010,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=121034/processoClasse=CTA/decisaoData=20100608,local,"(Res. nº 23273 na Cta nº 121034, de 8.6.2010, rel. Min. Aldir Passarinho Junior.)"
26153,Propaganda eleitoral,12246,Res.,Min. Pedro Acioli,10/22/1991,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=12246/processoClasse=RP/decisaoData=19911022,local,"(Res. nº 17666 na Rp nº 12246, de 22.10.91, rel. Min. Pedro Acioli"
26154,Propaganda eleitoral,1259,Cta,Min. Cezar Peluso,6/8/2006,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1259/processoClasse=CTA/decisaoData=20060608,local,"(Res. nº 22240 na Cta nº 1259, de 8.6.2006, rel. Min. Cezar Peluso.)"
26155,Propaganda eleitoral,126,Ac.,Min. Francisco Rezek,4/12/1988,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=126/processoClasse=HC/decisaoData=19880412,local,"(Ac. de 12.4.88 no HC nº 9047, rel. Min. Francisco Rezek.)"
26156,Propaganda eleitoral,1271,Cta,Min. Caputo Bastos,6/29/2006,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/25690,live,"(Res. n. 22268 na Cta nº 1271, de 29.6.2006, rel. Min. Caputo Bastos.)"
26157,Propaganda eleitoral,1286,Cta,Min. Carlos Ayres Britto,6/8/2006,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1286/processoClasse=CTA/decisaoData=20060608,local,"(Res. nº 22247 na Cta nº 1286, de 8.6.2006, rel. Min. Carlos Ayres Britto.)"
26158,Propaganda eleitoral,133,Ac.,Min. Vilas Boas,8/23/1988,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=133/processoClasse=RHC/decisaoData=19880823,local,"(Ac. nº 9106 no RHC nº 133, de 23.8.88, rel. Min. Vilas Boas.)"
26159,Propaganda eleitoral,1678,Ac.,Min. Sepúlveda Pertence,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1678/processoClasse=MS/decisaoData=19921001,local,"(Ac. de 1º.10.92 nº 12927, rel. Min. Sepúlveda Pertence.)"
26160,Propaganda eleitoral,185,Ac.,Min. Américo Luz,8/13/1992,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=185/processoClasse=HC/decisaoData=19920813,local,"(Ac. de 13.8.92 no HC nº 12357, rel. Min. Américo Luz.)"
26161,Propaganda eleitoral,19562,PA,Min. Cesar Asfor Rocha,8/17/2006,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=19562/processoClasse=PA/decisaoData=20060817,local,"(Res. nº 22380 no PA nº 19562, de 17.8.2006, rel. Min. Cesar Asfor Rocha.)"
26162,Propaganda eleitoral,233,Res.,Min. Marco Aurélio,10/31/1996,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=233/processoClasse=PET/decisaoData=19961031,local,"(Res. n o 19744 A , de 31.10.96, rel. Min. Marco Aurélio.)"
26163,Propaganda eleitoral,28087,Ac.,Min. Cezar Peluso,11/13/2007,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=28087/processoClasse=RESPE/decisaoData=20071113,local,"(Ac. de 13.11.2007 no AgRgREspe nº 28027 , rel. Min. Cezar Peluso.)"
26164,Propaganda eleitoral,284,Res.,Min. Costa Porto,8/29/2000,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=284/processoClasse=RP/decisaoData=20000829,local,"(Res. nº 20707 na Rp nº 284, de 29.8.2000, rel. Min. Costa Porto.)"
26165,Propaganda eleitoral,2860,Pet,Min. Marcelo Ribeiro,8/28/2008,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=2860/processoClasse=PET/decisaoData=20080828,local,"(Res. nº 22915 na Pet nº 2860, de 28.8.2008, rel. Min. Marcelo Ribeiro.)"
26166,Propaganda eleitoral,35,Inst,Min. Eduardo Alckmin,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/1612,live,"(Res. nº 20265 na Inst nº 35, de 1 o .7.98, rel. Min. Eduardo Alckmin.)"
26167,Propaganda eleitoral,35,Inst,Min. Eduardo Alckmin,5/28/1998,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/893,local,"(Res. nº 20208 na Inst nº 35, de 28.5.98, rel. Min. Eduardo Alckmin.)"
26168,Propaganda eleitoral,371,Cta,Min. Nilson Naves,12/16/1997,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=371/processoClasse=CTA/decisaoData=19971216,live,"(Res. nº 20069 na Cta nº 371, de 16.12.97, rel. Min. Nilson Naves.)"
26169,Propaganda eleitoral,46,Inst,Min. Eduardo Alckmin,5/4/2000,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=46/processoClasse=INST/decisaoData=20000504,local,"(Res. n o 20613 na Inst nº 46, de 4.5.2000, rel. Min. Eduardo Alckmin.)"
26170,Propaganda eleitoral,499,Cta,Min. Eduardo Alckmin,8/27/1998,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=499/processoClasse=CTA/decisaoData=19980827,live,"(Res. n o 20334 na Cta nº 499, de 27.8.98, rel. Min. Eduardo Alckmin.)"
26171,Propaganda eleitoral,559,Cta,Min. Costa Porto,11/18/1999,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=559/processoClasse=CTA/decisaoData=19991118,local,"(Res. nº 20507 na Cta nº 559, de 18.11.99, rel. Min. Costa Porto.)"
26172,Propaganda eleitoral,57,Inst,Min. Fernando Neves,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/1350https:/sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=57/processoClasse=INST/decisaoData=20021001,local,"(Res. nº 21230 na Inst nº 57, de 1º.10.2002, rel. Min. Fernando Neves.)"
26173,Propaganda eleitoral,57,Inst,Min. Fernando Neves,10/10/2002,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=57/processoClasse=INST/decisaoData=20021010,live,"(Res. n o 21243 na Inst nº 57, de 10.10.2002, rel. Min. Fernando Neves.)"
26174,Propaganda eleitoral,57,Inst,Min. Fernando Neves,10/5/2002,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/1319,local,"(Res. nº 21235 na Inst nº 57, de 5.10.2002, rel. Min. Fernando Neves.)"
